True,Country,POL,Variable,Year,Unit,Value
65,Belgium,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,9529.099
66,Belgium,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,9473.735
67,Belgium,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,9229.84
68,Belgium,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,9134.974
69,Belgium,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,9086.939
70,Belgium,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,8876.190999999999
71,Belgium,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,8808.947
72,Belgium,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,8758.231
73,Belgium,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,8500.05
74,Belgium,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,8367.434000000001
75,Belgium,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,8228.248
76,Belgium,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,8147.109
77,Belgium,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,8074.052
78,Canada,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,93532.056
79,Canada,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,95593.373
80,Canada,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,100087.102
81,Canada,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,103289.53300000001
82,Canada,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,106901.929
83,Canada,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,110981.65400000001
84,Canada,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,114584.459
85,Canada,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,116546.79699999999
86,Canada,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,118084.855
87,Canada,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,117912.0
88,Canada,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,117997.575
89,Canada,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,117151.336
90,Canada,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,114719.22099999999
91,Canada,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,114000.72
92,Canada,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,114619.772
93,Canada,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,113612.829
94,Canada,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,112763.008
95,Canada,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,110612.299
96,Canada,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,106520.63699999999
97,Canada,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,102137.245
98,Canada,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,99750.037
99,Canada,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,99991.569
100,Canada,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,101742.15699999999
101,Canada,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,103697.455
102,Canada,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,104775.076
103,Canada,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,102399.96800000001
104,Czech Republic,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,23450.867000000002
105,Czech Republic,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,21886.292
106,Czech Republic,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,20493.531000000003
107,Czech Republic,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,19571.961
108,Czech Republic,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,18432.482
109,Czech Republic,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,18032.443
110,Czech Republic,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,17842.479
111,Czech Republic,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,17425.87
112,Czech Republic,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,16773.624
113,Czech Republic,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,16067.052
114,Czech Republic,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,15221.025
115,Czech Republic,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,14960.336000000001
116,Czech Republic,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,14536.678999999998
117,Czech Republic,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,14523.407
118,Czech Republic,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,14101.358999999999
119,Czech Republic,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,14481.463
120,Czech Republic,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,14728.31
121,Czech Republic,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,14259.737
122,Czech Republic,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,14395.031
123,Czech Republic,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,14041.658000000001
124,Czech Republic,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,14242.636999999999
125,Czech Republic,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,14229.551000000001
126,Czech Republic,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,14227.091999999999
127,Czech Republic,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,13665.651000000002
128,Czech Republic,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,13628.211000000001
129,Czech Republic,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,13694.478000000001
130,Denmark,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,7662.9130000000005
131,Denmark,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,7851.609
132,Denmark,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,7929.564
133,Denmark,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,8123.688
134,Denmark,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,8015.604
135,Denmark,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,8090.493
136,Denmark,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,8204.303
137,Denmark,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,8094.938
138,Denmark,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,8149.977
139,Denmark,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,8054.71
140,Denmark,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,7945.65
141,Denmark,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,8183.717
142,Denmark,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,8111.016
143,Denmark,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,8117.126
144,Denmark,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,7942.411999999999
145,Denmark,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,7708.694
146,Denmark,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,7612.602
147,Denmark,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,7597.173000000001
148,Denmark,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,7465.85
149,Denmark,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,7321.181
150,Denmark,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,7383.828
151,Denmark,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,7221.549
152,Denmark,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,7093.795999999999
153,Denmark,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,6986.823
154,Denmark,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,6982.547
155,Denmark,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,6883.988
156,Finland,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,7746.416
157,Finland,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,7711.438
158,Finland,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,7662.018
159,Finland,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,7695.904
160,Finland,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,7657.507
161,Finland,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,7447.736
162,Finland,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,7364.019
163,Finland,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,7274.853
164,Finland,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,7022.855
165,Finland,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,6868.901999999999
166,Finland,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,6614.29
167,Finland,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,6471.772
168,Finland,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,6235.4580000000005
169,Finland,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,6020.842
170,Finland,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,5829.44
171,Finland,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,5575.5740000000005
172,Finland,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,5640.473000000001
173,Finland,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,5502.977
174,Finland,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,5357.522
175,Finland,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,5303.229
176,Finland,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,5373.035
177,Finland,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,5201.946
178,Finland,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,5151.505
179,Finland,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,5017.148
180,Finland,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,4919.0470000000005
181,Finland,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,4874.905
182,France,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,70059.493
183,France,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,70817.709
184,France,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,70678.79
185,France,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,71076.226
186,France,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,71158.421
187,France,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,71938.902
188,France,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,71411.285
189,France,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,70171.303
190,France,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,70440.781
