"COU","Country","VAR","Variable","YEA","Year","Value","Flag Codes","Flags"
"CHL_R13","Imperial","CHROMIUM","Chromium","2010","2010",10,,
"CHL_R13","Imperial","COPPER","Copper","1997","1997",7.75,,
"CHL_R13","Imperial","COPPER","Copper","1998","1998",10,,
"CHL_R13","Imperial","COPPER","Copper","1999","1999",10,,
"CHL_R13","Imperial","COPPER","Copper","2000","2000",10,,
"CHL_R13","Imperial","COPPER","Copper","2001","2001",10,,
"CHL_R13","Imperial","COPPER","Copper","2002","2002",10,,
"CHL_R13","Imperial","COPPER","Copper","2003","2003",10,,
"CHL_R13","Imperial","COPPER","Copper","2004","2004",10,,
"CHL_R13","Imperial","COPPER","Copper","2005","2005",13.33333302,,
"CHL_R13","Imperial","COPPER","Copper","2006","2006",13.33333302,,
"CHL_R13","Imperial","COPPER","Copper","2007","2007",10,,
"CHL_R13","Imperial","COPPER","Copper","2008","2008",8.33333302,,
"CHL_R13","Imperial","COPPER","Copper","2009","2009",26.66666603,,
"CHL_R13","Imperial","COPPER","Copper","2010","2010",12,,
"CHL_R13","Imperial","COPPER","Copper","2011","2011",20,,
"CHL_R13","Imperial","DO","DO","1997","1997",8.46000004,,
"CHL_R13","Imperial","DO","DO","1998","1998",8.30749989,,
"CHL_R13","Imperial","DO","DO","1999","1999",7.53000021,,
"CHL_R13","Imperial","DO","DO","2000","2000",9.42500019,,
"CHL_R13","Imperial","DO","DO","2001","2001",10.40250015,,
"CHL_R13","Imperial","DO","DO","2002","2002",31.57999992,,
"CHL_R13","Imperial","DO","DO","2003","2003",9.49250031,,
"CHL_R13","Imperial","DO","DO","2004","2004",9.94666672,,
"CHL_R13","Imperial","DO","DO","2005","2005",16.17666626,,
"CHL_R13","Imperial","DO","DO","2006","2006",10.4333334,,
"CHL_R13","Imperial","DO","DO","2007","2007",10.3866663,,
"CHL_R13","Imperial","DO","DO","2008","2008",9.66666698,,
"CHL_R13","Imperial","DO","DO","2009","2009",8.48999977,,
"CHL_R13","Imperial","DO","DO","2010","2010",8.83600044,,
"CHL_R13","Imperial","DO","DO","2011","2011",8.46333313,,
"CHL_R13","Imperial","LEAD","Lead","1997","1997",10,,
"CHL_R13","Imperial","LEAD","Lead","1998","1998",10,,
"CHL_R13","Imperial","LEAD","Lead","1999","1999",10,,
"CHL_R13","Imperial","LEAD","Lead","2000","2000",10,,
"CHL_R13","Imperial","LEAD","Lead","2001","2001",10,,
"CHL_R13","Imperial","LEAD","Lead","2002","2002",10,,
"CHL_R13","Imperial","LEAD","Lead","2003","2003",10,,
"CHL_R13","Imperial","LEAD","Lead","2004","2004",10,,
"CHL_R13","Imperial","LEAD","Lead","2005","2005",10,,
"CHL_R13","Imperial","LEAD","Lead","2006","2006",36.66666794,,
"CHL_R13","Imperial","LEAD","Lead","2007","2007",50,,
"CHL_R13","Imperial","LEAD","Lead","2008","2008",36.66666794,,
"CHL_R13","Imperial","LEAD","Lead","2009","2009",50,,
"CHL_R13","Imperial","LEAD","Lead","2010","2010",50,,
"CHL_R13","Imperial","LEAD","Lead","2011","2011",50,,
"FRA_L1","Parentis-Biscarrosse","PHOSPHORUS_LAKE","Phosphorus","2010","2010",0.3725,,
"FRA_L1","Parentis-Biscarrosse","PHOSPHORUS_LAKE","Phosphorus","2011","2011",0.015,,
"FRA_L2","Cazaux-Sanguinet ","PHOSPHORUS_LAKE","Phosphorus","2010","2010",0.005,,
"FRA_L2","Cazaux-Sanguinet ","PHOSPHORUS_LAKE","Phosphorus","2011","2011",0.00625,,
"FRA_L4","Réservoir Marne","PHOSPHORUS_LAKE","Phosphorus","2000","2000",0.01,,
"FRA_L4","Réservoir Marne","PHOSPHORUS_LAKE","Phosphorus","2011","2011",0.0126667,,
"FRA_L5","Réservoir Seine","PHOSPHORUS_LAKE","Phosphorus","2000","2000",0.03,,
"FRA_L5","Réservoir Seine","PHOSPHORUS_LAKE","Phosphorus","2012","2012",0.01125,,
"FRA_R1","Loire","AMMONIUM","Ammonium","1997","1997",0.134,,
"FRA_R1","Loire","AMMONIUM","Ammonium","1998","1998",0.043,,
"FRA_R1","Loire","AMMONIUM","Ammonium","1999","1999",0.062,,
"FRA_R1","Loire","AMMONIUM","Ammonium","2000","2000",0.098,,
"FRA_R1","Loire","AMMONIUM","Ammonium","2001","2001",0.043,,
"FRA_R1","Loire","AMMONIUM","Ammonium","2002","2002",0.046,,
"FRA_R1","Loire","AMMONIUM","Ammonium","2003","2003",0.066,,
"FRA_R1","Loire","AMMONIUM","Ammonium","2010","2010",0.06375,,
"FRA_R1","Loire","BOD","BOD","1997","1997",5.9000001,,
"FRA_R1","Loire","BOD","BOD","1998","1998",5.9000001,,
"FRA_R1","Loire","BOD","BOD","1999","1999",4.5999999,,
"FRA_R1","Loire","BOD","BOD","2000","2000",4.30000019,,
"FRA_R1","Loire","BOD","BOD","2001","2001",2.29999995,,
"FRA_R1","Loire","BOD","BOD","2002","2002",3.5999999,,
"FRA_R1","Loire","BOD","BOD","2003","2003",3.79999995,,
"FRA_R1","Loire","BOD","BOD","2010","2010",1.71249998,,
"FRA_R1","Loire","DO","DO","1997","1997",10.30000019,,
"FRA_R1","Loire","DO","DO","1998","1998",10.69999981,,
"FRA_R1","Loire","DO","DO","1999","1999",9.89999962,,
"FRA_R1","Loire","DO","DO","2000","2000",10,,
"FRA_R1","Loire","DO","DO","2001","2001",8.69999981,,
"FRA_R1","Loire","DO","DO","2002","2002",10.60000038,,
"FRA_R1","Loire","DO","DO","2003","2003",8.89999962,,
"FRA_R1","Loire","DO","DO","2010","2010",9.74559975,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","1997","1997",2.52999997,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","1998","1998",2.6500001,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","1999","1999",3.02999997,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","2000","2000",4.21000004,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","2001","2001",3.29999995,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","2002","2002",3.13000011,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","2003","2003",2.97000003,,
"FRA_R1","Loire","NITRATES_RIVER","Nitrates","2010","2010",15.83749962,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","1997","1997",0.27000001,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","1998","1998",0.17,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.22,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.34999999,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.20999999,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.20999999,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.22,,
"FRA_R1","Loire","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.09404167,,
"FRA_R2","Seine","AMMONIUM","Ammonium","1997","1997",0.484,,
"FRA_R2","Seine","AMMONIUM","Ammonium","1998","1998",0.27500001,,
"FRA_R2","Seine","AMMONIUM","Ammonium","1999","1999",0.164,,
"FRA_R2","Seine","AMMONIUM","Ammonium","2000","2000",0.368,,
"FRA_R2","Seine","AMMONIUM","Ammonium","2001","2001",0.14399999,,
"FRA_R2","Seine","AMMONIUM","Ammonium","2010","2010",0.278,,
"FRA_R2","Seine","BOD","BOD","1997","1997",5.30000019,,
"FRA_R2","Seine","BOD","BOD","1998","1998",4.4000001,,
"FRA_R2","Seine","BOD","BOD","1999","1999",3.4000001,,
"FRA_R2","Seine","BOD","BOD","2000","2000",3.20000005,,
"FRA_R2","Seine","BOD","BOD","2001","2001",2.70000005,,
"FRA_R2","Seine","BOD","BOD","2010","2010",1.14250004,,
"FRA_R2","Seine","CADMIUM","Cadmium","2010","2010",0.5,,
"FRA_R2","Seine","COPPER","Copper","2010","2010",1.91388893,,
"FRA_R2","Seine","DO","DO","1997","1997",4.5999999,,
"FRA_R2","Seine","DO","DO","1998","1998",5.9000001,,
"FRA_R2","Seine","DO","DO","1999","1999",7.0999999,,
"FRA_R2","Seine","DO","DO","2000","2000",7.0999999,,
"FRA_R2","Seine","DO","DO","2001","2001",7.19999981,,
"FRA_R2","Seine","LEAD","Lead","2010","2010",0.41972223,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","1997","1997",6.26999998,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","1998","1998",5.9000001,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","1999","1999",5.76999998,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","2000","2000",6.01000023,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","2001","2001",5,,
"FRA_R2","Seine","NITRATES_RIVER","Nitrates","2010","2010",24.25499916,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","1997","1997",1.22000003,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","1998","1998",1.05999994,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.81999999,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.54000002,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.54000002,,
"FRA_R2","Seine","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.162,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","1997","1997",0.152,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","1998","1998",0.071,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","1999","1999",0.118,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","2000","2000",0.097,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","2001","2001",0.059,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","2002","2002",0.055,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","2003","2003",0.047,,
"FRA_R3","Garonne","AMMONIUM","Ammonium","2010","2010",0.05909091,,
"FRA_R3","Garonne","BOD","BOD","1997","1997",1.39999998,,
"FRA_R3","Garonne","BOD","BOD","1998","1998",1.39999998,,
"FRA_R3","Garonne","BOD","BOD","1999","1999",1.70000005,,
"FRA_R3","Garonne","BOD","BOD","2000","2000",2.4000001,,
"FRA_R3","Garonne","BOD","BOD","2001","2001",1.29999995,,
"FRA_R3","Garonne","BOD","BOD","2002","2002",1,,
"FRA_R3","Garonne","BOD","BOD","2003","2003",1.10000002,,
"FRA_R3","Garonne","BOD","BOD","2010","2010",1,,
"FRA_R3","Garonne","CHROMIUM","Chromium","1997","1997",1.16999996,,
"FRA_R3","Garonne","COPPER","Copper","1997","1997",3.55999994,,
"FRA_R3","Garonne","DO","DO","1997","1997",9.60000038,,
"FRA_R3","Garonne","DO","DO","1998","1998",9.30000019,,
"FRA_R3","Garonne","DO","DO","1999","1999",8.5,,
"FRA_R3","Garonne","DO","DO","2000","2000",10.10000038,,
"FRA_R3","Garonne","DO","DO","2001","2001",9.10000038,,
"FRA_R3","Garonne","DO","DO","2002","2002",8.60000038,,
"FRA_R3","Garonne","DO","DO","2003","2003",9.30000019,,
"FRA_R3","Garonne","DO","DO","2010","2010",10.11999989,,
"FRA_R3","Garonne","LEAD","Lead","1997","1997",0.11,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","1997","1997",2.1400001,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","1998","1998",1.85000002,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","1999","1999",2.22000003,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","2000","2000",2.38000011,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","2001","2001",2.26999998,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","2002","2002",1.69000006,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","2003","2003",1.58000004,,
"FRA_R3","Garonne","NITRATES_RIVER","Nitrates","2010","2010",16.18181801,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","1997","1997",0.17,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","1998","1998",0.22,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.43000001,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.16,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.12,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.23999999,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.19,,
"FRA_R3","Garonne","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.095,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","1997","1997",0.134,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","1998","1998",0.133,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","1999","1999",0.095,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","2000","2000",0.077,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","2001","2001",0.078,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","2002","2002",0.079,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","2003","2003",0.055,,
"FRA_R4","Rhône","AMMONIUM","Ammonium","2010","2010",0.12541667,,
"FRA_R4","Rhône","BOD","BOD","1997","1997",1.29999995,,
"FRA_R4","Rhône","BOD","BOD","1998","1998",1.29999995,,
"FRA_R4","Rhône","BOD","BOD","1999","1999",1.5,,
"FRA_R4","Rhône","BOD","BOD","2000","2000",2,,
"FRA_R4","Rhône","BOD","BOD","2001","2001",2.20000005,,
"FRA_R4","Rhône","BOD","BOD","2002","2002",1.79999995,,
"FRA_R4","Rhône","BOD","BOD","2003","2003",1.39999998,,
"FRA_R4","Rhône","BOD","BOD","2010","2010",0.97083336,,
"FRA_R4","Rhône","CADMIUM","Cadmium","1997","1997",1.38999999,,
"FRA_R4","Rhône","CADMIUM","Cadmium","1998","1998",2.5,,
"FRA_R4","Rhône","CADMIUM","Cadmium","1999","1999",1.69000006,,
"FRA_R4","Rhône","CADMIUM","Cadmium","2010","2010",1,,
"FRA_R4","Rhône","CHROMIUM","Chromium","1997","1997",3.8900001,,
"FRA_R4","Rhône","CHROMIUM","Chromium","1998","1998",2.5,,
"FRA_R4","Rhône","CHROMIUM","Chromium","1999","1999",2.78999996,,
"FRA_R4","Rhône","COPPER","Copper","1997","1997",3.8900001,,
"FRA_R4","Rhône","COPPER","Copper","1998","1998",2.5,,
"FRA_R4","Rhône","COPPER","Copper","1999","1999",2.81999993,,
"FRA_R4","Rhône","COPPER","Copper","2010","2010",3.54407406,,
"FRA_R4","Rhône","DO","DO","1997","1997",9.89999962,,
"FRA_R4","Rhône","DO","DO","1998","1998",9.69999981,,
"FRA_R4","Rhône","DO","DO","1999","1999",10.5,,
"FRA_R4","Rhône","DO","DO","2000","2000",9.5,,
"FRA_R4","Rhône","DO","DO","2001","2001",10,,
"FRA_R4","Rhône","DO","DO","2002","2002",9.69999981,,
"FRA_R4","Rhône","DO","DO","2003","2003",9.5,,
"FRA_R4","Rhône","DO","DO","2010","2010",10.26916695,,
"FRA_R4","Rhône","LEAD","Lead","1997","1997",3.8900001,,
"FRA_R4","Rhône","LEAD","Lead","1998","1998",2.5,,
"FRA_R4","Rhône","LEAD","Lead","1999","1999",1.74000001,,
"FRA_R4","Rhône","LEAD","Lead","2010","2010",5.9333334,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","1997","1997",1.5,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","1998","1998",1.59000003,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","1999","1999",1.40999997,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","2000","2000",1.40999997,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","2001","2001",1.5,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","2002","2002",1.48000002,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","2003","2003",1.13,,
"FRA_R4","Rhône","NITRATES_RIVER","Nitrates","2010","2010",5.875,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","1997","1997",0.25,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","1998","1998",0.11,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.1,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.1,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.11,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.11,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.08,,
"FRA_R4","Rhône","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.09416667,,
"FRA_R5","Moselle","AMMONIUM","Ammonium","2010","2010",0.14923076,,
"FRA_R5","Moselle","BOD","BOD","2010","2010",2.13333344,,
"FRA_R5","Moselle","DO","DO","2010","2010",9.76153851,,
"FRA_R5","Moselle","NITRATES_RIVER","Nitrates","2010","2010",11.5,,
"FRA_R5","Moselle","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.13307692,,
"FRA_R6","Somme","AMMONIUM","Ammonium","2010","2010",0.12416667,,
"FRA_R6","Somme","BOD","BOD","2010","2010",2.16666675,,
"FRA_R6","Somme","COPPER","Copper","2010","2010",1.10749996,,
"FRA_R6","Somme","DO","DO","2010","2010",10.17666626,,
"FRA_R6","Somme","NITRATES_RIVER","Nitrates","2010","2010",19.03333282,,
"FRA_R6","Somme","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.09425,,
"ITA_L1","Maggiore","NITRATES_LAKE","Nitrates","2007","2007",0.987125,,
"ITA_L1","Maggiore","NITRATES_LAKE","Nitrates","2008","2008",1.06833333,,
"ITA_L1","Maggiore","PHOSPHORUS_LAKE","Phosphorus","2007","2007",0.00995833,,
"ITA_L1","Maggiore","PHOSPHORUS_LAKE","Phosphorus","2008","2008",0.00766667,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2003","2003",0.9408,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2004","2004",0.840204,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2005","2005",1.068544,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2007","2007",1.03979,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2008","2008",0.6,,
"ITA_L2","Como","NITRATES_LAKE","Nitrates","2010","2010",0.9299994,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2001","2001",0.02391977,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2002","2002",0.030638,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2003","2003",0.026,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2004","2004",0.024078,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2005","2005",0.02421892,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2006","2006",0.0230634,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2007","2007",0.0189238,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2008","2008",0.0067,,
"ITA_L2","Como","PHOSPHORUS_LAKE","Phosphorus","2010","2010",0.02748094,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2003","2003",0.7885,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2004","2004",0.8975,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2005","2005",1.17416,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2007","2007",0.4843485,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2008","2008",0.335589,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2009","2009",0.44486667,,
"ITA_L3","Garda","NITRATES_LAKE","Nitrates","2010","2010",0.35226667,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2001","2001",0.025789,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2002","2002",0.03007,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2003","2003",0.01825,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2004","2004",0.0530775,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2005","2005",0.0241682,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2006","2006",0.02167803,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2007","2007",0.01495943,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2008","2008",7.96360567,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2009","2009",0.0179,,
"ITA_L3","Garda","PHOSPHORUS_LAKE","Phosphorus","2010","2010",0.01712222,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","1997","1997",2.29999995,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","1998","1998",2.29999995,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","1999","1999",2.1099999,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","2000","2000",1.97000003,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","2001","2001",1.90999997,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","2003","2003",1.82000005,,
"ITA_L4","Orta","NITRATES_LAKE","Nitrates","2004","2004",1.72000003,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","1997","1997",0.005,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","1998","1998",0.004,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","1999","1999",0.004,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","2000","2000",0.005,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","2001","2001",0.004,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","2003","2003",0.004,,
"ITA_L4","Orta","PHOSPHORUS_LAKE","Phosphorus","2004","2004",0.005,,
"ITA_R1","Po","AMMONIUM","Ammonium","2001","2001",0.0770747,,
"ITA_R1","Po","AMMONIUM","Ammonium","2002","2002",0.121127,,
"ITA_R1","Po","AMMONIUM","Ammonium","2003","2003",0.15350891,,
"ITA_R1","Po","AMMONIUM","Ammonium","2004","2004",0.15060839,,
"ITA_R1","Po","AMMONIUM","Ammonium","2005","2005",0.10432591,,
"ITA_R1","Po","AMMONIUM","Ammonium","2006","2006",0.09919136,,
"ITA_R1","Po","AMMONIUM","Ammonium","2007","2007",0.04355,,
"ITA_R1","Po","AMMONIUM","Ammonium","2008","2008",0.07933315,,
"ITA_R1","Po","AMMONIUM","Ammonium","2009","2009",0.06145,,
"ITA_R1","Po","AMMONIUM","Ammonium","2010","2010",0.07,,
"ITA_R1","Po","AMMONIUM","Ammonium","2011","2011",0.0375,,
"ITA_R1","Po","AMMONIUM","Ammonium","2012","2012",0.06375,,
"ITA_R1","Po","BOD","BOD","2001","2001",2.97133,,
"ITA_R1","Po","BOD","BOD","2002","2002",2.76666667,,
"ITA_R1","Po","BOD","BOD","2003","2003",2.467444,,
"ITA_R1","Po","BOD","BOD","2004","2004",1.9366285,,
"ITA_R1","Po","BOD","BOD","2005","2005",1.90434579,,
"ITA_R1","Po","BOD","BOD","2006","2006",1.769508,,
"ITA_R1","Po","BOD","BOD","2007","2007",2.248109,,
"ITA_R1","Po","BOD","BOD","2008","2008",2.676894,,
"ITA_R1","Po","BOD","BOD","2009","2009",1.58335,,
"ITA_R1","Po","BOD","BOD","2010","2010",2.42585385,,
"ITA_R1","Po","BOD","BOD","2011","2011",1.97202214,,
"ITA_R1","Po","BOD","BOD","2012","2012",3.13772385,,
"ITA_R1","Po","CADMIUM","Cadmium","2006","2006",0.27210526,,
"ITA_R1","Po","CADMIUM","Cadmium","2007","2007",0.275,,
"ITA_R1","Po","CADMIUM","Cadmium","2008","2008",0.2840909,,
"ITA_R1","Po","CADMIUM","Cadmium","2009","2009",0.5,,
"ITA_R1","Po","CADMIUM","Cadmium","2010","2010",0.25160254,,
"ITA_R1","Po","CADMIUM","Cadmium","2011","2011",0.25,,
"ITA_R1","Po","CHROMIUM","Chromium","2006","2006",2.1334715,,
"ITA_R1","Po","CHROMIUM","Chromium","2007","2007",1.9704155,,
"ITA_R1","Po","CHROMIUM","Chromium","2008","2008",2.5029925,,
"ITA_R1","Po","CHROMIUM","Chromium","2009","2009",2.5,,
"ITA_R1","Po","CHROMIUM","Chromium","2010","2010",2.04440154,,
"ITA_R1","Po","CHROMIUM","Chromium","2011","2011",1.94168,,
"ITA_R1","Po","CHROMIUM","Chromium","2012","2012",2.1875,,
"ITA_R1","Po","COPPER","Copper","2006","2006",12.5,,
"ITA_R1","Po","COPPER","Copper","2007","2007",2.9320835,,
"ITA_R1","Po","COPPER","Copper","2008","2008",3.0167805,,
"ITA_R1","Po","COPPER","Copper","2009","2009",5.41667,,
"ITA_R1","Po","COPPER","Copper","2010","2010",3.00955692,,
"ITA_R1","Po","COPPER","Copper","2011","2011",3.05337643,,
"ITA_R1","Po","DO","DO","2001","2001",8.81900333,,
"ITA_R1","Po","DO","DO","2002","2002",8.31648333,,
"ITA_R1","Po","DO","DO","2003","2003",9.846361,,
"ITA_R1","Po","DO","DO","2004","2004",9.823077,,
"ITA_R1","Po","DO","DO","2005","2005",10.50304474,,
"ITA_R1","Po","DO","DO","2006","2006",10.3809825,,
"ITA_R1","Po","DO","DO","2007","2007",10.019469,,
"ITA_R1","Po","DO","DO","2008","2008",10.0161735,,
"ITA_R1","Po","DO","DO","2009","2009",7.72915,,
"ITA_R1","Po","DO","DO","2010","2010",10.31844615,,
"ITA_R1","Po","DO","DO","2011","2011",10.10177429,,
"ITA_R1","Po","DO","DO","2012","2012",10.36505615,,
"ITA_R1","Po","LEAD","Lead","2006","2006",2.316665,,
"ITA_R1","Po","LEAD","Lead","2007","2007",1.1575,,
"ITA_R1","Po","LEAD","Lead","2008","2008",1.143182,,
"ITA_R1","Po","LEAD","Lead","2009","2009",2.58333,,
"ITA_R1","Po","LEAD","Lead","2010","2010",1.21153846,,
"ITA_R1","Po","LEAD","Lead","2011","2011",1.06331143,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2002","2002",2.73518667,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2003","2003",3.75012215,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2004","2004",3.91346735,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2005","2005",3.59703105,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2006","2006",3.9036455,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2007","2007",4.372588,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2008","2008",3.8897505,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2009","2009",3.3542,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2010","2010",3.56109231,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2011","2011",3.41785786,,
"ITA_R1","Po","NITRATES_RIVER","Nitrates","2012","2012",3.41270438,,
"ITA_R1","Po","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.08867337,,
"ITA_R1","Po","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.09791203,,
"ITA_R1","Po","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.11215718,,
