"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,1682,,
"CHL","Chile","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,1707.67603,,
"CHL","Chile","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,1700.90796,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,899.84,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,928.06,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,923.7,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,931.63,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,934,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,969,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,959,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,977.676,,
"CHL","Chile","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,992.029,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,596.58,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,599.4,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,620.5,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,652.4,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,686,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,683,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,723,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,730,,
"CHL","Chile","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,708.879,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,1605.31006,"E","Estimated value"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,1388.01697,"E","Estimated value"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1842,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,1873.87805,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,1630.97107,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1747.811,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1724.05847,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,1615.34265,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,1756.2406,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,29.42,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,62.96,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,68.019,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,102.938,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,62.379,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,60.567,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,61.31365,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,60.1383,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,60.35232,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,4.52566,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2009","2009","M3","Cubic metres","6","Millions",,,4.41,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,4.47,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,4.48094,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,4.46782,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,4.69372,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,4.78,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,5.09462,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,4.9,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2009","2009","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,22.02689,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2009","2009","M3","Cubic metres","6","Millions",,,21.01,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,23.92,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,19.85498,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,22.97625,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,1198.25,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,1039.067,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,1382.777,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,1410.576,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,1230.983,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,1322.536,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,1307.731,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,1228.098,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,1338.147,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,1275.68005,"E","Estimated value"
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,1056.33997,"E","Estimated value"
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1546,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,1574.73206,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,1357.15906,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1535.011,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1525.40692,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,1413.81818,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,1534.491,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,29.42,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,28.95,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,28.599,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,28.032,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,27.704,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,28.327,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,28.21717,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,27.98079,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,27.908,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2009","2009","M3","Cubic metres","6","Millions",,,0.23,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,0.002,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,0.04497,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,0.02468,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,0.0313,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,0.02842,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,0.05094,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,0.04,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2008","2008","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2009","2009","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2009","2009","M3","Cubic metres","6","Millions",,,15,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,17.12,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,13.61817,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,17.37056,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,329.63,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,331.677,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,296,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,299.146,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,273.81201,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,212.8,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,198.65152,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,201.52446,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,221.7496,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,34.01,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,39.42,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,74.906,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,34.675,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,32.24,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,33.09647,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,32.15751,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,32.44432,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2009","2009","M3","Cubic metres","6","Millions",,,4.18,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,4.468,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,4.43597,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,4.44314,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,4.66243,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,4.75195,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,5.04367,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,4.86,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2009","2009","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2009","2009","M3","Cubic metres","6","Millions",,,6.01,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,6.8,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,6.23681,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,5.60569,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,1595,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,1313,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1340,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,1266,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,1318,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1296,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1271,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,1145,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,1488.42,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,65.39,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2008","2008","M3","Cubic metres","6","Millions",,,65.39,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,40.91,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,224.7299,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,180.6575,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,180.4481,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,167.2662,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,171.1887,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,165.7055,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,160.0488,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,141.9795,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,634,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,479,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,504,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,517,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,516,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,645,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,470,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,381,,
"ISR","Israel","SURFACE","Fresh surface water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,596.22,,
"ISR","Israel","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,37.52,,
"ISR","Israel","SURFACE","Fresh surface water","IRRIG","Irrigation","2008","2008","M3","Cubic metres","6","Millions",,,37.52,,
"ISR","Israel","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,0.26,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,961,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,834,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,836,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,749,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,802,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,651,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,801,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,764,,
"ISR","Israel","GROUND","Fresh ground water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,892.2,,
"ISR","Israel","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,27.87,,
"ISR","Israel","GROUND","Fresh ground water","IRRIG","Irrigation","2008","2008","M3","Cubic metres","6","Millions",,,27.87,,
"ISR","Israel","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,40.65,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,1040,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,943,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,925,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,851,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,781.09998,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,892.5,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,977.37,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,895.09998,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,884.37,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,166,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,165,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,166,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,169,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,161,"B","Break"
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,164,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,163.03,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,164.39999,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,161.8,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,2,,
