,index,Country Code,Country,Domain,Year,"Tax revenue, millions USD 2010 PPP",Flag Codes,Flags
0,42,AUS,Australia,Total,1994,12774.222211185,A,Actual value
1,43,AUS,Australia,Total,1995,14919.673909013998,A,Actual value
2,44,AUS,Australia,Total,1996,15093.54238143,A,Actual value
3,45,AUS,Australia,Total,1997,17426.069344764,A,Actual value
4,46,AUS,Australia,Total,1998,18629.075718248998,A,Actual value
5,47,AUS,Australia,Total,1999,18468.740089524,A,Actual value
6,48,AUS,Australia,Total,2000,16667.121908925,A,Actual value
7,49,AUS,Australia,Total,2001,16856.550725528,A,Actual value
8,50,AUS,Australia,Total,2002,17232.333357597,A,Actual value
9,51,AUS,Australia,Total,2003,17443.001178914,A,Actual value
10,52,AUS,Australia,Total,2004,17734.266838083,A,Actual value
11,53,AUS,Australia,Total,2005,16837.95932915,A,Actual value
12,54,AUS,Australia,Total,2006,16859.291092618,A,Actual value
13,55,AUS,Australia,Total,2007,17065.076531369,A,Actual value
14,56,AUS,Australia,Total,2008,16625.040558305,A,Actual value
15,57,AUS,Australia,Total,2009,17001.121339901998,A,Actual value
16,58,AUS,Australia,Total,2010,16841.7121248,A,Actual value
17,59,AUS,Australia,Total,2011,17307.70445764,A,Actual value
18,60,AUS,Australia,Total,2012,20624.651767344,A,Actual value
19,61,AUS,Australia,Total,2013,21787.373607721,A,Actual value
20,62,AUS,Australia,Total,2014,19957.179326417,A,Actual value
21,167,AUS,Australia,Energy,1994,10285.925245925,A,Actual value
22,168,AUS,Australia,Energy,1995,11300.024685791,A,Actual value
23,169,AUS,Australia,Energy,1996,11251.102063161,A,Actual value
24,170,AUS,Australia,Energy,1997,13313.753781118001,A,Actual value
25,171,AUS,Australia,Energy,1998,14207.679555501001,A,Actual value
26,172,AUS,Australia,Energy,1999,14131.493418148999,A,Actual value
27,173,AUS,Australia,Energy,2000,12209.213735745,A,Actual value
28,174,AUS,Australia,Energy,2001,12187.951890998998,A,Actual value
29,175,AUS,Australia,Energy,2002,12285.818473993,A,Actual value
30,176,AUS,Australia,Energy,2003,12125.384329113998,A,Actual value
31,177,AUS,Australia,Energy,2004,12327.12013733,A,Actual value
32,178,AUS,Australia,Energy,2005,11499.254535995,A,Actual value
33,179,AUS,Australia,Energy,2006,11479.349212493998,A,Actual value
34,180,AUS,Australia,Energy,2007,11422.150667328999,A,Actual value
35,181,AUS,Australia,Energy,2008,11160.681715975,A,Actual value
36,182,AUS,Australia,Energy,2009,11076.166957729,A,Actual value
37,183,AUS,Australia,Energy,2010,10824.771074879,A,Actual value
38,184,AUS,Australia,Energy,2011,11070.306143828999,A,Actual value
39,185,AUS,Australia,Energy,2012,13863.88464594,A,Actual value
40,186,AUS,Australia,Energy,2013,14804.513601982,A,Actual value
41,187,AUS,Australia,Energy,2014,12572.11524169,A,Actual value
42,292,AUS,Australia,Motor vehicles and transport,1994,2488.296965259,A,Actual value
43,293,AUS,Australia,Motor vehicles and transport,1995,3595.8072223511,A,Actual value
44,294,AUS,Australia,Motor vehicles and transport,1996,3800.6862997642997,A,Actual value
45,295,AUS,Australia,Motor vehicles and transport,1997,4026.6863706749,A,Actual value
46,296,AUS,Australia,Motor vehicles and transport,1998,4302.8671341984,A,Actual value
47,297,AUS,Australia,Motor vehicles and transport,1999,4211.9164738595,A,Actual value
48,298,AUS,Australia,Motor vehicles and transport,2000,4339.2006712092,A,Actual value
49,299,AUS,Australia,Motor vehicles and transport,2001,4553.1952678323,A,Actual value
50,300,AUS,Australia,Motor vehicles and transport,2002,4824.4243890949,A,Actual value
51,301,AUS,Australia,Motor vehicles and transport,2003,5168.9599961336,A,Actual value
52,302,AUS,Australia,Motor vehicles and transport,2004,5247.4018684892,A,Actual value
53,303,AUS,Australia,Motor vehicles and transport,2005,5171.8702683688,A,Actual value
54,304,AUS,Australia,Motor vehicles and transport,2006,5223.3661560226,A,Actual value
55,305,AUS,Australia,Motor vehicles and transport,2007,5435.481874080499,A,Actual value
56,306,AUS,Australia,Motor vehicles and transport,2008,5248.0969915947,A,Actual value
57,307,AUS,Australia,Motor vehicles and transport,2009,5677.6396494644,A,Actual value
58,308,AUS,Australia,Motor vehicles and transport,2010,5695.531790120601,A,Actual value
59,309,AUS,Australia,Motor vehicles and transport,2011,5845.5232995305005,A,Actual value
60,310,AUS,Australia,Motor vehicles and transport,2012,6260.3083259849,A,Actual value
61,311,AUS,Australia,Motor vehicles and transport,2013,6465.5395347907,A,Actual value
62,312,AUS,Australia,Motor vehicles and transport,2014,6890.9974620259,A,Actual value
63,417,AUS,Australia,Other,1994,0.0,A,Actual value
64,418,AUS,Australia,Other,1995,23.842,A,Actual value
65,419,AUS,Australia,Other,1996,41.754,A,Actual value
66,420,AUS,Australia,Other,1997,85.62899999999999,A,Actual value
67,421,AUS,Australia,Other,1998,118.529,A,Actual value
68,422,AUS,Australia,Other,1999,125.33,A,Actual value
69,423,AUS,Australia,Other,2000,118.708,A,Actual value
70,424,AUS,Australia,Other,2001,115.404,A,Actual value
71,425,AUS,Australia,Other,2002,122.09,A,Actual value
72,426,AUS,Australia,Other,2003,148.657,A,Actual value
73,427,AUS,Australia,Other,2004,159.745,A,Actual value
74,428,AUS,Australia,Other,2005,166.835,A,Actual value
75,429,AUS,Australia,Other,2006,156.576,A,Actual value
76,430,AUS,Australia,Other,2007,207.44400000000002,A,Actual value
77,431,AUS,Australia,Other,2008,216.262,A,Actual value
78,432,AUS,Australia,Other,2009,247.315,A,Actual value
79,433,AUS,Australia,Other,2010,321.409,A,Actual value
80,434,AUS,Australia,Other,2011,391.875,A,Actual value
81,435,AUS,Australia,Other,2012,500.459,A,Actual value
82,436,AUS,Australia,Other,2013,517.32,A,Actual value
83,437,AUS,Australia,Other,2014,494.06699999999995,A,Actual value
84,542,AUS,Australia,Ozone-depleting substances,1994,0.0,A,Actual value
85,543,AUS,Australia,Ozone-depleting substances,1995,0.0,A,Actual value
86,544,AUS,Australia,Ozone-depleting substances,1996,0.0,A,Actual value
87,545,AUS,Australia,Ozone-depleting substances,1997,0.0,A,Actual value
88,546,AUS,Australia,Ozone-depleting substances,1998,0.52679568244349,A,Actual value
89,547,AUS,Australia,Ozone-depleting substances,1999,1.0272967009414,A,Actual value
90,548,AUS,Australia,Ozone-depleting substances,2000,0.9810537352948799,A,Actual value
91,549,AUS,Australia,Ozone-depleting substances,2001,0.0,A,Actual value
92,550,AUS,Australia,Ozone-depleting substances,2002,0.0,A,Actual value
93,551,AUS,Australia,Ozone-depleting substances,2003,1.7910464297067,A,Actual value
94,552,AUS,Australia,Ozone-depleting substances,2004,0.8634855798073501,A,Actual value
95,553,AUS,Australia,Ozone-depleting substances,2005,1.6436898993703002,A,Actual value
96,554,AUS,Australia,Ozone-depleting substances,2006,0.78287862050698,A,Actual value
97,555,AUS,Australia,Ozone-depleting substances,2007,0.74889527060906,A,Actual value
98,556,AUS,Australia,Ozone-depleting substances,2008,0.71373548097304,A,Actual value
99,557,AUS,Australia,Ozone-depleting substances,2009,0.70661352202419,A,Actual value
100,558,AUS,Australia,Ozone-depleting substances,2010,0.66544360207041,A,Actual value
101,559,AUS,Australia,Ozone-depleting substances,2011,0.65203829331071,A,Actual value
102,560,AUS,Australia,Ozone-depleting substances,2012,66.640727327328,A,Actual value
103,561,AUS,Australia,Ozone-depleting substances,2013,77.952399731933,A,Actual value
104,562,AUS,Australia,Ozone-depleting substances,2014,1.2967627892409,A,Actual value
105,669,AUS,Australia,Water and wastewater,1994,0.0,A,Actual value
106,670,AUS,Australia,Water and wastewater,1995,0.0,A,Actual value
107,671,AUS,Australia,Water and wastewater,1996,0.0,A,Actual value
108,672,AUS,Australia,Water and wastewater,1997,0.0,A,Actual value
109,673,AUS,Australia,Water and wastewater,1998,0.0,A,Actual value
110,674,AUS,Australia,Water and wastewater,1999,0.0,A,Actual value
111,675,AUS,Australia,Water and wastewater,2000,0.0,A,Actual value
112,676,AUS,Australia,Water and wastewater,2001,0.0,A,Actual value
113,677,AUS,Australia,Water and wastewater,2002,0.0,A,Actual value
114,678,AUS,Australia,Water and wastewater,2003,0.0,A,Actual value
115,679,AUS,Australia,Water and wastewater,2004,0.0,A,Actual value
116,680,AUS,Australia,Water and wastewater,2005,0.0,A,Actual value
117,681,AUS,Australia,Water and wastewater,2006,0.0,A,Actual value
118,682,AUS,Australia,Water and wastewater,2007,0.0,A,Actual value
119,683,AUS,Australia,Water and wastewater,2008,0.0,A,Actual value
120,684,AUS,Australia,Water and wastewater,2009,0.0,A,Actual value
121,685,AUS,Australia,Water and wastewater,2010,0.0,A,Actual value
122,686,AUS,Australia,Water and wastewater,2011,0.0,A,Actual value
123,687,AUS,Australia,Water and wastewater,2012,0.0,A,Actual value
124,688,AUS,Australia,Water and wastewater,2013,0.0,A,Actual value
125,689,AUS,Australia,Water and wastewater,2014,0.0,A,Actual value
126,690,AUS,Australia,Water and wastewater,2015,0.0,A,Actual value
127,794,AUS,Australia,Waste management,1994,0.0,A,Actual value
128,795,AUS,Australia,Waste management,1995,0.0,A,Actual value
129,796,AUS,Australia,Waste management,1997,44.400322281004,A,Actual value
130,797,AUS,Australia,Waste management,1998,75.858578271862,A,Actual value
131,798,AUS,Australia,Waste management,1999,86.292922879074,A,Actual value
132,799,AUS,Australia,Waste management,2000,79.465352558885,A,Actual value
133,800,AUS,Australia,Waste management,2001,74.392381837227,A,Actual value
134,801,AUS,Australia,Waste management,2002,83.243518983616,A,Actual value
135,802,AUS,Australia,Waste management,2003,109.25383221211,A,Actual value
136,803,AUS,Australia,Waste management,2004,117.43403885379999,A,Actual value
137,804,AUS,Australia,Waste management,2005,125.74227730183,A,Actual value
138,805,AUS,Australia,Waste management,2006,147.18118065531002,A,Actual value
139,806,AUS,Australia,Waste management,2007,200.70393252323,A,Actual value
140,807,AUS,Australia,Waste management,2008,209.83823140606998,A,Actual value
141,808,AUS,Australia,Waste management,2009,242.36843805430001,A,Actual value
142,809,AUS,Australia,Waste management,2010,320.74381619793996,A,Actual value
143,810,AUS,Australia,Waste management,2011,391.22297598642996,A,Actual value
144,811,AUS,Australia,Waste management,2012,433.8180680916299,A,Actual value
145,812,AUS,Australia,Waste management,2013,439.36807121635,A,Actual value
146,813,AUS,Australia,Waste management,2014,492.76985991153,A,Actual value
147,917,AUS,Australia,Mining and quarrying,1994,0.0,A,Actual value
148,918,AUS,Australia,Mining and quarrying,1995,0.0,A,Actual value
149,919,AUS,Australia,Mining and quarrying,1996,0.0,A,Actual value
150,920,AUS,Australia,Mining and quarrying,1997,0.0,A,Actual value
151,921,AUS,Australia,Mining and quarrying,1998,0.0,A,Actual value
152,922,AUS,Australia,Mining and quarrying,1999,0.0,A,Actual value
153,923,AUS,Australia,Mining and quarrying,2000,0.0,A,Actual value
154,924,AUS,Australia,Mining and quarrying,2001,0.0,A,Actual value
155,925,AUS,Australia,Mining and quarrying,2002,0.0,A,Actual value
156,926,AUS,Australia,Mining and quarrying,2003,0.0,A,Actual value
157,927,AUS,Australia,Mining and quarrying,2004,0.0,A,Actual value
158,928,AUS,Australia,Mining and quarrying,2005,0.0,A,Actual value
159,929,AUS,Australia,Mining and quarrying,2006,0.0,A,Actual value
160,930,AUS,Australia,Mining and quarrying,2007,0.0,A,Actual value
161,931,AUS,Australia,Mining and quarrying,2008,0.0,A,Actual value
162,932,AUS,Australia,Mining and quarrying,2009,0.0,A,Actual value
163,933,AUS,Australia,Mining and quarrying,2010,0.0,A,Actual value
164,934,AUS,Australia,Mining and quarrying,2011,0.0,A,Actual value
165,935,AUS,Australia,Mining and quarrying,2012,0.0,A,Actual value
166,936,AUS,Australia,Mining and quarrying,2013,0.0,A,Actual value
167,937,AUS,Australia,Mining and quarrying,2014,0.0,A,Actual value
168,938,AUS,Australia,Mining and quarrying,2015,0.0,A,Actual value
169,1044,AUS,Australia,Unallocated,1994,0.0,A,Actual value
170,1045,AUS,Australia,Unallocated,1995,23.842000871527,A,Actual value
171,1046,AUS,Australia,Unallocated,1996,41.754018504453,A,Actual value
172,1047,AUS,Australia,Unallocated,1997,41.228870689504,A,Actual value
173,1048,AUS,Australia,Unallocated,1998,42.143654595479,A,Actual value
174,1049,AUS,Australia,Unallocated,1999,38.00997793483,A,Actual value
175,1050,AUS,Australia,Unallocated,2000,38.2610956765,A,Actual value
176,1051,AUS,Australia,Unallocated,2001,41.011184858983995,A,Actual value
177,1052,AUS,Australia,Unallocated,2002,38.846975525688,A,Actual value
178,1053,AUS,Australia,Unallocated,2003,37.611975023841,A,Actual value
179,1054,AUS,Australia,Unallocated,2004,41.447307830753005,A,Actual value
180,1055,AUS,Australia,Unallocated,2005,39.448557584888,A,Actual value
181,1056,AUS,Australia,Unallocated,2006,8.611664825576801,A,Actual value
182,1057,AUS,Australia,Unallocated,2007,5.9911621648725,A,Actual value
183,1058,AUS,Australia,Unallocated,2008,5.7098838477843,A,Actual value
184,1059,AUS,Australia,Unallocated,2009,4.239681132145201,A,Actual value
185,1060,AUS,Australia,Unallocated,2010,0.0,A,Actual value
186,1061,AUS,Australia,Unallocated,2011,0.0,A,Actual value
187,1062,AUS,Australia,Unallocated,2012,0.0,A,Actual value
188,1063,AUS,Australia,Unallocated,2013,0.0,A,Actual value
189,1064,AUS,Australia,Unallocated,2014,0.0,A,Actual value
190,1169,AUT,Austria,Total,1994,5658.9159603284,A,Actual value
191,1170,AUT,Austria,Total,1995,6705.2795870157,A,Actual value
192,1171,AUT,Austria,Total,1996,6980.706938436801,A,Actual value
193,1172,AUT,Austria,Total,1997,7804.2673931031995,A,Actual value
194,1173,AUT,Austria,Total,1998,7993.351000991801,A,Actual value
195,1174,AUT,Austria,Total,1999,8262.6339555741,A,Actual value
196,1175,AUT,Austria,Total,2000,8834.952607291,A,Actual value
197,1176,AUT,Austria,Total,2001,9701.2765064123,A,Actual value
198,1177,AUT,Austria,Total,2002,10024.201730309,A,Actual value
199,1178,AUT,Austria,Total,2003,10384.775305933,A,Actual value
200,1179,AUT,Austria,Total,2004,10484.753297489,A,Actual value
201,1180,AUT,Austria,Total,2005,10341.132951681,A,Actual value
202,1181,AUT,Austria,Total,2006,10130.630471668,A,Actual value
203,1182,AUT,Austria,Total,2007,10197.285583303,A,Actual value
204,1183,AUT,Austria,Total,2008,10215.957895379,A,Actual value
205,1184,AUT,Austria,Total,2009,9873.0379456691,A,Actual value
206,1185,AUT,Austria,Total,2010,9931.5846650372,A,Actual value
207,1186,AUT,Austria,Total,2011,10509.354792156999,A,Actual value
208,1187,AUT,Austria,Total,2012,10445.351720261999,A,Actual value
209,1188,AUT,Austria,Total,2013,10354.999969157,A,Actual value
210,1189,AUT,Austria,Total,2014,10533.160469737,A,Actual value
211,1295,AUT,Austria,Energy,1994,2976.6828945753996,A,Actual value
212,1296,AUT,Austria,Energy,1995,3657.9385525342,A,Actual value
213,1297,AUT,Austria,Energy,1996,3789.1283191086,A,Actual value
214,1298,AUT,Austria,Energy,1997,4420.3316790056,A,Actual value
215,1299,AUT,Austria,Energy,1998,4296.485871414699,A,Actual value
216,1300,AUT,Austria,Energy,1999,4447.9248173221,A,Actual value
217,1301,AUT,Austria,Energy,2000,4653.3940266127,A,Actual value
218,1302,AUT,Austria,Energy,2001,5050.1224672565,A,Actual value
219,1303,AUT,Austria,Energy,2002,5221.0595048848,A,Actual value
220,1304,AUT,Austria,Energy,2003,5435.9931044634,A,Actual value
221,1305,AUT,Austria,Energy,2004,5767.5571530776,A,Actual value
222,1306,AUT,Austria,Energy,2005,5649.3042014208995,A,Actual value
223,1307,AUT,Austria,Energy,2006,5379.1139027989,A,Actual value
224,1308,AUT,Austria,Energy,2007,5549.6609723802,A,Actual value
225,1309,AUT,Austria,Energy,2008,5633.9262179614,A,Actual value
226,1310,AUT,Austria,Energy,2009,5351.6916112257,A,Actual value
227,1311,AUT,Austria,Energy,2010,5446.302082784699,A,Actual value
228,1312,AUT,Austria,Energy,2011,5840.5165859192,A,Actual value
229,1313,AUT,Austria,Energy,2012,5735.8647456377,A,Actual value
230,1314,AUT,Austria,Energy,2013,5690.294468034001,A,Actual value
231,1315,AUT,Austria,Energy,2014,5517.035083594499,A,Actual value
232,1421,AUT,Austria,Motor vehicles and transport,1994,2647.7314817112,A,Actual value
233,1422,AUT,Austria,Motor vehicles and transport,1995,3004.7701323505,A,Actual value
234,1423,AUT,Austria,Motor vehicles and transport,1996,3145.6197907203996,A,Actual value
235,1424,AUT,Austria,Motor vehicles and transport,1997,3324.0784085012,A,Actual value
236,1425,AUT,Austria,Motor vehicles and transport,1998,3621.3151895731,A,Actual value
237,1426,AUT,Austria,Motor vehicles and transport,1999,3708.6634899434002,A,Actual value
238,1427,AUT,Austria,Motor vehicles and transport,2000,4065.1002386124,A,Actual value
239,1428,AUT,Austria,Motor vehicles and transport,2001,4512.1304513598,A,Actual value
240,1429,AUT,Austria,Motor vehicles and transport,2002,4661.4677686846,A,Actual value
241,1430,AUT,Austria,Motor vehicles and transport,2003,4801.1045271083,A,Actual value
242,1431,AUT,Austria,Motor vehicles and transport,2004,4625.110119437,A,Actual value
243,1432,AUT,Austria,Motor vehicles and transport,2005,4615.164274644,A,Actual value
244,1433,AUT,Austria,Motor vehicles and transport,2006,4645.4984775736,A,Actual value
245,1434,AUT,Austria,Motor vehicles and transport,2007,4544.611725834699,A,Actual value
246,1435,AUT,Austria,Motor vehicles and transport,2008,4489.9289750071,A,Actual value
247,1436,AUT,Austria,Motor vehicles and transport,2009,4437.516967402,A,Actual value
248,1437,AUT,Austria,Motor vehicles and transport,2010,4410.6131128617,A,Actual value
249,1438,AUT,Austria,Motor vehicles and transport,2011,4593.8211039373,A,Actual value
250,1439,AUT,Austria,Motor vehicles and transport,2012,4627.7113951877,A,Actual value
251,1440,AUT,Austria,Motor vehicles and transport,2013,4583.596978949799,A,Actual value
252,1441,AUT,Austria,Motor vehicles and transport,2014,4932.3464602543,A,Actual value
253,1547,AUT,Austria,Other,1994,34.501999999999995,A,Actual value
254,1548,AUT,Austria,Other,1995,42.571000000000005,A,Actual value
255,1549,AUT,Austria,Other,1996,45.958999999999996,A,Actual value
256,1550,AUT,Austria,Other,1997,59.857,A,Actual value
257,1551,AUT,Austria,Other,1998,75.55,A,Actual value
258,1552,AUT,Austria,Other,1999,106.046,A,Actual value
259,1553,AUT,Austria,Other,2000,116.458,A,Actual value
260,1554,AUT,Austria,Other,2001,139.024,A,Actual value
261,1555,AUT,Austria,Other,2002,141.674,A,Actual value
262,1556,AUT,Austria,Other,2003,147.678,A,Actual value
263,1557,AUT,Austria,Other,2004,92.086,A,Actual value
264,1558,AUT,Austria,Other,2005,76.664,A,Actual value
265,1559,AUT,Austria,Other,2006,106.01799999999999,A,Actual value
266,1560,AUT,Austria,Other,2007,103.01299999999999,A,Actual value
267,1561,AUT,Austria,Other,2008,92.103,A,Actual value
268,1562,AUT,Austria,Other,2009,83.829,A,Actual value
269,1563,AUT,Austria,Other,2010,74.669,A,Actual value
270,1564,AUT,Austria,Other,2011,75.017,A,Actual value
271,1565,AUT,Austria,Other,2012,81.77600000000001,A,Actual value
272,1566,AUT,Austria,Other,2013,81.109,A,Actual value
273,1567,AUT,Austria,Other,2014,83.779,A,Actual value
274,1675,AUT,Austria,Ozone-depleting substances,1994,0.0,A,Actual value
275,1676,AUT,Austria,Ozone-depleting substances,1995,0.0,A,Actual value
276,1677,AUT,Austria,Ozone-depleting substances,1996,0.0,A,Actual value
277,1678,AUT,Austria,Ozone-depleting substances,1997,0.0,A,Actual value
278,1679,AUT,Austria,Ozone-depleting substances,1998,0.0,A,Actual value
279,1680,AUT,Austria,Ozone-depleting substances,1999,0.0,A,Actual value
280,1681,AUT,Austria,Ozone-depleting substances,2000,0.0,A,Actual value
281,1682,AUT,Austria,Ozone-depleting substances,2001,0.0,A,Actual value
282,1683,AUT,Austria,Ozone-depleting substances,2002,0.0,A,Actual value
283,1684,AUT,Austria,Ozone-depleting substances,2003,0.0,A,Actual value
284,1685,AUT,Austria,Ozone-depleting substances,2004,0.0,A,Actual value
285,1686,AUT,Austria,Ozone-depleting substances,2005,0.0,A,Actual value
286,1687,AUT,Austria,Ozone-depleting substances,2006,0.0,A,Actual value
287,1688,AUT,Austria,Ozone-depleting substances,2007,0.0,A,Actual value
288,1689,AUT,Austria,Ozone-depleting substances,2008,0.0,A,Actual value
289,1690,AUT,Austria,Ozone-depleting substances,2009,0.0,A,Actual value
290,1691,AUT,Austria,Ozone-depleting substances,2010,0.0,A,Actual value
291,1692,AUT,Austria,Ozone-depleting substances,2011,0.0,A,Actual value
292,1693,AUT,Austria,Ozone-depleting substances,2012,0.0,A,Actual value
293,1694,AUT,Austria,Ozone-depleting substances,2013,0.0,A,Actual value
294,1695,AUT,Austria,Ozone-depleting substances,2014,0.0,A,Actual value
295,1696,AUT,Austria,Ozone-depleting substances,2015,0.0,A,Actual value
296,1806,AUT,Austria,Water and wastewater,1994,0.0,A,Actual value
297,1807,AUT,Austria,Water and wastewater,1995,0.0,A,Actual value
298,1808,AUT,Austria,Water and wastewater,1996,0.0,A,Actual value
299,1809,AUT,Austria,Water and wastewater,1997,0.0,A,Actual value
300,1810,AUT,Austria,Water and wastewater,1998,0.0,A,Actual value
301,1811,AUT,Austria,Water and wastewater,1999,0.0,A,Actual value
302,1812,AUT,Austria,Water and wastewater,2000,0.0,A,Actual value
303,1813,AUT,Austria,Water and wastewater,2001,0.0,A,Actual value
304,1814,AUT,Austria,Water and wastewater,2002,0.0,A,Actual value
305,1815,AUT,Austria,Water and wastewater,2003,0.0,A,Actual value
306,1816,AUT,Austria,Water and wastewater,2004,0.0,A,Actual value
307,1817,AUT,Austria,Water and wastewater,2005,0.0,A,Actual value
308,1818,AUT,Austria,Water and wastewater,2006,0.0,A,Actual value
309,1819,AUT,Austria,Water and wastewater,2007,0.0,A,Actual value
310,1820,AUT,Austria,Water and wastewater,2008,0.0,A,Actual value
311,1821,AUT,Austria,Water and wastewater,2009,0.0,A,Actual value
312,1822,AUT,Austria,Water and wastewater,2010,0.0,A,Actual value
313,1823,AUT,Austria,Water and wastewater,2011,0.0,A,Actual value
314,1824,AUT,Austria,Water and wastewater,2012,0.0,A,Actual value
315,1825,AUT,Austria,Water and wastewater,2013,0.0,A,Actual value
316,1826,AUT,Austria,Water and wastewater,2014,0.0,A,Actual value
317,1827,AUT,Austria,Water and wastewater,2015,0.0,A,Actual value
318,1935,AUT,Austria,Waste management,1994,23.037023832956,A,Actual value
319,1936,AUT,Austria,Waste management,1995,30.579989467959994,A,Actual value
320,1937,AUT,Austria,Waste management,1996,30.851788742348,A,Actual value
321,1938,AUT,Austria,Waste management,1997,47.006544793879,A,Actual value
322,1939,AUT,Austria,Waste management,1998,62.499999845607995,A,Actual value
323,1940,AUT,Austria,Waste management,1999,91.564911878303,A,Actual value
324,1941,AUT,Austria,Waste management,2000,99.82115379292,A,Actual value
325,1942,AUT,Austria,Waste management,2001,123.05714423075001,A,Actual value
326,1943,AUT,Austria,Waste management,2002,127.99326184185,A,Actual value
327,1944,AUT,Austria,Waste management,2003,131.27032312003,A,Actual value
328,1945,AUT,Austria,Waste management,2004,76.066621543088,A,Actual value
329,1946,AUT,Austria,Waste management,2005,59.137310302549,A,Actual value
330,1947,AUT,Austria,Waste management,2006,91.870965175078,A,Actual value
331,1948,AUT,Austria,Waste management,2007,90.121774878059,A,Actual value
332,1949,AUT,Austria,Waste management,2008,78.77407595061999,A,Actual value
333,1950,AUT,Austria,Waste management,2009,68.820990942565,A,Actual value
334,1951,AUT,Austria,Waste management,2010,60.505666110417,A,Actual value
335,1952,AUT,Austria,Waste management,2011,61.630243050876,A,Actual value
336,1953,AUT,Austria,Waste management,2012,60.760062861488,A,Actual value
337,1954,AUT,Austria,Waste management,2013,59.931109359168,A,Actual value
338,1955,AUT,Austria,Waste management,2014,59.477012115680004,A,Actual value
339,2063,AUT,Austria,Mining and quarrying,1994,0.0,A,Actual value
340,2064,AUT,Austria,Mining and quarrying,1995,0.0,A,Actual value
341,2065,AUT,Austria,Mining and quarrying,1996,0.0,A,Actual value
342,2066,AUT,Austria,Mining and quarrying,1997,0.0,A,Actual value
343,2067,AUT,Austria,Mining and quarrying,1998,0.0,A,Actual value
344,2068,AUT,Austria,Mining and quarrying,1999,0.0,A,Actual value
345,2069,AUT,Austria,Mining and quarrying,2000,0.0,A,Actual value
346,2070,AUT,Austria,Mining and quarrying,2001,0.0,A,Actual value
347,2071,AUT,Austria,Mining and quarrying,2002,0.0,A,Actual value
348,2072,AUT,Austria,Mining and quarrying,2003,0.0,A,Actual value
349,2073,AUT,Austria,Mining and quarrying,2004,0.0,A,Actual value
350,2074,AUT,Austria,Mining and quarrying,2005,0.0,A,Actual value
351,2075,AUT,Austria,Mining and quarrying,2006,0.0,A,Actual value
352,2076,AUT,Austria,Mining and quarrying,2007,0.0,A,Actual value
353,2077,AUT,Austria,Mining and quarrying,2008,0.0,A,Actual value
354,2078,AUT,Austria,Mining and quarrying,2009,0.0,A,Actual value
355,2079,AUT,Austria,Mining and quarrying,2010,0.0,A,Actual value
356,2080,AUT,Austria,Mining and quarrying,2011,0.0,A,Actual value
357,2081,AUT,Austria,Mining and quarrying,2012,0.0,A,Actual value
358,2082,AUT,Austria,Mining and quarrying,2013,0.0,A,Actual value
359,2083,AUT,Austria,Mining and quarrying,2014,0.0,A,Actual value
360,2084,AUT,Austria,Mining and quarrying,2015,0.0,A,Actual value
361,2192,AUT,Austria,Unallocated,1994,11.464427679298,A,Actual value
362,2193,AUT,Austria,Unallocated,1995,11.990590408282001,A,Actual value
363,2194,AUT,Austria,Unallocated,1996,15.10726289036,A,Actual value
364,2195,AUT,Austria,Unallocated,1997,12.850439749464,A,Actual value
365,2196,AUT,Austria,Unallocated,1998,13.050209105174,A,Actual value
366,2197,AUT,Austria,Unallocated,1999,14.480726851571,A,Actual value
367,2198,AUT,Austria,Unallocated,2000,16.636857615866,A,Actual value
368,2199,AUT,Austria,Unallocated,2001,15.966182546373998,A,Actual value
369,2200,AUT,Austria,Unallocated,2002,13.681039011895999,A,Actual value
370,2201,AUT,Austria,Unallocated,2003,16.407095220144,A,Actual value
371,2202,AUT,Austria,Unallocated,2004,16.019423754937,A,Actual value
372,2203,AUT,Austria,Unallocated,2005,17.527311450373002,A,Actual value
373,2204,AUT,Austria,Unallocated,2006,14.147129765924001,A,Actual value
374,2205,AUT,Austria,Unallocated,2007,12.89091767481,A,Actual value
375,2206,AUT,Austria,Unallocated,2008,13.328926445181,A,Actual value
376,2207,AUT,Austria,Unallocated,2009,15.00876325899,A,Actual value
377,2208,AUT,Austria,Unallocated,2010,14.164366925029999,A,Actual value
378,2209,AUT,Austria,Unallocated,2011,13.386715667137,A,Actual value
379,2210,AUT,Austria,Unallocated,2012,21.015867983173,A,Actual value
380,2211,AUT,Austria,Unallocated,2013,21.177137789072003,A,Actual value
381,2212,AUT,Austria,Unallocated,2014,24.30167312641,A,Actual value
382,2318,BEL,Belgium,Total,1994,7466.828836490799,E; I,Estimated value; Incomplete data
383,2319,BEL,Belgium,Total,1995,7747.074023900301,E; I,Estimated value; Incomplete data
384,2320,BEL,Belgium,Total,1996,8874.1462187828,I,Incomplete data
385,2321,BEL,Belgium,Total,1997,9212.3050837842,I,Incomplete data
386,2322,BEL,Belgium,Total,1998,9112.469975408001,I,Incomplete data
387,2323,BEL,Belgium,Total,1999,9437.1186625916,E; I,Estimated value; Incomplete data
388,2324,BEL,Belgium,Total,2000,9058.1307297779,I,Incomplete data
389,2325,BEL,Belgium,Total,2001,9218.4370322267,I,Incomplete data
390,2326,BEL,Belgium,Total,2002,9177.7565781511,I,Incomplete data
391,2327,BEL,Belgium,Total,2003,9365.2416465571,I,Incomplete data
392,2328,BEL,Belgium,Total,2004,10019.580242462,I,Incomplete data
