,index,Country Code,Country,Domain,Year,"Tax revenue, millions USD 2010 PPP",Flag Codes,Flags
6812,40678,CRI,Costa Rica,Waste management,1995,0.0,A,Actual value
6813,40679,CRI,Costa Rica,Waste management,1996,0.0,A,Actual value
6814,40680,CRI,Costa Rica,Waste management,1997,0.0,A,Actual value
6815,40681,CRI,Costa Rica,Waste management,1998,0.0,A,Actual value
6816,40682,CRI,Costa Rica,Waste management,1999,0.0,A,Actual value
6817,40683,CRI,Costa Rica,Waste management,2000,0.0,A,Actual value
6818,40684,CRI,Costa Rica,Waste management,2001,0.0,A,Actual value
6819,40685,CRI,Costa Rica,Waste management,2002,0.0,A,Actual value
6820,40686,CRI,Costa Rica,Waste management,2003,0.0,A,Actual value
6821,40687,CRI,Costa Rica,Waste management,2004,0.0,A,Actual value
6822,40688,CRI,Costa Rica,Waste management,2005,0.0,A,Actual value
6823,40689,CRI,Costa Rica,Waste management,2006,0.0,A,Actual value
6824,40690,CRI,Costa Rica,Waste management,2007,0.0,A,Actual value
6825,40691,CRI,Costa Rica,Waste management,2008,0.0,A,Actual value
6826,40692,CRI,Costa Rica,Waste management,2009,0.0,A,Actual value
6827,40693,CRI,Costa Rica,Waste management,2010,0.0,A,Actual value
6828,40694,CRI,Costa Rica,Waste management,2011,0.0,A,Actual value
6829,40695,CRI,Costa Rica,Waste management,2012,0.0,A,Actual value
6830,40696,CRI,Costa Rica,Waste management,2013,0.0,A,Actual value
6831,40697,CRI,Costa Rica,Waste management,2014,0.0,A,Actual value
6832,40698,CRI,Costa Rica,Waste management,2015,0.0,A,Actual value
6833,40807,CRI,Costa Rica,Mining and quarrying,1994,0.0,A,Actual value
6834,40808,CRI,Costa Rica,Mining and quarrying,1995,0.0,A,Actual value
6835,40809,CRI,Costa Rica,Mining and quarrying,1996,0.0,A,Actual value
6836,40810,CRI,Costa Rica,Mining and quarrying,1997,0.0,A,Actual value
6837,40811,CRI,Costa Rica,Mining and quarrying,1998,0.0,A,Actual value
6838,40812,CRI,Costa Rica,Mining and quarrying,1999,0.0,A,Actual value
6839,40813,CRI,Costa Rica,Mining and quarrying,2000,0.0,A,Actual value
6840,40814,CRI,Costa Rica,Mining and quarrying,2001,0.0,A,Actual value
6841,40815,CRI,Costa Rica,Mining and quarrying,2002,0.0,A,Actual value
6842,40816,CRI,Costa Rica,Mining and quarrying,2003,0.0,A,Actual value
6843,40817,CRI,Costa Rica,Mining and quarrying,2004,0.0,A,Actual value
6844,40818,CRI,Costa Rica,Mining and quarrying,2005,0.0,A,Actual value
6845,40819,CRI,Costa Rica,Mining and quarrying,2006,0.0,A,Actual value
6846,40820,CRI,Costa Rica,Mining and quarrying,2007,0.0,A,Actual value
6847,40821,CRI,Costa Rica,Mining and quarrying,2008,0.0,A,Actual value
6848,40822,CRI,Costa Rica,Mining and quarrying,2009,0.0,A,Actual value
6849,40823,CRI,Costa Rica,Mining and quarrying,2010,0.0,A,Actual value
6850,40824,CRI,Costa Rica,Mining and quarrying,2011,0.0,A,Actual value
6851,40825,CRI,Costa Rica,Mining and quarrying,2012,0.0,A,Actual value
6852,40826,CRI,Costa Rica,Mining and quarrying,2013,0.0,A,Actual value
6853,40827,CRI,Costa Rica,Mining and quarrying,2014,0.0,A,Actual value
6854,40828,CRI,Costa Rica,Mining and quarrying,2015,0.0,A,Actual value
6855,40935,CRI,Costa Rica,Unallocated,1994,0.06264434990608,A,Actual value
6856,40936,CRI,Costa Rica,Unallocated,1995,0.01677634900819,A,Actual value
6857,40937,CRI,Costa Rica,Unallocated,1996,0.09707621784778,A,Actual value
6858,40938,CRI,Costa Rica,Unallocated,1997,0.27538467297186,A,Actual value
6859,40939,CRI,Costa Rica,Unallocated,1998,0.12246720343350001,A,Actual value
6860,40940,CRI,Costa Rica,Unallocated,1999,0.48473076786261,A,Actual value
6861,40941,CRI,Costa Rica,Unallocated,2000,0.03765340322178,A,Actual value
6862,40942,CRI,Costa Rica,Unallocated,2001,0.3995424761768,A,Actual value
6863,40943,CRI,Costa Rica,Unallocated,2002,0.03770812591591,A,Actual value
6864,40944,CRI,Costa Rica,Unallocated,2003,0.09411056333728,A,Actual value
6865,40945,CRI,Costa Rica,Unallocated,2004,0.03867486399837,A,Actual value
6866,40946,CRI,Costa Rica,Unallocated,2005,0.00048127162975,A,Actual value
6867,40947,CRI,Costa Rica,Unallocated,2006,0.00071950912491,A,Actual value
6868,40948,CRI,Costa Rica,Unallocated,2007,3.4665638310000004e-05,A,Actual value
6869,40949,CRI,Costa Rica,Unallocated,2008,0.0,A,Actual value
6870,40950,CRI,Costa Rica,Unallocated,2009,0.0,A,Actual value
6871,40951,CRI,Costa Rica,Unallocated,2010,0.0,A,Actual value
6872,40952,CRI,Costa Rica,Unallocated,2011,0.0,A,Actual value
6873,40953,CRI,Costa Rica,Unallocated,2012,0.0,A,Actual value
6874,40954,CRI,Costa Rica,Unallocated,2013,1.5748461347962999,A,Actual value
6875,40955,CRI,Costa Rica,Unallocated,2014,4.004415210435701,A,Actual value
6876,41061,CIV,Côte d'Ivoire,Total,1994,1.6701989339108998,A,Actual value
6877,41062,CIV,Côte d'Ivoire,Total,1995,2.0079605310926003,A,Actual value
6878,41063,CIV,Côte d'Ivoire,Total,1996,16.035468769477,A,Actual value
6879,41064,CIV,Côte d'Ivoire,Total,1997,17.511823317312,A,Actual value
6880,41065,CIV,Côte d'Ivoire,Total,1998,19.803473325503,A,Actual value
6881,41066,CIV,Côte d'Ivoire,Total,1999,29.543238066532002,A,Actual value
6882,41067,CIV,Côte d'Ivoire,Total,2000,28.2059100798,A,Actual value
6883,41068,CIV,Côte d'Ivoire,Total,2001,30.762126760940003,A,Actual value
6884,41069,CIV,Côte d'Ivoire,Total,2002,43.851644263096,A,Actual value
6885,41070,CIV,Côte d'Ivoire,Total,2003,30.905992238470997,A,Actual value
6886,41071,CIV,Côte d'Ivoire,Total,2004,33.543206135868004,A,Actual value
6887,41072,CIV,Côte d'Ivoire,Total,2005,32.427822999957,A,Actual value
6888,41073,CIV,Côte d'Ivoire,Total,2006,29.885228126995,A,Actual value
6889,41074,CIV,Côte d'Ivoire,Total,2007,31.826700137872,A,Actual value
6890,41075,CIV,Côte d'Ivoire,Total,2008,36.012405036641,A,Actual value
6891,41076,CIV,Côte d'Ivoire,Total,2009,44.169065220979995,A,Actual value
6892,41077,CIV,Côte d'Ivoire,Total,2010,48.300495894069,A,Actual value
6893,41078,CIV,Côte d'Ivoire,Total,2011,5.8538539262341,A,Actual value
6894,41079,CIV,Côte d'Ivoire,Total,2012,50.409504770272996,A,Actual value
6895,41080,CIV,Côte d'Ivoire,Total,2013,58.371833166666,A,Actual value
6896,41081,CIV,Côte d'Ivoire,Total,2014,63.350915627155,A,Actual value
6897,41187,CIV,Côte d'Ivoire,Energy,1994,1.6701989339108998,A,Actual value
6898,41188,CIV,Côte d'Ivoire,Energy,1995,2.0079605310926003,A,Actual value
6899,41189,CIV,Côte d'Ivoire,Energy,1996,1.5616404698441002,A,Actual value
6900,41190,CIV,Côte d'Ivoire,Energy,1997,1.6323323790513997,A,Actual value
6901,41191,CIV,Côte d'Ivoire,Energy,1998,1.6199174136443002,A,Actual value
6902,41192,CIV,Côte d'Ivoire,Energy,1999,1.6660449008011002,A,Actual value
6903,41193,CIV,Côte d'Ivoire,Energy,2000,1.8315526025843998,A,Actual value
6904,41194,CIV,Côte d'Ivoire,Energy,2001,1.3702113430126002,A,Actual value
6905,41195,CIV,Côte d'Ivoire,Energy,2002,0.9151839260339301,A,Actual value
6906,41196,CIV,Côte d'Ivoire,Energy,2003,0.7996103523825699,A,Actual value
6907,41197,CIV,Côte d'Ivoire,Energy,2004,0.8071604835666,A,Actual value
6908,41198,CIV,Côte d'Ivoire,Energy,2005,0.65240672922077,A,Actual value
6909,41199,CIV,Côte d'Ivoire,Energy,2006,0.52559317845576,A,Actual value
6910,41200,CIV,Côte d'Ivoire,Energy,2007,0.37785589767408,A,Actual value
6911,41201,CIV,Côte d'Ivoire,Energy,2008,0.4240130782837199,A,Actual value
6912,41202,CIV,Côte d'Ivoire,Energy,2009,0.41981259983171,A,Actual value
6913,41203,CIV,Côte d'Ivoire,Energy,2010,0.35428766782654,A,Actual value
6914,41204,CIV,Côte d'Ivoire,Energy,2011,0.26058150788383,A,Actual value
6915,41205,CIV,Côte d'Ivoire,Energy,2012,0.32820457999738,A,Actual value
6916,41206,CIV,Côte d'Ivoire,Energy,2013,0.32411148148403,A,Actual value
6917,41207,CIV,Côte d'Ivoire,Energy,2014,0.38012702580546,A,Actual value
6918,41313,CIV,Côte d'Ivoire,Motor vehicles and transport,1994,0.0,A,Actual value
6919,41314,CIV,Côte d'Ivoire,Motor vehicles and transport,1995,0.0,A,Actual value
6920,41315,CIV,Côte d'Ivoire,Motor vehicles and transport,1996,14.473828299633,A,Actual value
6921,41316,CIV,Côte d'Ivoire,Motor vehicles and transport,1997,15.87949093826,A,Actual value
6922,41317,CIV,Côte d'Ivoire,Motor vehicles and transport,1998,18.183556507711998,A,Actual value
6923,41318,CIV,Côte d'Ivoire,Motor vehicles and transport,1999,27.87719316573,A,Actual value
6924,41319,CIV,Côte d'Ivoire,Motor vehicles and transport,2000,26.374357477215,A,Actual value
6925,41320,CIV,Côte d'Ivoire,Motor vehicles and transport,2001,29.391915417927,A,Actual value
6926,41321,CIV,Côte d'Ivoire,Motor vehicles and transport,2002,42.936460337062,A,Actual value
6927,41322,CIV,Côte d'Ivoire,Motor vehicles and transport,2003,30.106381886088,A,Actual value
6928,41323,CIV,Côte d'Ivoire,Motor vehicles and transport,2004,32.736045652301996,A,Actual value
6929,41324,CIV,Côte d'Ivoire,Motor vehicles and transport,2005,31.775416270736,A,Actual value
6930,41325,CIV,Côte d'Ivoire,Motor vehicles and transport,2006,29.359634948539,A,Actual value
6931,41326,CIV,Côte d'Ivoire,Motor vehicles and transport,2007,31.448844240198003,A,Actual value
6932,41327,CIV,Côte d'Ivoire,Motor vehicles and transport,2008,35.588391491604,A,Actual value
6933,41328,CIV,Côte d'Ivoire,Motor vehicles and transport,2009,43.74925353326,A,Actual value
6934,41329,CIV,Côte d'Ivoire,Motor vehicles and transport,2010,47.946207360749995,A,Actual value
6935,41330,CIV,Côte d'Ivoire,Motor vehicles and transport,2011,5.5932726312417005,A,Actual value
6936,41331,CIV,Côte d'Ivoire,Motor vehicles and transport,2012,50.06563051523,A,Actual value
6937,41332,CIV,Côte d'Ivoire,Motor vehicles and transport,2013,57.327117271125005,A,Actual value
6938,41333,CIV,Côte d'Ivoire,Motor vehicles and transport,2014,62.284648939614,A,Actual value
6939,41439,CIV,Côte d'Ivoire,Other,1994,0.0,A,Actual value
6940,41440,CIV,Côte d'Ivoire,Other,1995,0.0,A,Actual value
6941,41441,CIV,Côte d'Ivoire,Other,1996,0.0,A,Actual value
6942,41442,CIV,Côte d'Ivoire,Other,1997,0.0,A,Actual value
6943,41443,CIV,Côte d'Ivoire,Other,1998,0.0,A,Actual value
6944,41444,CIV,Côte d'Ivoire,Other,1999,0.0,A,Actual value
6945,41445,CIV,Côte d'Ivoire,Other,2000,0.0,A,Actual value
6946,41446,CIV,Côte d'Ivoire,Other,2001,0.0,A,Actual value
6947,41447,CIV,Côte d'Ivoire,Other,2002,0.0,A,Actual value
6948,41448,CIV,Côte d'Ivoire,Other,2003,0.0,A,Actual value
6949,41449,CIV,Côte d'Ivoire,Other,2004,0.0,A,Actual value
6950,41450,CIV,Côte d'Ivoire,Other,2005,0.0,A,Actual value
6951,41451,CIV,Côte d'Ivoire,Other,2006,0.0,A,Actual value
6952,41452,CIV,Côte d'Ivoire,Other,2007,0.0,A,Actual value
6953,41453,CIV,Côte d'Ivoire,Other,2008,0.0,A,Actual value
6954,41454,CIV,Côte d'Ivoire,Other,2009,0.0,A,Actual value
6955,41455,CIV,Côte d'Ivoire,Other,2010,0.0,A,Actual value
6956,41456,CIV,Côte d'Ivoire,Other,2011,0.0,A,Actual value
6957,41457,CIV,Côte d'Ivoire,Other,2012,0.016,A,Actual value
6958,41458,CIV,Côte d'Ivoire,Other,2013,0.721,A,Actual value
6959,41459,CIV,Côte d'Ivoire,Other,2014,0.6859999999999999,A,Actual value
6960,41567,CIV,Côte d'Ivoire,Ozone-depleting substances,1994,0.0,A,Actual value
6961,41568,CIV,Côte d'Ivoire,Ozone-depleting substances,1995,0.0,A,Actual value
6962,41569,CIV,Côte d'Ivoire,Ozone-depleting substances,1996,0.0,A,Actual value
6963,41570,CIV,Côte d'Ivoire,Ozone-depleting substances,1997,0.0,A,Actual value
6964,41571,CIV,Côte d'Ivoire,Ozone-depleting substances,1998,0.0,A,Actual value
6965,41572,CIV,Côte d'Ivoire,Ozone-depleting substances,1999,0.0,A,Actual value
6966,41573,CIV,Côte d'Ivoire,Ozone-depleting substances,2000,0.0,A,Actual value
6967,41574,CIV,Côte d'Ivoire,Ozone-depleting substances,2001,0.0,A,Actual value
6968,41575,CIV,Côte d'Ivoire,Ozone-depleting substances,2002,0.0,A,Actual value
6969,41576,CIV,Côte d'Ivoire,Ozone-depleting substances,2003,0.0,A,Actual value
6970,41577,CIV,Côte d'Ivoire,Ozone-depleting substances,2004,0.0,A,Actual value
6971,41578,CIV,Côte d'Ivoire,Ozone-depleting substances,2005,0.0,A,Actual value
6972,41579,CIV,Côte d'Ivoire,Ozone-depleting substances,2006,0.0,A,Actual value
6973,41580,CIV,Côte d'Ivoire,Ozone-depleting substances,2007,0.0,A,Actual value
6974,41581,CIV,Côte d'Ivoire,Ozone-depleting substances,2008,0.0,A,Actual value
6975,41582,CIV,Côte d'Ivoire,Ozone-depleting substances,2009,0.0,A,Actual value
6976,41583,CIV,Côte d'Ivoire,Ozone-depleting substances,2010,0.0,A,Actual value
6977,41584,CIV,Côte d'Ivoire,Ozone-depleting substances,2011,0.0,A,Actual value
6978,41585,CIV,Côte d'Ivoire,Ozone-depleting substances,2012,0.0,A,Actual value
6979,41586,CIV,Côte d'Ivoire,Ozone-depleting substances,2013,0.0,A,Actual value
6980,41587,CIV,Côte d'Ivoire,Ozone-depleting substances,2014,0.0,A,Actual value
6981,41588,CIV,Côte d'Ivoire,Ozone-depleting substances,2015,0.0,A,Actual value
6982,41697,CIV,Côte d'Ivoire,Water and wastewater,1994,0.0,A,Actual value
6983,41698,CIV,Côte d'Ivoire,Water and wastewater,1995,0.0,A,Actual value
6984,41699,CIV,Côte d'Ivoire,Water and wastewater,1996,0.0,A,Actual value
6985,41700,CIV,Côte d'Ivoire,Water and wastewater,1997,0.0,A,Actual value
6986,41701,CIV,Côte d'Ivoire,Water and wastewater,1998,0.0,A,Actual value
6987,41702,CIV,Côte d'Ivoire,Water and wastewater,1999,0.0,A,Actual value
6988,41703,CIV,Côte d'Ivoire,Water and wastewater,2000,0.0,A,Actual value
6989,41704,CIV,Côte d'Ivoire,Water and wastewater,2001,0.0,A,Actual value
6990,41705,CIV,Côte d'Ivoire,Water and wastewater,2002,0.0,A,Actual value
6991,41706,CIV,Côte d'Ivoire,Water and wastewater,2003,0.0,A,Actual value
6992,41707,CIV,Côte d'Ivoire,Water and wastewater,2004,0.0,A,Actual value
6993,41708,CIV,Côte d'Ivoire,Water and wastewater,2005,0.0,A,Actual value
6994,41709,CIV,Côte d'Ivoire,Water and wastewater,2006,0.0,A,Actual value
6995,41710,CIV,Côte d'Ivoire,Water and wastewater,2007,0.0,A,Actual value
6996,41711,CIV,Côte d'Ivoire,Water and wastewater,2008,0.0,A,Actual value
6997,41712,CIV,Côte d'Ivoire,Water and wastewater,2009,0.0,A,Actual value
6998,41713,CIV,Côte d'Ivoire,Water and wastewater,2010,0.0,A,Actual value
6999,41714,CIV,Côte d'Ivoire,Water and wastewater,2011,0.0,A,Actual value
7000,41715,CIV,Côte d'Ivoire,Water and wastewater,2012,0.0,A,Actual value
7001,41716,CIV,Côte d'Ivoire,Water and wastewater,2013,0.0,A,Actual value
7002,41717,CIV,Côte d'Ivoire,Water and wastewater,2014,0.0,A,Actual value
7003,41718,CIV,Côte d'Ivoire,Water and wastewater,2015,0.0,A,Actual value
7004,41825,CIV,Côte d'Ivoire,Waste management,1994,0.0,A,Actual value
7005,41826,CIV,Côte d'Ivoire,Waste management,1995,0.0,A,Actual value
7006,41827,CIV,Côte d'Ivoire,Waste management,1996,0.0,A,Actual value
7007,41828,CIV,Côte d'Ivoire,Waste management,1997,0.0,A,Actual value
7008,41829,CIV,Côte d'Ivoire,Waste management,1998,0.0,A,Actual value
7009,41830,CIV,Côte d'Ivoire,Waste management,1999,0.0,A,Actual value
7010,41831,CIV,Côte d'Ivoire,Waste management,2000,0.0,A,Actual value
7011,41832,CIV,Côte d'Ivoire,Waste management,2001,0.0,A,Actual value
7012,41833,CIV,Côte d'Ivoire,Waste management,2002,0.0,A,Actual value
7013,41834,CIV,Côte d'Ivoire,Waste management,2003,0.0,A,Actual value
7014,41835,CIV,Côte d'Ivoire,Waste management,2004,0.0,A,Actual value
7015,41836,CIV,Côte d'Ivoire,Waste management,2005,0.0,A,Actual value
7016,41837,CIV,Côte d'Ivoire,Waste management,2006,0.0,A,Actual value
7017,41838,CIV,Côte d'Ivoire,Waste management,2007,0.0,A,Actual value
7018,41839,CIV,Côte d'Ivoire,Waste management,2008,0.0,A,Actual value
7019,41840,CIV,Côte d'Ivoire,Waste management,2009,0.0,A,Actual value
7020,41841,CIV,Côte d'Ivoire,Waste management,2010,0.0,A,Actual value
7021,41842,CIV,Côte d'Ivoire,Waste management,2011,0.0,A,Actual value
7022,41843,CIV,Côte d'Ivoire,Waste management,2012,0.01566805794281,A,Actual value
7023,41844,CIV,Côte d'Ivoire,Waste management,2013,0.7206051810469599,A,Actual value
7024,41845,CIV,Côte d'Ivoire,Waste management,2014,0.68614121212448,A,Actual value
7025,41953,CIV,Côte d'Ivoire,Mining and quarrying,1994,0.0,A,Actual value
7026,41954,CIV,Côte d'Ivoire,Mining and quarrying,1995,0.0,A,Actual value
7027,41955,CIV,Côte d'Ivoire,Mining and quarrying,1996,0.0,A,Actual value
7028,41956,CIV,Côte d'Ivoire,Mining and quarrying,1997,0.0,A,Actual value
7029,41957,CIV,Côte d'Ivoire,Mining and quarrying,1998,0.0,A,Actual value
7030,41958,CIV,Côte d'Ivoire,Mining and quarrying,1999,0.0,A,Actual value
7031,41959,CIV,Côte d'Ivoire,Mining and quarrying,2000,0.0,A,Actual value
7032,41960,CIV,Côte d'Ivoire,Mining and quarrying,2001,0.0,A,Actual value
7033,41961,CIV,Côte d'Ivoire,Mining and quarrying,2002,0.0,A,Actual value
7034,41962,CIV,Côte d'Ivoire,Mining and quarrying,2003,0.0,A,Actual value
7035,41963,CIV,Côte d'Ivoire,Mining and quarrying,2004,0.0,A,Actual value
7036,41964,CIV,Côte d'Ivoire,Mining and quarrying,2005,0.0,A,Actual value
7037,41965,CIV,Côte d'Ivoire,Mining and quarrying,2006,0.0,A,Actual value
7038,41966,CIV,Côte d'Ivoire,Mining and quarrying,2007,0.0,A,Actual value
7039,41967,CIV,Côte d'Ivoire,Mining and quarrying,2008,0.0,A,Actual value
7040,41968,CIV,Côte d'Ivoire,Mining and quarrying,2009,0.0,A,Actual value
7041,41969,CIV,Côte d'Ivoire,Mining and quarrying,2010,0.0,A,Actual value
7042,41970,CIV,Côte d'Ivoire,Mining and quarrying,2011,0.0,A,Actual value
7043,41971,CIV,Côte d'Ivoire,Mining and quarrying,2012,0.0,A,Actual value
7044,41972,CIV,Côte d'Ivoire,Mining and quarrying,2013,0.0,A,Actual value
7045,41973,CIV,Côte d'Ivoire,Mining and quarrying,2014,0.0,A,Actual value
7046,41974,CIV,Côte d'Ivoire,Mining and quarrying,2015,0.0,A,Actual value
7047,42083,CIV,Côte d'Ivoire,Unallocated,1994,0.0,A,Actual value
7048,42084,CIV,Côte d'Ivoire,Unallocated,1995,0.0,A,Actual value
7049,42085,CIV,Côte d'Ivoire,Unallocated,1996,0.0,A,Actual value
7050,42086,CIV,Côte d'Ivoire,Unallocated,1997,0.0,A,Actual value
7051,42087,CIV,Côte d'Ivoire,Unallocated,1998,0.0,A,Actual value
7052,42088,CIV,Côte d'Ivoire,Unallocated,1999,0.0,A,Actual value
7053,42089,CIV,Côte d'Ivoire,Unallocated,2000,0.0,A,Actual value
7054,42090,CIV,Côte d'Ivoire,Unallocated,2001,0.0,A,Actual value
7055,42091,CIV,Côte d'Ivoire,Unallocated,2002,0.0,A,Actual value
7056,42092,CIV,Côte d'Ivoire,Unallocated,2003,0.0,A,Actual value
7057,42093,CIV,Côte d'Ivoire,Unallocated,2004,0.0,A,Actual value
7058,42094,CIV,Côte d'Ivoire,Unallocated,2005,0.0,A,Actual value
7059,42095,CIV,Côte d'Ivoire,Unallocated,2006,0.0,A,Actual value
7060,42096,CIV,Côte d'Ivoire,Unallocated,2007,0.0,A,Actual value
7061,42097,CIV,Côte d'Ivoire,Unallocated,2008,0.0,A,Actual value
7062,42098,CIV,Côte d'Ivoire,Unallocated,2009,0.0,A,Actual value
7063,42099,CIV,Côte d'Ivoire,Unallocated,2010,0.0,A,Actual value
7064,42100,CIV,Côte d'Ivoire,Unallocated,2011,0.0,A,Actual value
7065,42101,CIV,Côte d'Ivoire,Unallocated,2012,0.0,A,Actual value
7066,42102,CIV,Côte d'Ivoire,Unallocated,2013,0.0,A,Actual value
7067,42103,CIV,Côte d'Ivoire,Unallocated,2014,0.0,A,Actual value
7068,42104,CIV,Côte d'Ivoire,Unallocated,2015,0.0,A,Actual value
7069,42211,DOM,Dominican Republic,Total,1994,836.8381766037401,A,Actual value
7070,42212,DOM,Dominican Republic,Total,1995,946.01399941527,A,Actual value
7071,42213,DOM,Dominican Republic,Total,1996,938.14246408063,A,Actual value
7072,42214,DOM,Dominican Republic,Total,1997,1254.2391631963999,A,Actual value
7073,42215,DOM,Dominican Republic,Total,1998,1374.1995500721,A,Actual value
7074,42216,DOM,Dominican Republic,Total,1999,951.2130346996499,A,Actual value
7075,42217,DOM,Dominican Republic,Total,2000,733.91681587512,A,Actual value
7076,42218,DOM,Dominican Republic,Total,2001,1366.3885340026,A,Actual value
7077,42219,DOM,Dominican Republic,Total,2002,1428.2837945639,A,Actual value
7078,42220,DOM,Dominican Republic,Total,2003,1238.5126099730999,A,Actual value
7079,42221,DOM,Dominican Republic,Total,2004,1175.8049495271,A,Actual value
7080,42222,DOM,Dominican Republic,Total,2005,1425.1163543392001,A,Actual value
7081,42223,DOM,Dominican Republic,Total,2006,2275.9665890985,A,Actual value
7082,42224,DOM,Dominican Republic,Total,2007,2560.0660236404997,A,Actual value
7083,42225,DOM,Dominican Republic,Total,2008,2577.8645730509,A,Actual value
7084,42226,DOM,Dominican Republic,Total,2009,2204.119348668,A,Actual value
7085,42227,DOM,Dominican Republic,Total,2010,2391.3211665228,A,Actual value
7086,42228,DOM,Dominican Republic,Total,2011,2493.8377127205,A,Actual value
7087,42229,DOM,Dominican Republic,Total,2012,2517.6159148153,A,Actual value
7088,42230,DOM,Dominican Republic,Total,2013,2450.5948593147,A,Actual value
7089,42231,DOM,Dominican Republic,Total,2014,2599.4401205722,A,Actual value
7090,42337,DOM,Dominican Republic,Energy,1994,691.2260931359401,A,Actual value
7091,42338,DOM,Dominican Republic,Energy,1995,779.48059351584,A,Actual value
7092,42339,DOM,Dominican Republic,Energy,1996,747.1250254002499,A,Actual value
7093,42340,DOM,Dominican Republic,Energy,1997,1066.2456859153,A,Actual value
7094,42341,DOM,Dominican Republic,Energy,1998,1187.0609230421,A,Actual value
7095,42342,DOM,Dominican Republic,Energy,1999,771.35096836342,A,Actual value
7096,42343,DOM,Dominican Republic,Energy,2000,546.58151873543,A,Actual value
7097,42344,DOM,Dominican Republic,Energy,2001,1242.670762014,A,Actual value
7098,42345,DOM,Dominican Republic,Energy,2002,1270.6870665028998,A,Actual value
7099,42346,DOM,Dominican Republic,Energy,2003,971.61376501666,A,Actual value
7100,42347,DOM,Dominican Republic,Energy,2004,895.94300643715,A,Actual value
7101,42348,DOM,Dominican Republic,Energy,2005,1158.1948916364,A,Actual value
7102,42349,DOM,Dominican Republic,Energy,2006,1773.4834789575,A,Actual value
7103,42350,DOM,Dominican Republic,Energy,2007,1986.2797190732,A,Actual value
7104,42351,DOM,Dominican Republic,Energy,2008,2034.5444408862,A,Actual value
7105,42352,DOM,Dominican Republic,Energy,2009,1762.5353430447,A,Actual value
7106,42353,DOM,Dominican Republic,Energy,2010,1900.3321259972,A,Actual value
7107,42354,DOM,Dominican Republic,Energy,2011,2030.3500145966,A,Actual value
7108,42355,DOM,Dominican Republic,Energy,2012,2048.3583693862,A,Actual value
7109,42356,DOM,Dominican Republic,Energy,2013,1983.1660553098002,A,Actual value
7110,42357,DOM,Dominican Republic,Energy,2014,2052.6323358275,A,Actual value
7111,42463,DOM,Dominican Republic,Motor vehicles and transport,1994,145.61208346781,A,Actual value
7112,42464,DOM,Dominican Republic,Motor vehicles and transport,1995,166.53344786690002,A,Actual value
7113,42465,DOM,Dominican Republic,Motor vehicles and transport,1996,191.01749278008,A,Actual value
7114,42466,DOM,Dominican Republic,Motor vehicles and transport,1997,187.99347728112,A,Actual value
7115,42467,DOM,Dominican Republic,Motor vehicles and transport,1998,187.13860354535,A,Actual value
7116,42468,DOM,Dominican Republic,Motor vehicles and transport,1999,179.86204364128002,A,Actual value
7117,42469,DOM,Dominican Republic,Motor vehicles and transport,2000,187.33529713968997,A,Actual value
7118,42470,DOM,Dominican Republic,Motor vehicles and transport,2001,123.71780228206998,A,Actual value
7119,42471,DOM,Dominican Republic,Motor vehicles and transport,2002,157.59669933924,A,Actual value
7120,42472,DOM,Dominican Republic,Motor vehicles and transport,2003,266.89887361365004,A,Actual value
7121,42473,DOM,Dominican Republic,Motor vehicles and transport,2004,279.86192335238,A,Actual value
7122,42474,DOM,Dominican Republic,Motor vehicles and transport,2005,266.92150114217003,A,Actual value
7123,42475,DOM,Dominican Republic,Motor vehicles and transport,2006,502.48311014102006,A,Actual value
7124,42476,DOM,Dominican Republic,Motor vehicles and transport,2007,573.78630456729,A,Actual value
7125,42477,DOM,Dominican Republic,Motor vehicles and transport,2008,543.3200735643001,A,Actual value
7126,42478,DOM,Dominican Republic,Motor vehicles and transport,2009,441.58406229235993,A,Actual value
7127,42479,DOM,Dominican Republic,Motor vehicles and transport,2010,490.98893324715993,A,Actual value
7128,42480,DOM,Dominican Republic,Motor vehicles and transport,2011,463.48759973153,A,Actual value
7129,42481,DOM,Dominican Republic,Motor vehicles and transport,2012,469.25763965230993,A,Actual value
7130,42482,DOM,Dominican Republic,Motor vehicles and transport,2013,467.42884987382,A,Actual value
7131,42483,DOM,Dominican Republic,Motor vehicles and transport,2014,546.80778474466,A,Actual value
7132,42589,DOM,Dominican Republic,Other,1994,0.0,A,Actual value
7133,42590,DOM,Dominican Republic,Other,1995,0.0,A,Actual value
7134,42591,DOM,Dominican Republic,Other,1996,0.0,A,Actual value
7135,42592,DOM,Dominican Republic,Other,1997,0.0,A,Actual value
7136,42593,DOM,Dominican Republic,Other,1998,0.0,A,Actual value
7137,42594,DOM,Dominican Republic,Other,1999,0.0,A,Actual value
7138,42595,DOM,Dominican Republic,Other,2000,0.0,A,Actual value
7139,42596,DOM,Dominican Republic,Other,2001,0.0,A,Actual value
7140,42597,DOM,Dominican Republic,Other,2002,0.0,A,Actual value
7141,42598,DOM,Dominican Republic,Other,2003,0.0,A,Actual value
7142,42599,DOM,Dominican Republic,Other,2004,0.0,A,Actual value
7143,42600,DOM,Dominican Republic,Other,2005,0.0,A,Actual value
7144,42601,DOM,Dominican Republic,Other,2006,0.0,A,Actual value
7145,42602,DOM,Dominican Republic,Other,2007,0.0,A,Actual value
7146,42603,DOM,Dominican Republic,Other,2008,0.0,A,Actual value
