True,Country,Variable,Year,Unit,Value
14658,Lithuania,Municipal waste treated,1997,Tonnes,1510.0
14659,Lithuania,Municipal waste treated,1998,Tonnes,1578.0
14660,Lithuania,Municipal waste treated,1999,Tonnes,1236.0
14661,Lithuania,Municipal waste treated,2000,Tonnes,1209.0
14662,Lithuania,Municipal waste treated,2001,Tonnes,1169.0
14663,Lithuania,Municipal waste treated,2002,Tonnes,1119.0
14664,Lithuania,Municipal waste treated,2003,Tonnes,1136.0
14665,Lithuania,Municipal waste treated,2004,Tonnes,1176.52
14666,Lithuania,Municipal waste treated,2005,Tonnes,1198.22
14667,Lithuania,Municipal waste treated,2006,Tonnes,1236.69
14668,Lithuania,Municipal waste treated,2007,Tonnes,1346.87
14669,Lithuania,Municipal waste treated,2008,Tonnes,1352.53
14670,Lithuania,Municipal waste treated,2009,Tonnes,1195.59
14671,Lithuania,Municipal waste treated,2010,Tonnes,1142.5
14672,Lithuania,Municipal waste treated,2011,Tonnes,1308.51
14673,Lithuania,Municipal waste treated,2012,Tonnes,1283.02
14674,Lithuania,Municipal waste treated,2013,Tonnes,1245.92
14675,Lithuania,Municipal waste treated,2014,Tonnes,1247.29
14676,Lithuania,Municipal waste treated,2015,Tonnes,1282.13
14677,Lithuania,Municipal waste treated,2016,Tonnes,1211.02
