,Country Code,Country,Domain,Year,% Total Tax Rev,Flag Codes,Flags
0,AUS,Australia,Total,1994,8.4378973985784,A,Actual value
1,AUS,Australia,Total,1995,9.2254186518706,A,Actual value
2,AUS,Australia,Total,1996,8.7777846958471,A,Actual value
3,AUS,Australia,Total,1997,9.7780308692506,A,Actual value
4,AUS,Australia,Total,1998,9.6882277197885,A,Actual value
5,AUS,Australia,Total,1999,9.123248603196,A,Actual value
6,AUS,Australia,Total,2000,7.914708060992,A,Actual value
7,AUS,Australia,Total,2001,8.1086412956209,A,Actual value
8,AUS,Australia,Total,2002,7.8112487684213,A,Actual value
9,AUS,Australia,Total,2003,7.5568763772929,A,Actual value
10,AUS,Australia,Total,2004,7.3565705156906,A,Actual value
11,AUS,Australia,Total,2005,6.863720573406099,A,Actual value
12,AUS,Australia,Total,2006,6.7170929507174,A,Actual value
13,AUS,Australia,Total,2007,6.521452938617601,A,Actual value
14,AUS,Australia,Total,2008,6.849613159914499,A,Actual value
15,AUS,Australia,Total,2009,7.202579277766299,A,Actual value
16,AUS,Australia,Total,2010,7.0310199409938,A,Actual value
17,AUS,Australia,Total,2011,6.7941334561929,A,Actual value
18,AUS,Australia,Total,2012,7.590486884721599,A,Actual value
19,AUS,Australia,Total,2013,7.774822348562401,A,Actual value
20,AUS,Australia,Energy,1994,6.7942752552539005,A,Actual value
21,AUS,Australia,Energy,1995,6.9872477869583,A,Actual value
22,AUS,Australia,Energy,1996,6.5431791295685,A,Actual value
23,AUS,Australia,Energy,1997,7.470548457130599,A,Actual value
24,AUS,Australia,Energy,1998,7.3888386619545,A,Actual value
25,AUS,Australia,Energy,1999,6.980721314137501,A,Actual value
26,AUS,Australia,Energy,2000,5.7977833786006,A,Actual value
27,AUS,Australia,Energy,2001,5.862867891634001,A,Actual value
28,AUS,Australia,Energy,2002,5.569041779342999,A,Actual value
29,AUS,Australia,Energy,2003,5.2531115180484,A,Actual value
30,AUS,Australia,Energy,2004,5.113565132047901,A,Actual value
31,AUS,Australia,Energy,2005,4.687484296324599,A,Actual value
32,AUS,Australia,Energy,2006,4.573611977542099,A,Actual value
33,AUS,Australia,Energy,2007,4.3649975959887,A,Actual value
34,AUS,Australia,Energy,2008,4.5982656154889,A,Actual value
35,AUS,Australia,Energy,2009,4.6924534571483,A,Actual value
36,AUS,Australia,Energy,2010,4.5190881259688,A,Actual value
37,AUS,Australia,Energy,2011,4.3456448846912,A,Actual value
38,AUS,Australia,Energy,2012,5.1023229756017,A,Actual value
39,AUS,Australia,Energy,2013,5.2829893719496,A,Actual value
40,AUS,Australia,Motor vehicles and transport,1994,1.6436221433243998,A,Actual value
41,AUS,Australia,Motor vehicles and transport,1995,2.2234284220895,A,Actual value
42,AUS,Australia,Motor vehicles and transport,1996,2.2103231430172,A,Actual value
43,AUS,Australia,Motor vehicles and transport,1997,2.2594345778316,A,Actual value
44,AUS,Australia,Motor vehicles and transport,1998,2.2377469110435,A,Actual value
45,AUS,Australia,Motor vehicles and transport,1999,2.0806162683893,A,Actual value
46,AUS,Australia,Motor vehicles and transport,2000,2.0605541087626,A,Actual value
47,AUS,Australia,Motor vehicles and transport,2001,2.190259904113,A,Actual value
48,AUS,Australia,Motor vehicles and transport,2002,2.1868645577845998,A,Actual value
49,AUS,Australia,Motor vehicles and transport,2003,2.2393618672212003,A,Actual value
50,AUS,Australia,Motor vehicles and transport,2004,2.1767396544868998,A,Actual value
51,AUS,Australia,Motor vehicles and transport,2005,2.1082288934227,A,Actual value
52,AUS,Australia,Motor vehicles and transport,2006,2.08109794136,A,Actual value
53,AUS,Australia,Motor vehicles and transport,2007,2.0771802092635,A,Actual value
54,AUS,Australia,Motor vehicles and transport,2008,2.1622464072834,A,Actual value
55,AUS,Australia,Motor vehicles and transport,2009,2.4053501453388,A,Actual value
56,AUS,Australia,Motor vehicles and transport,2010,2.3777509848262004,A,Actual value
57,AUS,Australia,Motor vehicles and transport,2011,2.2946581688807,A,Actual value
58,AUS,Australia,Motor vehicles and transport,2012,2.3039801485492,A,Actual value
59,AUS,Australia,Motor vehicles and transport,2013,2.3072272122231,A,Actual value
60,AUS,Australia,Other,1994,0.0,A,Actual value
61,AUS,Australia,Other,1995,0.014742442283879997,A,Actual value
62,AUS,Australia,Other,1996,0.02428241249989,A,Actual value
63,AUS,Australia,Other,1997,0.04804772600969,A,Actual value
64,AUS,Australia,Other,1998,0.06164213194291,A,Actual value
65,AUS,Australia,Other,1999,0.06191092310012001,A,Actual value
66,AUS,Australia,Other,2000,0.056370810127760004,A,Actual value
67,AUS,Australia,Other,2001,0.055513708309420005,A,Actual value
68,AUS,Australia,Other,2002,0.05534220713738,A,Actual value
69,AUS,Australia,Other,2003,0.06440305542015,A,Actual value
70,AUS,Australia,Other,2004,0.06626579873633999,A,Actual value
71,AUS,Australia,Other,2005,0.06800757737203,A,Actual value
72,AUS,Australia,Other,2006,0.06238314173909999,A,Actual value
73,AUS,Australia,Other,2007,0.07927513720269,A,Actual value
74,AUS,Australia,Other,2008,0.08910119864035002,A,Actual value
75,AUS,Australia,Other,2009,0.10477578851814,A,Actual value
76,AUS,Australia,Other,2010,0.13418072173832998,A,Actual value
77,AUS,Australia,Other,2011,0.1538303970155,A,Actual value
78,AUS,Australia,Other,2012,0.18418383586264997,A,Actual value
79,AUS,Australia,Other,2013,0.18460559633185997,A,Actual value
80,AUS,Australia,Ozone-depleting substances,1994,0.0,A,Actual value
81,AUS,Australia,Ozone-depleting substances,1995,0.0,A,Actual value
82,AUS,Australia,Ozone-depleting substances,1996,0.0,A,Actual value
83,AUS,Australia,Ozone-depleting substances,1997,0.0,A,Actual value
84,AUS,Australia,Ozone-depleting substances,1998,0.00027396509685,A,Actual value
85,AUS,Australia,Ozone-depleting substances,1999,0.0005074673825299999,A,Actual value
86,AUS,Australia,Ozone-depleting substances,2000,0.00046587250933,A,Actual value
87,AUS,Australia,Ozone-depleting substances,2001,0.0,A,Actual value
88,AUS,Australia,Ozone-depleting substances,2002,0.0,A,Actual value
89,AUS,Australia,Ozone-depleting substances,2003,0.0007759396629299999,A,Actual value
90,AUS,Australia,Ozone-depleting substances,2004,0.00035819313057,A,Actual value
91,AUS,Australia,Ozone-depleting substances,2005,0.00067002348432,A,Actual value
92,AUS,Australia,Ozone-depleting substances,2006,0.00031191515908,A,Actual value
93,AUS,Australia,Ozone-depleting substances,2007,0.0002861918172,A,Actual value
94,AUS,Australia,Ozone-depleting substances,2008,0.00029406315888999996,A,Actual value
95,AUS,Australia,Ozone-depleting substances,2009,0.00029935907223,A,Actual value
96,AUS,Australia,Ozone-depleting substances,2010,0.00027780710186,A,Actual value
97,AUS,Australia,Ozone-depleting substances,2011,0.00025595740869,A,Actual value
98,AUS,Australia,Ozone-depleting substances,2012,0.02452577490629,A,Actual value
99,AUS,Australia,Ozone-depleting substances,2013,0.02781730696283,A,Actual value
100,AUS,Australia,Water and wastewater,1994,0.0,A,Actual value
101,AUS,Australia,Water and wastewater,1995,0.0,A,Actual value
102,AUS,Australia,Water and wastewater,1996,0.0,A,Actual value
103,AUS,Australia,Water and wastewater,1997,0.0,A,Actual value
104,AUS,Australia,Water and wastewater,1998,0.0,A,Actual value
105,AUS,Australia,Water and wastewater,1999,0.0,A,Actual value
106,AUS,Australia,Water and wastewater,2000,0.0,A,Actual value
107,AUS,Australia,Water and wastewater,2001,0.0,A,Actual value
108,AUS,Australia,Water and wastewater,2002,0.0,A,Actual value
109,AUS,Australia,Water and wastewater,2003,0.0,A,Actual value
110,AUS,Australia,Water and wastewater,2004,0.0,A,Actual value
111,AUS,Australia,Water and wastewater,2005,0.0,A,Actual value
112,AUS,Australia,Water and wastewater,2006,0.0,A,Actual value
113,AUS,Australia,Water and wastewater,2007,0.0,A,Actual value
114,AUS,Australia,Water and wastewater,2008,0.0,A,Actual value
115,AUS,Australia,Water and wastewater,2009,0.0,A,Actual value
116,AUS,Australia,Water and wastewater,2010,0.0,A,Actual value
117,AUS,Australia,Water and wastewater,2011,0.0,A,Actual value
118,AUS,Australia,Water and wastewater,2012,0.0,A,Actual value
119,AUS,Australia,Water and wastewater,2013,0.0,A,Actual value
120,AUS,Australia,Waste management,1994,0.0,A,Actual value
121,AUS,Australia,Waste management,1995,0.0,A,Actual value
122,AUS,Australia,Waste management,1997,0.024913691853220003,A,Actual value
123,AUS,Australia,Waste management,1998,0.039450973945919995,A,Actual value
124,AUS,Australia,Waste management,1999,0.04262726013286,A,Actual value
125,AUS,Australia,Waste management,2000,0.037735673255660004,A,Actual value
126,AUS,Australia,Waste management,2001,0.035785561902139995,A,Actual value
127,AUS,Australia,Waste management,2002,0.037733475882019994,A,Actual value
128,AUS,Australia,Waste management,2003,0.04733231943883999,A,Actual value
129,AUS,Australia,Waste management,2004,0.04871426575781,A,Actual value
130,AUS,Australia,Waste management,2005,0.05125679655072,A,Actual value
131,AUS,Australia,Waste management,2006,0.05864004990643,A,Actual value
132,AUS,Australia,Waste management,2007,0.07669940701055,A,Actual value
133,AUS,Australia,Waste management,2008,0.08645456871227,A,Actual value
134,AUS,Australia,Waste management,2009,0.10268016177363999,A,Actual value
135,AUS,Australia,Waste management,2010,0.13390302309688001,A,Actual value
136,AUS,Australia,Waste management,2011,0.15357444521232003,A,Actual value
137,AUS,Australia,Waste management,2012,0.15965798566444,A,Actual value
138,AUS,Australia,Waste management,2013,0.15678845742688,A,Actual value
139,AUS,Australia,Mining and quarrying,1994,0.0,A,Actual value
140,AUS,Australia,Mining and quarrying,1995,0.0,A,Actual value
141,AUS,Australia,Mining and quarrying,1996,0.0,A,Actual value
142,AUS,Australia,Mining and quarrying,1997,0.0,A,Actual value
143,AUS,Australia,Mining and quarrying,1998,0.0,A,Actual value
144,AUS,Australia,Mining and quarrying,1999,0.0,A,Actual value
145,AUS,Australia,Mining and quarrying,2000,0.0,A,Actual value
146,AUS,Australia,Mining and quarrying,2001,0.0,A,Actual value
147,AUS,Australia,Mining and quarrying,2002,0.0,A,Actual value
148,AUS,Australia,Mining and quarrying,2003,0.0,A,Actual value
149,AUS,Australia,Mining and quarrying,2004,0.0,A,Actual value
150,AUS,Australia,Mining and quarrying,2005,0.0,A,Actual value
151,AUS,Australia,Mining and quarrying,2006,0.0,A,Actual value
152,AUS,Australia,Mining and quarrying,2007,0.0,A,Actual value
153,AUS,Australia,Mining and quarrying,2008,0.0,A,Actual value
154,AUS,Australia,Mining and quarrying,2009,0.0,A,Actual value
155,AUS,Australia,Mining and quarrying,2010,0.0,A,Actual value
156,AUS,Australia,Mining and quarrying,2011,0.0,A,Actual value
157,AUS,Australia,Mining and quarrying,2012,0.0,A,Actual value
158,AUS,Australia,Mining and quarrying,2013,0.0,A,Actual value
159,AUS,Australia,Unallocated,1994,0.0,A,Actual value
160,AUS,Australia,Unallocated,1995,0.014742442822780002,A,Actual value
161,AUS,Australia,Unallocated,1996,0.02428242326132,A,Actual value
162,AUS,Australia,Unallocated,1997,0.02313414243514,A,Actual value
163,AUS,Australia,Unallocated,1998,0.021917207747729997,A,Actual value
164,AUS,Australia,Unallocated,1999,0.018776293153759997,A,Actual value
165,AUS,Australia,Unallocated,2000,0.01816902786383,A,Actual value
166,AUS,Australia,Unallocated,2001,0.01972793797169,A,Actual value
167,AUS,Australia,Unallocated,2002,0.01760895541161,A,Actual value
168,AUS,Australia,Unallocated,2003,0.01629473292157,A,Actual value
169,AUS,Australia,Unallocated,2004,0.01719327026746,A,Actual value
170,AUS,Australia,Unallocated,2005,0.01608056362376,A,Actual value
171,AUS,Australia,Unallocated,2006,0.0034310667498400004,A,Actual value
172,AUS,Australia,Unallocated,2007,0.00228953453763,A,Actual value
173,AUS,Australia,Unallocated,2008,0.00235250527108,A,Actual value
174,AUS,Australia,Unallocated,2009,0.00179615443336,A,Actual value
175,AUS,Australia,Unallocated,2010,0.0,A,Actual value
176,AUS,Australia,Unallocated,2011,0.0,A,Actual value
177,AUS,Australia,Unallocated,2012,0.0,A,Actual value
178,AUS,Australia,Unallocated,2013,0.0,A,Actual value
179,AUT,Austria,Total,1994,5.3823961739341,A,Actual value
180,AUT,Austria,Total,1995,6.2815742666374,A,Actual value
181,AUT,Austria,Total,1996,6.179902069059299,A,Actual value
182,AUT,Austria,Total,1997,6.634318081782499,A,Actual value
183,AUT,Austria,Total,1998,6.5589741858338,A,Actual value
184,AUT,Austria,Total,1999,6.6008376516477,A,Actual value
185,AUT,Austria,Total,2000,6.9526738406218,A,Actual value
186,AUT,Austria,Total,2001,7.2555201602784,A,Actual value
187,AUT,Austria,Total,2002,7.5844018777471,A,Actual value
188,AUT,Austria,Total,2003,7.830928024706299,A,Actual value
189,AUT,Austria,Total,2004,7.7917355663203,A,Actual value
190,AUT,Austria,Total,2005,7.6891642908667,A,Actual value
191,AUT,Austria,Total,2006,7.3903573546798,A,Actual value
192,AUT,Austria,Total,2007,7.1485109792458,A,Actual value
193,AUT,Austria,Total,2008,6.9058859028178,A,Actual value
194,AUT,Austria,Total,2009,7.011352781693799,A,Actual value
195,AUT,Austria,Total,2010,6.9420850440739,A,Actual value
196,AUT,Austria,Total,2011,7.1122767507124,A,Actual value
197,AUT,Austria,Total,2012,6.907537129544901,A,Actual value
198,AUT,Austria,Total,2013,6.7009929764363,A,Actual value
199,AUT,Austria,Total,2014,6.7221432152573,A,Actual value
200,AUT,Austria,Energy,1994,2.8312289376793998,A,Actual value
201,AUT,Austria,Energy,1995,3.4267941228035004,A,Actual value
202,AUT,Austria,Energy,1996,3.354451367992,A,Actual value
203,AUT,Austria,Energy,1997,3.7576731944652004,A,Actual value
204,AUT,Austria,Energy,1998,3.5254976188225,A,Actual value
205,AUT,Austria,Energy,1999,3.5533499080001003,A,Actual value
206,AUT,Austria,Energy,2000,3.6619925829864,A,Actual value
207,AUT,Austria,Energy,2001,3.7769529967356004,A,Actual value
208,AUT,Austria,Energy,2002,3.9503009394701,A,Actual value
209,AUT,Austria,Energy,2003,4.0991614637567,A,Actual value
210,AUT,Austria,Energy,2004,4.2861552318245,A,Actual value
211,AUT,Austria,Energy,2005,4.2005482703661,A,Actual value
212,AUT,Austria,Energy,2006,3.9240967385385,A,Actual value
213,AUT,Austria,Energy,2007,3.890428689877,A,Actual value
214,AUT,Austria,Energy,2008,3.8084780736749,A,Actual value
215,AUT,Austria,Energy,2009,3.8005118659140003,A,Actual value
216,AUT,Austria,Energy,2010,3.8069143555216,A,Actual value
217,AUT,Austria,Energy,2011,3.9526089990972,A,Actual value
218,AUT,Austria,Energy,2012,3.7931416539747,A,Actual value
219,AUT,Austria,Energy,2013,3.6823392928753003,A,Actual value
220,AUT,Austria,Energy,2014,3.5209090435938997,A,Actual value
221,AUT,Austria,Motor vehicles and transport,1994,2.5183515529607,A,Actual value
222,AUT,Austria,Motor vehicles and transport,1995,2.8148992887759,A,Actual value
223,AUT,Austria,Motor vehicles and transport,1996,2.7847641255515,A,Actual value
224,AUT,Austria,Motor vehicles and transport,1997,2.8257608792685,A,Actual value
225,AUT,Austria,Motor vehicles and transport,1998,2.9714837799855,A,Actual value
226,AUT,Austria,Motor vehicles and transport,1999,2.9627701932983,A,Actual value
227,AUT,Austria,Motor vehicles and transport,2000,3.1990342613927996,A,Actual value
228,AUT,Austria,Motor vehicles and transport,2001,3.3745923471007995,A,Actual value
229,AUT,Austria,Motor vehicles and transport,2002,3.5269087603227,A,Actual value
230,AUT,Austria,Motor vehicles and transport,2003,3.6204061121474,A,Actual value
231,AUT,Austria,Motor vehicles and transport,2004,3.4371466827357002,A,Actual value
232,AUT,Austria,Motor vehicles and transport,2005,3.4316120393084,A,Actual value
233,AUT,Austria,Motor vehicles and transport,2006,3.3889197652511003,A,Actual value
234,AUT,Austria,Motor vehicles and transport,2007,3.1858680972643,A,Actual value
235,AUT,Austria,Motor vehicles and transport,2008,3.0351473186063997,A,Actual value
236,AUT,Austria,Motor vehicles and transport,2009,3.1513093643943,A,Actual value
237,AUT,Austria,Motor vehicles and transport,2010,3.0829774259271003,A,Actual value
238,AUT,Austria,Motor vehicles and transport,2011,3.1088994215753,A,Actual value
239,AUT,Austria,Motor vehicles and transport,2012,3.0603170810487,A,Actual value
240,AUT,Austria,Motor vehicles and transport,2013,2.966166224456,A,Actual value
241,AUT,Austria,Motor vehicles and transport,2014,3.1477674140025003,A,Actual value
242,AUT,Austria,Other,1994,0.032816078926590005,A,Actual value
243,AUT,Austria,Other,1995,0.03988094674275,A,Actual value
244,AUT,Austria,Other,1996,0.0406867272465,A,Actual value
245,AUT,Austria,Other,1997,0.05088374826472,A,Actual value
246,AUT,Austria,Other,1998,0.06199283625582,A,Actual value
247,AUT,Austria,Other,1999,0.08471783130782001,A,Actual value
248,AUT,Austria,Other,2000,0.09164672705350999,A,Actual value
249,AUT,Austria,Other,2001,0.10397512472671,A,Actual value
250,AUT,Austria,Other,2002,0.10719183238093,A,Actual value
251,AUT,Austria,Other,2003,0.11136069435916,A,Actual value
252,AUT,Austria,Other,2004,0.06843363320069999,A,Actual value
253,AUT,Austria,Other,2005,0.05700362754733,A,Actual value
254,AUT,Austria,Other,2006,0.07734078428975,A,Actual value
255,AUT,Austria,Other,2007,0.07221427266005,A,Actual value
256,AUT,Austria,Other,2008,0.06226071170427999,A,Actual value
257,AUT,Austria,Other,2009,0.05953129073047,A,Actual value
258,AUT,Austria,Other,2010,0.052192934525419996,A,Actual value
259,AUT,Austria,Other,2011,0.050768260807640006,A,Actual value
260,AUT,Austria,Other,2012,0.05407867264153,A,Actual value
261,AUT,Austria,Other,2013,0.05248776831914,A,Actual value
262,AUT,Austria,Other,2014,0.053466804958410004,A,Actual value
263,AUT,Austria,Ozone-depleting substances,1994,0.0,A,Actual value
264,AUT,Austria,Ozone-depleting substances,1995,0.0,A,Actual value
265,AUT,Austria,Ozone-depleting substances,1996,0.0,A,Actual value
266,AUT,Austria,Ozone-depleting substances,1997,0.0,A,Actual value
267,AUT,Austria,Ozone-depleting substances,1998,0.0,A,Actual value
268,AUT,Austria,Ozone-depleting substances,1999,0.0,A,Actual value
269,AUT,Austria,Ozone-depleting substances,2000,0.0,A,Actual value
270,AUT,Austria,Ozone-depleting substances,2001,0.0,A,Actual value
271,AUT,Austria,Ozone-depleting substances,2002,0.0,A,Actual value
272,AUT,Austria,Ozone-depleting substances,2003,0.0,A,Actual value
273,AUT,Austria,Ozone-depleting substances,2004,0.0,A,Actual value
274,AUT,Austria,Ozone-depleting substances,2005,0.0,A,Actual value
275,AUT,Austria,Ozone-depleting substances,2006,0.0,A,Actual value
276,AUT,Austria,Ozone-depleting substances,2007,0.0,A,Actual value
277,AUT,Austria,Ozone-depleting substances,2008,0.0,A,Actual value
278,AUT,Austria,Ozone-depleting substances,2009,0.0,A,Actual value
279,AUT,Austria,Ozone-depleting substances,2010,0.0,A,Actual value
280,AUT,Austria,Ozone-depleting substances,2011,0.0,A,Actual value
281,AUT,Austria,Ozone-depleting substances,2012,0.0,A,Actual value
282,AUT,Austria,Ozone-depleting substances,2013,0.0,A,Actual value
283,AUT,Austria,Ozone-depleting substances,2014,0.0,A,Actual value
284,AUT,Austria,Water and wastewater,1994,0.0,A,Actual value
285,AUT,Austria,Water and wastewater,1995,0.0,A,Actual value
286,AUT,Austria,Water and wastewater,1996,0.0,A,Actual value
287,AUT,Austria,Water and wastewater,1997,0.0,A,Actual value
288,AUT,Austria,Water and wastewater,1998,0.0,A,Actual value
289,AUT,Austria,Water and wastewater,1999,0.0,A,Actual value
290,AUT,Austria,Water and wastewater,2000,0.0,A,Actual value
291,AUT,Austria,Water and wastewater,2001,0.0,A,Actual value
292,AUT,Austria,Water and wastewater,2002,0.0,A,Actual value
293,AUT,Austria,Water and wastewater,2003,0.0,A,Actual value
294,AUT,Austria,Water and wastewater,2004,0.0,A,Actual value
295,AUT,Austria,Water and wastewater,2005,0.0,A,Actual value
296,AUT,Austria,Water and wastewater,2006,0.0,A,Actual value
297,AUT,Austria,Water and wastewater,2007,0.0,A,Actual value
298,AUT,Austria,Water and wastewater,2008,0.0,A,Actual value
299,AUT,Austria,Water and wastewater,2009,0.0,A,Actual value
300,AUT,Austria,Water and wastewater,2010,0.0,A,Actual value
301,AUT,Austria,Water and wastewater,2011,0.0,A,Actual value
302,AUT,Austria,Water and wastewater,2012,0.0,A,Actual value
303,AUT,Austria,Water and wastewater,2013,0.0,A,Actual value
304,AUT,Austria,Water and wastewater,2014,0.0,A,Actual value
305,AUT,Austria,Waste management,1994,0.021911332454240002,A,Actual value
306,AUT,Austria,Waste management,1995,0.028647645847299997,A,Actual value
307,AUT,Austria,Waste management,1996,0.0273125680199,A,Actual value
308,AUT,Austria,Waste management,1997,0.03995972387668,A,Actual value
309,AUT,Austria,Waste management,1998,0.051284609615050006,A,Actual value
310,AUT,Austria,Waste management,1999,0.07314920655397,A,Actual value
311,AUT,Austria,Waste management,2000,0.07855434608036001,A,Actual value
312,AUT,Austria,Waste management,2001,0.09203361951825001,A,Actual value
313,AUT,Austria,Waste management,2002,0.09684086190296,A,Actual value
314,AUT,Austria,Waste management,2003,0.09898803025094001,A,Actual value
315,AUT,Austria,Waste management,2004,0.0565288456171,A,Actual value
316,AUT,Austria,Waste management,2005,0.04397163219552,A,Actual value
317,AUT,Austria,Waste management,2006,0.06702043521003,A,Actual value
318,AUT,Austria,Waste management,2007,0.06317725358597,A,Actual value
319,AUT,Austria,Waste management,2008,0.05325049165101,A,Actual value
320,AUT,Austria,Waste management,2009,0.04887333047228,A,Actual value
321,AUT,Austria,Waste management,2010,0.042292896244999996,A,Actual value
322,AUT,Austria,Waste management,2011,0.04170868273651,A,Actual value
323,AUT,Austria,Waste management,2012,0.04018078102579,A,Actual value
324,AUT,Austria,Waste management,2013,0.03878299797991001,A,Actual value
325,AUT,Austria,Waste management,2014,0.03795755268382,A,Actual value
326,AUT,Austria,Mining and quarrying,1994,0.0,A,Actual value
327,AUT,Austria,Mining and quarrying,1995,0.0,A,Actual value
328,AUT,Austria,Mining and quarrying,1996,0.0,A,Actual value
329,AUT,Austria,Mining and quarrying,1997,0.0,A,Actual value
330,AUT,Austria,Mining and quarrying,1998,0.0,A,Actual value
331,AUT,Austria,Mining and quarrying,1999,0.0,A,Actual value
332,AUT,Austria,Mining and quarrying,2000,0.0,A,Actual value
333,AUT,Austria,Mining and quarrying,2001,0.0,A,Actual value
334,AUT,Austria,Mining and quarrying,2002,0.0,A,Actual value
335,AUT,Austria,Mining and quarrying,2003,0.0,A,Actual value
336,AUT,Austria,Mining and quarrying,2004,0.0,A,Actual value
337,AUT,Austria,Mining and quarrying,2005,0.0,A,Actual value
338,AUT,Austria,Mining and quarrying,2006,0.0,A,Actual value
339,AUT,Austria,Mining and quarrying,2007,0.0,A,Actual value
340,AUT,Austria,Mining and quarrying,2008,0.0,A,Actual value
341,AUT,Austria,Mining and quarrying,2009,0.0,A,Actual value
342,AUT,Austria,Mining and quarrying,2010,0.0,A,Actual value
343,AUT,Austria,Mining and quarrying,2011,0.0,A,Actual value
344,AUT,Austria,Mining and quarrying,2012,0.0,A,Actual value
345,AUT,Austria,Mining and quarrying,2013,0.0,A,Actual value
346,AUT,Austria,Mining and quarrying,2014,0.0,A,Actual value
347,AUT,Austria,Unallocated,1994,0.010904224786159999,A,Actual value
348,AUT,Austria,Unallocated,1995,0.01123290731923,A,Actual value
349,AUT,Austria,Unallocated,1996,0.01337420493616,A,Actual value
350,AUT,Austria,Unallocated,1997,0.01092401124852,A,Actual value
351,AUT,Austria,Unallocated,1998,0.010708398096110001,A,Actual value
352,AUT,Austria,Unallocated,1999,0.011568336143049997,A,Actual value
353,AUT,Austria,Unallocated,2000,0.013092389951309999,A,Actual value
354,AUT,Austria,Unallocated,2001,0.01194100170955,A,Actual value
355,AUT,Austria,Unallocated,2002,0.01035119810664,A,Actual value
356,AUT,Austria,Unallocated,2003,0.01237222549149,A,Actual value
357,AUT,Austria,Unallocated,2004,0.011904821246790001,A,Actual value
358,AUT,Austria,Unallocated,2005,0.01303245765709,A,Actual value
359,AUT,Austria,Unallocated,2006,0.010320418339770002,A,Actual value
360,AUT,Austria,Unallocated,2007,0.009036803547190001,A,Actual value
361,AUT,Austria,Unallocated,2008,0.00901022167281,A,Actual value
362,AUT,Austria,Unallocated,2009,0.01065849585556,A,Actual value
363,AUT,Austria,Unallocated,2010,0.00990076036256,A,Actual value
364,AUT,Austria,Unallocated,2011,0.009059550133260002,A,Actual value
365,AUT,Austria,Unallocated,2012,0.013897845883140001,A,Actual value
366,AUT,Austria,Unallocated,2013,0.013704283149040002,A,Actual value
367,AUT,Austria,Unallocated,2014,0.015509051399670001,A,Actual value
368,BEL,Belgium,Total,1994,5.6600824757999,E; I,Estimated value; Incomplete data
369,BEL,Belgium,Total,1995,5.7564201599030005,E; I,Estimated value; Incomplete data
370,BEL,Belgium,Total,1996,6.428967559667,I,Incomplete data
371,BEL,Belgium,Total,1997,6.371275328516999,I,Incomplete data
372,BEL,Belgium,Total,1998,6.0908223756735005,I,Incomplete data
373,BEL,Belgium,Total,1999,6.1176691742828,E; I,Estimated value; Incomplete data
374,BEL,Belgium,Total,2000,5.7123596305248,I,Incomplete data
375,BEL,Belgium,Total,2001,5.7760900933858,I,Incomplete data
376,BEL,Belgium,Total,2002,5.629534221011999,I,Incomplete data
377,BEL,Belgium,Total,2003,5.766454956274201,I,Incomplete data
378,BEL,Belgium,Total,2004,5.941963882834799,I,Incomplete data
379,BEL,Belgium,Total,2005,5.9606539000042,B,Break
380,BEL,Belgium,Total,2006,5.392980310511299,A,Actual value
381,BEL,Belgium,Total,2007,5.2773405522258,I,Incomplete data
382,BEL,Belgium,Total,2008,5.020817127995099,B; I,Break; Incomplete data
383,BEL,Belgium,Total,2009,5.2663295096249,E; I,Estimated value; Incomplete data
384,BEL,Belgium,Total,2010,5.2742500459205,E; I,Estimated value; Incomplete data
385,BEL,Belgium,Total,2011,5.3136063966254,E; I,Estimated value; Incomplete data
386,BEL,Belgium,Total,2012,4.9413225269962995,E; I,Estimated value; Incomplete data
387,BEL,Belgium,Total,2013,4.5340267038538,E; B; I,Estimated value; Break; Incomplete data
388,BEL,Belgium,Total,2014,4.5120064879763,E; B; I,Estimated value; Break; Incomplete data
389,BEL,Belgium,Energy,1994,3.5939749057648,I,Incomplete data
390,BEL,Belgium,Energy,1995,3.5082475761703997,I,Incomplete data
391,BEL,Belgium,Energy,1996,3.6250726116462,I,Incomplete data
392,BEL,Belgium,Energy,1997,3.5623797541572007,I,Incomplete data
393,BEL,Belgium,Energy,1998,3.4703350283408,I,Incomplete data
394,BEL,Belgium,Energy,1999,3.3637948593265,I,Incomplete data
395,BEL,Belgium,Energy,2000,3.2202785017331,I,Incomplete data
396,BEL,Belgium,Energy,2001,3.1502004518614,I,Incomplete data
397,BEL,Belgium,Energy,2002,3.0595657245147003,I,Incomplete data
398,BEL,Belgium,Energy,2003,3.1978779997829996,I,Incomplete data
399,BEL,Belgium,Energy,2004,3.3419761520308,I,Incomplete data
400,BEL,Belgium,Energy,2005,3.3366659004903,B,Break
401,BEL,Belgium,Energy,2006,3.0261871130949998,A,Actual value
402,BEL,Belgium,Energy,2007,3.0077003652491,A,Actual value
403,BEL,Belgium,Energy,2008,2.9086212206812996,A,Actual value
404,BEL,Belgium,Energy,2009,3.0420040712562995,A,Actual value
405,BEL,Belgium,Energy,2010,3.1411546213332002,A,Actual value
406,BEL,Belgium,Energy,2011,3.1402010165207006,A,Actual value
407,BEL,Belgium,Energy,2012,2.9291888219998996,A,Actual value
408,BEL,Belgium,Energy,2013,2.6524823677794998,E,Estimated value
409,BEL,Belgium,Energy,2014,2.6885999229907998,E,Estimated value
410,BEL,Belgium,Motor vehicles and transport,1994,1.7050467314135,A,Actual value
