,COU,Country,Variable,Year,Value
1292,USA,United States,Market EPS,2006,1.2666666507721
1293,USA,United States,Market EPS,2007,1.1833332777023
1294,USA,United States,Market EPS,2008,1.4500000476837
1295,USA,United States,Market EPS,2009,1.3666666746138998
1296,USA,United States,Market EPS,2010,1.3666666746138998
1297,USA,United States,Market EPS,2011,1.4500000476837
1298,USA,United States,Market EPS,2012,1.5833333730698
1299,USA,United States,Market EPS,2013,1.5833333730698
1300,USA,United States,Market EPS,2014,1.4166666269302
1301,USA,United States,Market EPS,2015,1.6333333253861002
1302,SVK,Slovak Republic,Trading Schemes Green Certificates,1990,0.0
1303,SVK,Slovak Republic,Trading Schemes Green Certificates,1991,0.0
1304,SVK,Slovak Republic,Trading Schemes Green Certificates,1992,0.0
1305,SVK,Slovak Republic,Trading Schemes Green Certificates,1993,0.0
1306,SVK,Slovak Republic,Trading Schemes Green Certificates,1994,0.0
1307,SVK,Slovak Republic,Trading Schemes Green Certificates,1995,0.0
1308,SVK,Slovak Republic,Trading Schemes Green Certificates,1996,0.0
1309,SVK,Slovak Republic,Trading Schemes Green Certificates,1997,0.0
1310,SVK,Slovak Republic,Trading Schemes Green Certificates,1998,0.0
1311,SVK,Slovak Republic,Trading Schemes Green Certificates,1999,0.0
1312,SVK,Slovak Republic,Trading Schemes Green Certificates,2000,0.0
1313,SVK,Slovak Republic,Trading Schemes Green Certificates,2001,0.0
1314,SVK,Slovak Republic,Trading Schemes Green Certificates,2002,0.0
1315,SVK,Slovak Republic,Trading Schemes Green Certificates,2003,0.0
1316,SVK,Slovak Republic,Trading Schemes Green Certificates,2004,0.0
1317,SVK,Slovak Republic,Trading Schemes Green Certificates,2005,0.0
1318,SVK,Slovak Republic,Trading Schemes Green Certificates,2006,0.0
1319,SVK,Slovak Republic,Trading Schemes Green Certificates,2007,0.0
1320,SVK,Slovak Republic,Trading Schemes Green Certificates,2008,0.0
1321,SVK,Slovak Republic,Trading Schemes Green Certificates,2009,0.0
1322,SVK,Slovak Republic,Trading Schemes Green Certificates,2010,0.0
1323,SVK,Slovak Republic,Trading Schemes Green Certificates,2011,0.0
1324,SVK,Slovak Republic,Trading Schemes Green Certificates,2012,0.0
1325,AUT,Austria,Renewable energy public RD&D budget,1990,1.0
1326,AUT,Austria,Renewable energy public RD&D budget,1991,2.0
1327,AUT,Austria,Renewable energy public RD&D budget,1992,2.0
1328,AUT,Austria,Renewable energy public RD&D budget,1993,2.0
1329,AUT,Austria,Renewable energy public RD&D budget,1994,2.0
1330,AUT,Austria,Renewable energy public RD&D budget,1995,2.0
1331,AUT,Austria,Renewable energy public RD&D budget,1996,2.0
1332,AUT,Austria,Renewable energy public RD&D budget,1997,2.0
1333,AUT,Austria,Renewable energy public RD&D budget,1998,2.0
1334,AUT,Austria,Renewable energy public RD&D budget,1999,2.0
1335,AUT,Austria,Renewable energy public RD&D budget,2000,2.0
1336,AUT,Austria,Renewable energy public RD&D budget,2001,2.0
1337,AUT,Austria,Renewable energy public RD&D budget,2002,2.0
1338,AUT,Austria,Renewable energy public RD&D budget,2003,2.0
1339,AUT,Austria,Renewable energy public RD&D budget,2004,2.0
1340,AUT,Austria,Renewable energy public RD&D budget,2005,2.0
1341,AUT,Austria,Renewable energy public RD&D budget,2006,2.0
1342,AUT,Austria,Renewable energy public RD&D budget,2007,2.0
1343,AUT,Austria,Renewable energy public RD&D budget,2008,4.0
1344,AUT,Austria,Renewable energy public RD&D budget,2009,5.0
1345,AUT,Austria,Renewable energy public RD&D budget,2010,5.0
1346,AUT,Austria,Renewable energy public RD&D budget,2011,4.0
1347,AUT,Austria,Renewable energy public RD&D budget,2012,4.0
1348,HUN,Hungary,Emission limit values SOx,1990,0.0
1349,HUN,Hungary,Emission limit values SOx,1991,0.0
1350,HUN,Hungary,Emission limit values SOx,1992,0.0
1351,HUN,Hungary,Emission limit values SOx,1993,0.0
1352,HUN,Hungary,Emission limit values SOx,1994,0.0
1353,HUN,Hungary,Emission limit values SOx,1995,0.0
1354,HUN,Hungary,Emission limit values SOx,1996,0.0
1355,HUN,Hungary,Emission limit values SOx,1997,0.0
1356,HUN,Hungary,Emission limit values SOx,1998,0.0
1357,HUN,Hungary,Emission limit values SOx,1999,0.0
1358,HUN,Hungary,Emission limit values SOx,2000,1.0
1359,HUN,Hungary,Emission limit values SOx,2001,1.0
1360,HUN,Hungary,Emission limit values SOx,2002,1.0
1361,HUN,Hungary,Emission limit values SOx,2003,5.0
1362,HUN,Hungary,Emission limit values SOx,2004,5.0
1363,HUN,Hungary,Emission limit values SOx,2005,5.0
1364,HUN,Hungary,Emission limit values SOx,2006,5.0
1365,HUN,Hungary,Emission limit values SOx,2007,5.0
1366,HUN,Hungary,Emission limit values SOx,2008,5.0
1367,HUN,Hungary,Emission limit values SOx,2009,5.0
1368,HUN,Hungary,Emission limit values SOx,2010,5.0
1369,HUN,Hungary,Emission limit values SOx,2011,5.0
1370,HUN,Hungary,Emission limit values SOx,2012,5.0
1371,GRC,Greece,Tax CO2,1990,0.0
1372,GRC,Greece,Tax CO2,1991,0.0
1373,GRC,Greece,Tax CO2,1992,0.0
1374,GRC,Greece,Tax CO2,1993,0.0
1375,GRC,Greece,Tax CO2,1994,0.0
1376,GRC,Greece,Tax CO2,1995,0.0
1377,GRC,Greece,Tax CO2,1996,0.0
1378,GRC,Greece,Tax CO2,1997,0.0
1379,GRC,Greece,Tax CO2,1998,0.0
1380,GRC,Greece,Tax CO2,1999,0.0
1381,GRC,Greece,Tax CO2,2000,0.0
1382,GRC,Greece,Tax CO2,2001,0.0
1383,GRC,Greece,Tax CO2,2002,0.0
1384,GRC,Greece,Tax CO2,2003,0.0
1385,GRC,Greece,Tax CO2,2004,0.0
1386,GRC,Greece,Tax CO2,2005,0.0
1387,GRC,Greece,Tax CO2,2006,0.0
1388,GRC,Greece,Tax CO2,2007,0.0
1389,GRC,Greece,Tax CO2,2008,0.0
1390,GRC,Greece,Tax CO2,2009,0.0
1391,GRC,Greece,Tax CO2,2010,0.0
1392,GRC,Greece,Tax CO2,2011,0.0
1393,GRC,Greece,Tax CO2,2012,0.0
1394,CHE,Switzerland,Tax CO2,1990,0.0
1395,CHE,Switzerland,Tax CO2,1991,0.0
1396,CHE,Switzerland,Tax CO2,1992,0.0
1397,CHE,Switzerland,Tax CO2,1993,0.0
1398,CHE,Switzerland,Tax CO2,1994,0.0
1399,CHE,Switzerland,Tax CO2,1995,0.0
1400,CHE,Switzerland,Tax CO2,1996,0.0
1401,CHE,Switzerland,Tax CO2,1997,0.0
1402,CHE,Switzerland,Tax CO2,1998,0.0
1403,CHE,Switzerland,Tax CO2,1999,0.0
1404,CHE,Switzerland,Tax CO2,2000,0.0
1405,CHE,Switzerland,Tax CO2,2001,0.0
1406,CHE,Switzerland,Tax CO2,2002,0.0
1407,CHE,Switzerland,Tax CO2,2003,0.0
1408,CHE,Switzerland,Tax CO2,2004,0.0
1409,CHE,Switzerland,Tax CO2,2005,0.0
1410,CHE,Switzerland,Tax CO2,2006,0.0
1411,CHE,Switzerland,Tax CO2,2007,0.0
1412,CHE,Switzerland,Tax CO2,2008,0.0
1413,CHE,Switzerland,Tax CO2,2009,6.0
1414,CHE,Switzerland,Tax CO2,2010,6.0
1415,CHE,Switzerland,Tax CO2,2011,6.0
1416,CHE,Switzerland,Tax CO2,2012,6.0
1417,JPN,Japan,Emission limit values NOx,1990,1.0
1418,JPN,Japan,Emission limit values NOx,1991,1.0
1419,JPN,Japan,Emission limit values NOx,1992,1.0
1420,JPN,Japan,Emission limit values NOx,1993,1.0
1421,JPN,Japan,Emission limit values NOx,1994,1.0
1422,JPN,Japan,Emission limit values NOx,1995,1.0
1423,JPN,Japan,Emission limit values NOx,1996,1.0
1424,JPN,Japan,Emission limit values NOx,1997,1.0
1425,JPN,Japan,Emission limit values NOx,1998,1.0
1426,JPN,Japan,Emission limit values NOx,1999,2.0
1427,JPN,Japan,Emission limit values NOx,2000,2.0
1428,JPN,Japan,Emission limit values NOx,2001,2.0
1429,JPN,Japan,Emission limit values NOx,2002,2.0
1430,JPN,Japan,Emission limit values NOx,2003,2.0
1431,JPN,Japan,Emission limit values NOx,2004,2.0
1432,JPN,Japan,Emission limit values NOx,2005,2.0
1433,JPN,Japan,Emission limit values NOx,2006,2.0
1434,JPN,Japan,Emission limit values NOx,2007,2.0
1435,JPN,Japan,Emission limit values NOx,2008,2.0
1436,JPN,Japan,Emission limit values NOx,2009,2.0
1437,JPN,Japan,Emission limit values NOx,2010,2.0
1438,JPN,Japan,Emission limit values NOx,2011,2.0
1439,JPN,Japan,Emission limit values NOx,2012,2.0
1440,JPN,Japan,Emission limit values NOx,2013,2.0
1441,JPN,Japan,Emission limit values NOx,2014,2.0
1442,JPN,Japan,Emission limit values NOx,2015,2.0
1443,HUN,Hungary,Trading Schemes,1990,0.0
1444,HUN,Hungary,Trading Schemes,1991,0.0
1445,HUN,Hungary,Trading Schemes,1992,0.0
1446,HUN,Hungary,Trading Schemes,1993,0.0
1447,HUN,Hungary,Trading Schemes,1994,0.0
1448,HUN,Hungary,Trading Schemes,1995,0.0
1449,HUN,Hungary,Trading Schemes,1996,0.0
1450,HUN,Hungary,Trading Schemes,1997,0.0
1451,HUN,Hungary,Trading Schemes,1998,0.0
1452,HUN,Hungary,Trading Schemes,1999,0.0
1453,HUN,Hungary,Trading Schemes,2000,0.0
1454,HUN,Hungary,Trading Schemes,2001,0.0
1455,HUN,Hungary,Trading Schemes,2002,0.0
1456,HUN,Hungary,Trading Schemes,2003,0.0
1457,HUN,Hungary,Trading Schemes,2004,0.0
1458,HUN,Hungary,Trading Schemes,2005,2.4000000953674
1459,HUN,Hungary,Trading Schemes,2006,2.4000000953674
1460,HUN,Hungary,Trading Schemes,2007,0.40000000596046
1461,HUN,Hungary,Trading Schemes,2008,1.2000000476837
1462,HUN,Hungary,Trading Schemes,2009,1.2000000476837
1463,HUN,Hungary,Trading Schemes,2010,1.6000000238418999
1464,HUN,Hungary,Trading Schemes,2011,1.6000000238418999
1465,HUN,Hungary,Trading Schemes,2012,0.80000001192093
1466,AUS,Australia,Feed-in Tariffs Solar,1990,0.0
1467,AUS,Australia,Feed-in Tariffs Solar,1991,0.0
1468,AUS,Australia,Feed-in Tariffs Solar,1992,0.0
1469,AUS,Australia,Feed-in Tariffs Solar,1993,0.0
1470,AUS,Australia,Feed-in Tariffs Solar,1994,0.0
1471,AUS,Australia,Feed-in Tariffs Solar,1995,0.0
1472,AUS,Australia,Feed-in Tariffs Solar,1996,0.0
1473,AUS,Australia,Feed-in Tariffs Solar,1997,0.0
1474,AUS,Australia,Feed-in Tariffs Solar,1998,0.0
1475,AUS,Australia,Feed-in Tariffs Solar,1999,0.0
1476,AUS,Australia,Feed-in Tariffs Solar,2000,0.0
1477,AUS,Australia,Feed-in Tariffs Solar,2001,0.0
1478,AUS,Australia,Feed-in Tariffs Solar,2002,0.0
1479,AUS,Australia,Feed-in Tariffs Solar,2003,0.0
1480,AUS,Australia,Feed-in Tariffs Solar,2004,0.0
1481,AUS,Australia,Feed-in Tariffs Solar,2005,0.0
1482,AUS,Australia,Feed-in Tariffs Solar,2006,0.0
1483,AUS,Australia,Feed-in Tariffs Solar,2007,0.0
1484,AUS,Australia,Feed-in Tariffs Solar,2008,3.0
1485,AUS,Australia,Feed-in Tariffs Solar,2009,4.0
1486,AUS,Australia,Feed-in Tariffs Solar,2010,4.0
1487,AUS,Australia,Feed-in Tariffs Solar,2011,5.0
1488,AUS,Australia,Feed-in Tariffs Solar,2012,4.0
1489,AUS,Australia,Feed-in Tariffs Solar,2013,4.0
1490,AUS,Australia,Feed-in Tariffs Solar,2014,4.0
1491,AUS,Australia,Feed-in Tariffs Solar,2015,4.0
1492,ESP,Spain,Emission limit values SOx,1990,1.0
1493,ESP,Spain,Emission limit values SOx,1991,1.0
1494,ESP,Spain,Emission limit values SOx,1992,1.0
1495,ESP,Spain,Emission limit values SOx,1993,1.0
1496,ESP,Spain,Emission limit values SOx,1994,1.0
1497,ESP,Spain,Emission limit values SOx,1995,1.0
1498,ESP,Spain,Emission limit values SOx,1996,1.0
1499,ESP,Spain,Emission limit values SOx,1997,1.0
1500,ESP,Spain,Emission limit values SOx,1998,1.0
1501,ESP,Spain,Emission limit values SOx,1999,1.0
1502,ESP,Spain,Emission limit values SOx,2000,1.0
1503,ESP,Spain,Emission limit values SOx,2001,1.0
1504,ESP,Spain,Emission limit values SOx,2002,1.0
1505,ESP,Spain,Emission limit values SOx,2003,1.0
1506,ESP,Spain,Emission limit values SOx,2004,5.0
1507,ESP,Spain,Emission limit values SOx,2005,5.0
1508,ESP,Spain,Emission limit values SOx,2006,5.0
1509,ESP,Spain,Emission limit values SOx,2007,5.0
1510,ESP,Spain,Emission limit values SOx,2008,5.0
1511,ESP,Spain,Emission limit values SOx,2009,5.0
1512,ESP,Spain,Emission limit values SOx,2010,5.0
1513,ESP,Spain,Emission limit values SOx,2011,5.0
1514,ESP,Spain,Emission limit values SOx,2012,5.0
1515,FRA,France,Sulphur content limit for diesel,1990,1.0
1516,FRA,France,Sulphur content limit for diesel,1991,1.0
1517,FRA,France,Sulphur content limit for diesel,1992,1.0
1518,FRA,France,Sulphur content limit for diesel,1993,2.0
1519,FRA,France,Sulphur content limit for diesel,1994,2.0
1520,FRA,France,Sulphur content limit for diesel,1995,2.0
1521,FRA,France,Sulphur content limit for diesel,1996,2.0
1522,FRA,France,Sulphur content limit for diesel,1997,2.0
1523,FRA,France,Sulphur content limit for diesel,1998,2.0
1524,FRA,France,Sulphur content limit for diesel,1999,2.0
1525,FRA,France,Sulphur content limit for diesel,2000,4.0
1526,FRA,France,Sulphur content limit for diesel,2001,4.0
1527,FRA,France,Sulphur content limit for diesel,2002,4.0
1528,FRA,France,Sulphur content limit for diesel,2003,4.0
1529,FRA,France,Sulphur content limit for diesel,2004,4.0
1530,FRA,France,Sulphur content limit for diesel,2005,5.0
1531,FRA,France,Sulphur content limit for diesel,2006,5.0
1532,FRA,France,Sulphur content limit for diesel,2007,5.0
1533,FRA,France,Sulphur content limit for diesel,2008,5.0
1534,FRA,France,Sulphur content limit for diesel,2009,6.0
1535,FRA,France,Sulphur content limit for diesel,2010,6.0
1536,FRA,France,Sulphur content limit for diesel,2011,6.0
1537,FRA,France,Sulphur content limit for diesel,2012,6.0
1538,FRA,France,Sulphur content limit for diesel,2013,6.0
1539,FRA,France,Sulphur content limit for diesel,2014,6.0
1540,FRA,France,Sulphur content limit for diesel,2015,6.0
1541,AUS,Australia,Non-market EPS,1990,0.5
1542,AUS,Australia,Non-market EPS,1991,0.5
1543,AUS,Australia,Non-market EPS,1992,0.5
1544,AUS,Australia,Non-market EPS,1993,1.0
1545,AUS,Australia,Non-market EPS,1994,0.5
1546,AUS,Australia,Non-market EPS,1995,0.5
1547,AUS,Australia,Non-market EPS,1996,0.5
1548,AUS,Australia,Non-market EPS,1997,0.5
1549,AUS,Australia,Non-market EPS,1998,0.875
1550,AUS,Australia,Non-market EPS,1999,1.375
1551,AUS,Australia,Non-market EPS,2000,1.375
1552,AUS,Australia,Non-market EPS,2001,1.375
1553,AUS,Australia,Non-market EPS,2002,1.625
1554,AUS,Australia,Non-market EPS,2003,1.625
1555,AUS,Australia,Non-market EPS,2004,1.625
1556,AUS,Australia,Non-market EPS,2005,2.375
1557,AUS,Australia,Non-market EPS,2006,3.25
1558,AUS,Australia,Non-market EPS,2007,3.25
1559,AUS,Australia,Non-market EPS,2008,3.25
1560,AUS,Australia,Non-market EPS,2009,3.875
1561,AUS,Australia,Non-market EPS,2010,3.375
1562,AUS,Australia,Non-market EPS,2011,4.875
1563,AUS,Australia,Non-market EPS,2012,4.875
1564,AUS,Australia,Non-market EPS,2013,5.375
1565,AUS,Australia,Non-market EPS,2014,3.375
1566,AUS,Australia,Non-market EPS,2015,4.375
1567,SVK,Slovak Republic,Tax NOx,1990,0.0
1568,SVK,Slovak Republic,Tax NOx,1991,0.0
1569,SVK,Slovak Republic,Tax NOx,1992,1.0
1570,SVK,Slovak Republic,Tax NOx,1993,1.0
1571,SVK,Slovak Republic,Tax NOx,1994,1.0
1572,SVK,Slovak Republic,Tax NOx,1995,1.0
1573,SVK,Slovak Republic,Tax NOx,1996,1.0
1574,SVK,Slovak Republic,Tax NOx,1997,1.0
1575,SVK,Slovak Republic,Tax NOx,1998,1.0
1576,SVK,Slovak Republic,Tax NOx,1999,1.0
1577,SVK,Slovak Republic,Tax NOx,2000,1.0
1578,SVK,Slovak Republic,Tax NOx,2001,3.0
1579,SVK,Slovak Republic,Tax NOx,2002,3.0
1580,SVK,Slovak Republic,Tax NOx,2003,3.0
1581,SVK,Slovak Republic,Tax NOx,2004,3.0
1582,SVK,Slovak Republic,Tax NOx,2005,3.0
1583,SVK,Slovak Republic,Tax NOx,2006,3.0
1584,SVK,Slovak Republic,Tax NOx,2007,2.0
1585,SVK,Slovak Republic,Tax NOx,2008,2.0
1586,SVK,Slovak Republic,Tax NOx,2009,2.0
1587,SVK,Slovak Republic,Tax NOx,2010,2.0
1588,SVK,Slovak Republic,Tax NOx,2011,2.0
1589,SVK,Slovak Republic,Tax NOx,2012,2.0
1590,TUR,Turkey,Standards,1990,0.0
1591,TUR,Turkey,Standards,1991,0.0
1592,TUR,Turkey,Standards,1992,0.0
1593,TUR,Turkey,Standards,1993,0.0
1594,TUR,Turkey,Standards,1994,0.0
1595,TUR,Turkey,Standards,1995,0.0
1596,TUR,Turkey,Standards,1996,0.0
1597,TUR,Turkey,Standards,1997,0.0
1598,TUR,Turkey,Standards,1998,0.0
1599,TUR,Turkey,Standards,1999,0.0
1600,TUR,Turkey,Standards,2000,0.75
1601,TUR,Turkey,Standards,2001,0.75
1602,TUR,Turkey,Standards,2002,0.75
1603,TUR,Turkey,Standards,2003,0.75
1604,TUR,Turkey,Standards,2004,1.5
1605,TUR,Turkey,Standards,2005,1.5
1606,TUR,Turkey,Standards,2006,1.5
1607,TUR,Turkey,Standards,2007,1.5
1608,TUR,Turkey,Standards,2008,2.0
1609,TUR,Turkey,Standards,2009,2.0
1610,TUR,Turkey,Standards,2010,4.25
1611,TUR,Turkey,Standards,2011,4.5
1612,TUR,Turkey,Standards,2012,4.5
1613,TUR,Turkey,Standards,2013,4.5
1614,TUR,Turkey,Standards,2014,4.5
1615,TUR,Turkey,Standards,2015,4.5
1616,CAN,Canada,Feed-in Tariffs,1990,0.0
1617,CAN,Canada,Feed-in Tariffs,1991,0.0
1618,CAN,Canada,Feed-in Tariffs,1992,0.0
1619,CAN,Canada,Feed-in Tariffs,1993,0.0
1620,CAN,Canada,Feed-in Tariffs,1994,0.0
1621,CAN,Canada,Feed-in Tariffs,1995,0.0
1622,CAN,Canada,Feed-in Tariffs,1996,0.0
1623,CAN,Canada,Feed-in Tariffs,1997,0.0
1624,CAN,Canada,Feed-in Tariffs,1998,0.0
1625,CAN,Canada,Feed-in Tariffs,1999,0.0
1626,CAN,Canada,Feed-in Tariffs,2000,0.0
1627,CAN,Canada,Feed-in Tariffs,2001,0.0
1628,CAN,Canada,Feed-in Tariffs,2002,0.0
1629,CAN,Canada,Feed-in Tariffs,2003,0.0
1630,CAN,Canada,Feed-in Tariffs,2004,0.0
1631,CAN,Canada,Feed-in Tariffs,2005,0.0
1632,CAN,Canada,Feed-in Tariffs,2006,3.0
1633,CAN,Canada,Feed-in Tariffs,2007,6.0
1634,CAN,Canada,Feed-in Tariffs,2008,6.0
1635,CAN,Canada,Feed-in Tariffs,2009,6.0
1636,CAN,Canada,Feed-in Tariffs,2010,6.0
1637,CAN,Canada,Feed-in Tariffs,2011,6.0
1638,CAN,Canada,Feed-in Tariffs,2012,6.0
1639,CAN,Canada,Feed-in Tariffs,2013,5.5
1640,CAN,Canada,Feed-in Tariffs,2014,5.0
1641,CAN,Canada,Feed-in Tariffs,2015,5.0
1642,POL,Poland,Tax SOx,1990,1.0
1643,POL,Poland,Tax SOx,1991,1.0
1644,POL,Poland,Tax SOx,1992,1.0
1645,POL,Poland,Tax SOx,1993,1.0
1646,POL,Poland,Tax SOx,1994,1.0
1647,POL,Poland,Tax SOx,1995,1.0
1648,POL,Poland,Tax SOx,1996,1.0
1649,POL,Poland,Tax SOx,1997,1.0
1650,POL,Poland,Tax SOx,1998,1.0
1651,POL,Poland,Tax SOx,1999,1.0
1652,POL,Poland,Tax SOx,2000,1.0
1653,POL,Poland,Tax SOx,2001,3.0
1654,POL,Poland,Tax SOx,2002,3.0
1655,POL,Poland,Tax SOx,2003,3.0
1656,POL,Poland,Tax SOx,2004,4.0
1657,POL,Poland,Tax SOx,2005,3.0
1658,POL,Poland,Tax SOx,2006,3.0
1659,POL,Poland,Tax SOx,2007,4.0
1660,POL,Poland,Tax SOx,2008,3.0
1661,POL,Poland,Tax SOx,2009,3.0
1662,POL,Poland,Tax SOx,2010,3.0
1663,POL,Poland,Tax SOx,2011,3.0
1664,POL,Poland,Tax SOx,2012,3.0
1665,NOR,Norway,Trading Schemes White Certificates,1990,0.0
1666,NOR,Norway,Trading Schemes White Certificates,1991,0.0
1667,NOR,Norway,Trading Schemes White Certificates,1992,0.0
1668,NOR,Norway,Trading Schemes White Certificates,1993,0.0
1669,NOR,Norway,Trading Schemes White Certificates,1994,0.0
1670,NOR,Norway,Trading Schemes White Certificates,1995,0.0
1671,NOR,Norway,Trading Schemes White Certificates,1996,0.0
1672,NOR,Norway,Trading Schemes White Certificates,1997,0.0
1673,NOR,Norway,Trading Schemes White Certificates,1998,0.0
1674,NOR,Norway,Trading Schemes White Certificates,1999,0.0
1675,NOR,Norway,Trading Schemes White Certificates,2000,0.0
1676,NOR,Norway,Trading Schemes White Certificates,2001,0.0
1677,NOR,Norway,Trading Schemes White Certificates,2002,0.0
1678,NOR,Norway,Trading Schemes White Certificates,2003,0.0
1679,NOR,Norway,Trading Schemes White Certificates,2004,0.0
1680,NOR,Norway,Trading Schemes White Certificates,2005,0.0
1681,NOR,Norway,Trading Schemes White Certificates,2006,0.0
1682,NOR,Norway,Trading Schemes White Certificates,2007,0.0
1683,NOR,Norway,Trading Schemes White Certificates,2008,0.0
1684,NOR,Norway,Trading Schemes White Certificates,2009,0.0
1685,NOR,Norway,Trading Schemes White Certificates,2010,0.0
1686,NOR,Norway,Trading Schemes White Certificates,2011,0.0
1687,NOR,Norway,Trading Schemes White Certificates,2012,0.0
1688,DNK,Denmark,Market EPS,1990,0.16666667163372
1689,DNK,Denmark,Market EPS,1991,0.16666667163372
1690,DNK,Denmark,Market EPS,1992,1.25
1691,DNK,Denmark,Market EPS,1993,1.3333333730698
1692,DNK,Denmark,Market EPS,1994,1.3333333730698
1693,DNK,Denmark,Market EPS,1995,1.3333333730698
1694,DNK,Denmark,Market EPS,1996,1.3333333730698
1695,DNK,Denmark,Market EPS,1997,1.3333333730698
1696,DNK,Denmark,Market EPS,1998,2.0
1697,DNK,Denmark,Market EPS,1999,2.1666667461395
1698,DNK,Denmark,Market EPS,2000,2.3333332538605
1699,DNK,Denmark,Market EPS,2001,2.5999999046326
1700,DNK,Denmark,Market EPS,2002,2.3499999046326
1701,DNK,Denmark,Market EPS,2003,1.1833333969116
1702,DNK,Denmark,Market EPS,2004,1.1833333969116
1703,DNK,Denmark,Market EPS,2005,1.6333333253861002
1704,DNK,Denmark,Market EPS,2006,1.6999999284744
1705,DNK,Denmark,Market EPS,2007,1.0333333015442
1706,DNK,Denmark,Market EPS,2008,1.2999999523163
1707,DNK,Denmark,Market EPS,2009,2.9000000953674
1708,DNK,Denmark,Market EPS,2010,2.7999999523162997
1709,DNK,Denmark,Market EPS,2011,2.7166666984558
1710,DNK,Denmark,Market EPS,2012,2.4500000476837003
1711,CZE,Czech Republic,Feed-in Tariffs Wind,1990,0.0
1712,CZE,Czech Republic,Feed-in Tariffs Wind,1991,0.0
1713,CZE,Czech Republic,Feed-in Tariffs Wind,1992,0.0
1714,CZE,Czech Republic,Feed-in Tariffs Wind,1993,0.0
1715,CZE,Czech Republic,Feed-in Tariffs Wind,1994,0.0
1716,CZE,Czech Republic,Feed-in Tariffs Wind,1995,0.0
1717,CZE,Czech Republic,Feed-in Tariffs Wind,1996,0.0
1718,CZE,Czech Republic,Feed-in Tariffs Wind,1997,0.0
1719,CZE,Czech Republic,Feed-in Tariffs Wind,1998,0.0
1720,CZE,Czech Republic,Feed-in Tariffs Wind,1999,0.0
1721,CZE,Czech Republic,Feed-in Tariffs Wind,2000,0.0
1722,CZE,Czech Republic,Feed-in Tariffs Wind,2001,0.0
1723,CZE,Czech Republic,Feed-in Tariffs Wind,2002,0.0
1724,CZE,Czech Republic,Feed-in Tariffs Wind,2003,0.0
1725,CZE,Czech Republic,Feed-in Tariffs Wind,2004,0.0
1726,CZE,Czech Republic,Feed-in Tariffs Wind,2005,0.0
1727,CZE,Czech Republic,Feed-in Tariffs Wind,2006,4.0
1728,CZE,Czech Republic,Feed-in Tariffs Wind,2007,4.0
1729,CZE,Czech Republic,Feed-in Tariffs Wind,2008,3.0
1730,CZE,Czech Republic,Feed-in Tariffs Wind,2009,3.0
1731,CZE,Czech Republic,Feed-in Tariffs Wind,2010,3.0
1732,CZE,Czech Republic,Feed-in Tariffs Wind,2011,2.0
1733,CZE,Czech Republic,Feed-in Tariffs Wind,2012,3.0
1734,ITA,Italy,Standards,1990,1.0
1735,ITA,Italy,Standards,1991,1.0
1736,ITA,Italy,Standards,1992,1.0
1737,ITA,Italy,Standards,1993,1.25
1738,ITA,Italy,Standards,1994,1.25
1739,ITA,Italy,Standards,1995,1.25
1740,ITA,Italy,Standards,1996,1.25
1741,ITA,Italy,Standards,1997,1.25
1742,ITA,Italy,Standards,1998,1.25
1743,ITA,Italy,Standards,1999,1.25
1744,ITA,Italy,Standards,2000,1.75
1745,ITA,Italy,Standards,2001,1.75
1746,ITA,Italy,Standards,2002,1.75
1747,ITA,Italy,Standards,2003,1.75
1748,ITA,Italy,Standards,2004,1.75
1749,ITA,Italy,Standards,2005,2.0
1750,ITA,Italy,Standards,2006,4.25
1751,ITA,Italy,Standards,2007,4.25
1752,ITA,Italy,Standards,2008,4.25
1753,ITA,Italy,Standards,2009,4.5
1754,ITA,Italy,Standards,2010,4.5
1755,ITA,Italy,Standards,2011,4.5
1756,ITA,Italy,Standards,2012,4.5
1757,ITA,Italy,Standards,2013,6.0
1758,ITA,Italy,Standards,2014,6.0
1759,ITA,Italy,Standards,2015,6.0
1760,GBR,United Kingdom,Tax CO2,1990,0.0
1761,GBR,United Kingdom,Tax CO2,1991,0.0
1762,GBR,United Kingdom,Tax CO2,1992,0.0
1763,GBR,United Kingdom,Tax CO2,1993,0.0
1764,GBR,United Kingdom,Tax CO2,1994,0.0
1765,GBR,United Kingdom,Tax CO2,1995,0.0
1766,GBR,United Kingdom,Tax CO2,1996,0.0
1767,GBR,United Kingdom,Tax CO2,1997,0.0
1768,GBR,United Kingdom,Tax CO2,1998,0.0
1769,GBR,United Kingdom,Tax CO2,1999,0.0
1770,GBR,United Kingdom,Tax CO2,2000,0.0
1771,GBR,United Kingdom,Tax CO2,2001,0.0
1772,GBR,United Kingdom,Tax CO2,2002,0.0
1773,GBR,United Kingdom,Tax CO2,2003,0.0
1774,GBR,United Kingdom,Tax CO2,2004,0.0
1775,GBR,United Kingdom,Tax CO2,2005,0.0
1776,GBR,United Kingdom,Tax CO2,2006,0.0
1777,GBR,United Kingdom,Tax CO2,2007,0.0
1778,GBR,United Kingdom,Tax CO2,2008,0.0
1779,GBR,United Kingdom,Tax CO2,2009,0.0
1780,GBR,United Kingdom,Tax CO2,2010,0.0
1781,GBR,United Kingdom,Tax CO2,2011,0.0
1782,GBR,United Kingdom,Tax CO2,2012,0.0
1783,GBR,United Kingdom,Tax CO2,2013,0.0
