"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","1990","1990","PC","Percentage","0","Units",,,3.114999,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","1995","1995","PC","Percentage","0","Units",,,1.194281,"B","Break"
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2000","2000","PC","Percentage","0","Units",,,2.950041,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2001","2001","PC","Percentage","0","Units",,,2.938141,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2002","2002","PC","Percentage","0","Units",,,2.903972,"B","Break"
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2003","2003","PC","Percentage","0","Units",,,3.4847,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2004","2004","PC","Percentage","0","Units",,,3.456343,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2005","2005","PC","Percentage","0","Units",,,1.82475,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2006","2006","PC","Percentage","0","Units",,,2.5329,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2007","2007","PC","Percentage","0","Units",,,3.053582,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2008","2008","PC","Percentage","0","Units",,,2.976315,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2009","2009","PC","Percentage","0","Units",,,4.206886,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2010","2010","PC","Percentage","0","Units",,,3.937808,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2011","2011","PC","Percentage","0","Units",,,3.543404,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2012","2012","PC","Percentage","0","Units",,,4.034122,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2013","2013","PC","Percentage","0","Units",,,3.814739,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2014","2014","PC","Percentage","0","Units",,,3.793853,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2015","2015","PC","Percentage","0","Units",,,3.481483,,
"AUS","Australia","ENVRD_GBAORD","Environmentally related government R&D budget, % total government R&D","2016","2016","PC","Percentage","0","Units",,,3.568152,"E; n","Estimated value; National estimate"
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","1990","1990","PC","Percentage","0","Units",,,0.03751707,,
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","2000","2000","PC","Percentage","0","Units",,,0.03479314,,
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","2002","2002","PC","Percentage","0","Units",,,0.0439222,,
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","2004","2004","PC","Percentage","0","Units",,,0.1173389,,
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","2006","2006","PC","Percentage","0","Units",,,0.113609,,
"AUS","Australia","ENVRD_GDP","Environmentally related R&D expenditure, % GDP","2008","2008","PC","Percentage","0","Units",,,0.1121787,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","1995","1995","PC","Percentage","0","Units",,,4.600964,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2001","2001","PC","Percentage","0","Units",,,9.947913,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2003","2003","PC","Percentage","0","Units",,,10.60436,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2004","2004","PC","Percentage","0","Units",,,12.39666,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2005","2005","PC","Percentage","0","Units",,,12.42392,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2006","2006","PC","Percentage","0","Units",,,14.63074,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2007","2007","PC","Percentage","0","Units",,,15.95225,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2008","2008","PC","Percentage","0","Units",,,13.79224,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2009","2009","PC","Percentage","0","Units",,,19.26889,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2010","2010","PC","Percentage","0","Units",,,20.23633,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2011","2011","PC","Percentage","0","Units",,,33.6438,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2012","2012","PC","Percentage","0","Units",,,33.39679,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2013","2013","PC","Percentage","0","Units",,,53.92583,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2014","2014","PC","Percentage","0","Units",,,30.39552,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2015","2015","PC","Percentage","0","Units",,,54.05536,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2016","2016","PC","Percentage","0","Units",,,33.10415,,
"AUS","Australia","RERD_ERD","Renewable energy public RD&D budget, % total energy public RD&D","2017","2017","PC","Percentage","0","Units",,,33.98769,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","1995","1995","PC","Percentage","0","Units",,,0.02203947,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2001","2001","PC","Percentage","0","Units",,,0.02062623,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2003","2003","PC","Percentage","0","Units",,,0.01763861,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2004","2004","PC","Percentage","0","Units",,,0.03405713,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2005","2005","PC","Percentage","0","Units",,,0.02341413,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2006","2006","PC","Percentage","0","Units",,,0.02456464,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2007","2007","PC","Percentage","0","Units",,,0.02624328,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2008","2008","PC","Percentage","0","Units",,,0.02655173,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2009","2009","PC","Percentage","0","Units",,,0.03539615,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2010","2010","PC","Percentage","0","Units",,,0.03427666,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2011","2011","PC","Percentage","0","Units",,,0.03949519,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2012","2012","PC","Percentage","0","Units",,,0.05024233,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2013","2013","PC","Percentage","0","Units",,,0.06021065,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2014","2014","PC","Percentage","0","Units",,,0.01917339,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2015","2015","PC","Percentage","0","Units",,,0.01688186,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2016","2016","PC","Percentage","0","Units",,,0.009672804,,
"AUS","Australia","ERD_GDP","Energy public RD&D budget, % GDP","2017","2017","PC","Percentage","0","Units",,,0.01129564,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,9.55,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,10.66,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,7.99,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2001","2001","PC","Percentage","0","Units",,,8.28,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2002","2002","PC","Percentage","0","Units",,,7.98,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2003","2003","PC","Percentage","0","Units",,,8.81,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2004","2004","PC","Percentage","0","Units",,,11.06,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,9.57,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2006","2006","PC","Percentage","0","Units",,,9.64,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2007","2007","PC","Percentage","0","Units",,,10.08,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2008","2008","PC","Percentage","0","Units",,,11.63,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2009","2009","PC","Percentage","0","Units",,,12.61,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,13.49,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,12.67,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,10.9,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,9.62,,
"AUS","Australia","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,9.09,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","1990","1990","PC","Percentage","0","Units",,,1.02,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","1995","1995","PC","Percentage","0","Units",,,1.27,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2000","2000","PC","Percentage","0","Units",,,1.13,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2001","2001","PC","Percentage","0","Units",,,1.13,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2002","2002","PC","Percentage","0","Units",,,0.99,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2003","2003","PC","Percentage","0","Units",,,1.12,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2004","2004","PC","Percentage","0","Units",,,1.37,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2005","2005","PC","Percentage","0","Units",,,1.1,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2006","2006","PC","Percentage","0","Units",,,1.02,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2007","2007","PC","Percentage","0","Units",,,0.96,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2008","2008","PC","Percentage","0","Units",,,0.97,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2009","2009","PC","Percentage","0","Units",,,0.9,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2010","2010","PC","Percentage","0","Units",,,0.8,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2011","2011","PC","Percentage","0","Units",,,0.74,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2012","2012","PC","Percentage","0","Units",,,0.66,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2013","2013","PC","Percentage","0","Units",,,0.65,,
"AUS","Australia","GPAT_DE_AI","Development of environment-related technologies, % inventions worldwide","2014","2014","PC","Percentage","0","Units",,,0.61,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","1990","1990","NBR","Number","0","Units",,,4.58,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","1995","1995","NBR","Number","0","Units",,,6.09,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2000","2000","NBR","Number","0","Units",,,8.71,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2001","2001","NBR","Number","0","Units",,,8.74,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2002","2002","NBR","Number","0","Units",,,8.26,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2003","2003","NBR","Number","0","Units",,,9.47,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2004","2004","NBR","Number","0","Units",,,12.42,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2005","2005","NBR","Number","0","Units",,,10.78,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2006","2006","NBR","Number","0","Units",,,10.67,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2007","2007","NBR","Number","0","Units",,,10.75,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2008","2008","NBR","Number","0","Units",,,11.4,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2009","2009","NBR","Number","0","Units",,,11.66,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2010","2010","NBR","Number","0","Units",,,11.45,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2011","2011","NBR","Number","0","Units",,,11.01,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2012","2012","NBR","Number","0","Units",,,9.64,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2013","2013","NBR","Number","0","Units",,,8.74,,
"AUS","Australia","GPAT_DE_CAP","Development of environment-related technologies, inventions per capita","2014","2014","NBR","Number","0","Units",,,6.97,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","1990","1990","PC","Percentage","0","Units",,,0.47743019461632,"E","Estimated value"
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","1995","1995","PC","Percentage","0","Units",,,13.738777160644,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2000","2000","PC","Percentage","0","Units",,,5.8707838058472,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2001","2001","PC","Percentage","0","Units",,,15.438455581665,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2002","2002","PC","Percentage","0","Units",,,8.3833389282227,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2003","2003","PC","Percentage","0","Units",,,12.430198669434,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2004","2004","PC","Percentage","0","Units",,,4.6782593727112,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2005","2005","PC","Percentage","0","Units",,,10.897212982178,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2006","2006","PC","Percentage","0","Units",,,6.4599151611328,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2007","2007","PC","Percentage","0","Units",,,7.2101035118103,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2008","2008","PC","Percentage","0","Units",,,4.8694267272949,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2009","2009","PC","Percentage","0","Units",,,16.190847396851,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2010","2010","PC","Percentage","0","Units",,,18.198379516602,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2011","2011","PC","Percentage","0","Units",,,17.446220397949,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2012","2012","PC","Percentage","0","Units",,,17.095216751099,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2013","2013","PC","Percentage","0","Units",,,11.016610145569,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2014","2014","PC","Percentage","0","Units",,,11.073652267456,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2015","2015","PC","Percentage","0","Units",,,10.719714164734,,
"AUS","Australia","ODA_ENV","Environmentally related ODA, % total ODA","2016","2016","PC","Percentage","0","Units",,,17.750911712646,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","1990","1990","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","1995","1995","PC","Percentage","0","Units",,,0.00457457825541,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2000","2000","PC","Percentage","0","Units",,,0.02532954141498,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2001","2001","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2002","2002","PC","Percentage","0","Units",,,0.10282004624605,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2003","2003","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2004","2004","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2005","2005","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2006","2006","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2007","2007","PC","Percentage","0","Units",,,0.01096774172038,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2008","2008","PC","Percentage","0","Units",,,0.00546242576092,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2009","2009","PC","Percentage","0","Units",,,0.00405816594139,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2010","2010","PC","Percentage","0","Units",,,0.00992073025554,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2011","2011","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2012","2012","PC","Percentage","0","Units",,,0.08320288360119,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2013","2013","PC","Percentage","0","Units",,,0.06956185400486,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2014","2014","PC","Percentage","0","Units",,,0.3485863506794,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2015","2015","PC","Percentage","0","Units",,,0.36251381039619,,
"AUS","Australia","ODA_RE","ODA - renewable energy sector, % total allocable ODA","2016","2016","PC","Percentage","0","Units",,,0.23444743454456,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","1990","1990","PC","Percentage","0","Units",,,2.9555315971374,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","1995","1995","PC","Percentage","0","Units",,,3.9464540481567,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2000","2000","PC","Percentage","0","Units",,,9.9999208450317,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2001","2001","PC","Percentage","0","Units",,,4.7283577919006,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2002","2002","PC","Percentage","0","Units",,,1.9892160892487,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2003","2003","PC","Percentage","0","Units",,,5.2760272026062,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2004","2004","PC","Percentage","0","Units",,,1.7480065822601,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2005","2005","PC","Percentage","0","Units",,,0.31083127856255,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2006","2006","PC","Percentage","0","Units",,,1.8494927883148,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2007","2007","PC","Percentage","0","Units",,,0.19270718097687,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2008","2008","PC","Percentage","0","Units",,,1.3384020328522,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2009","2009","PC","Percentage","0","Units",,,2.9511787891388,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2010","2010","PC","Percentage","0","Units",,,7.0532183647156,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2011","2011","PC","Percentage","0","Units",,,8.7156915664673,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2012","2012","PC","Percentage","0","Units",,,5.8823494911194,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2013","2013","PC","Percentage","0","Units",,,7.7264022827148,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2014","2014","PC","Percentage","0","Units",,,5.766441822052,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2015","2015","PC","Percentage","0","Units",,,5.7923893928528,,
"AUS","Australia","ODA_WATER","ODA - water supply and sanitation sector, % total allocable ODA","2016","2016","PC","Percentage","0","Units",,,4.3840746879578,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2000","2000","PC","Percentage","0","Units",,,2.5657031536102,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2001","2001","PC","Percentage","0","Units",,,1.4092350006104,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2002","2002","PC","Percentage","0","Units",,,0.89699494838715,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2003","2003","PC","Percentage","0","Units",,,0.03153532370925,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2004","2004","PC","Percentage","0","Units",,,0.0513958632946,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2005","2005","PC","Percentage","0","Units",,,0.83716189861298,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2006","2006","PC","Percentage","0","Units",,,2.4549582004547,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2007","2007","PC","Percentage","0","Units",,,3.6267967224121,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2008","2008","PC","Percentage","0","Units",,,2.4747297763824,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2009","2009","PC","Percentage","0","Units",,,6.6054229736328,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2010","2010","PC","Percentage","0","Units",,,7.049934387207,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2011","2011","PC","Percentage","0","Units",,,7.3468914031982,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2012","2012","PC","Percentage","0","Units",,,8.1467695236206,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2013","2013","PC","Percentage","0","Units",,,4.8574976921081,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2014","2014","PC","Percentage","0","Units",,,3.1178493499756,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2015","2015","PC","Percentage","0","Units",,,4.7378840446472,,
"AUS","Australia","ODA_BIO","ODA - all sectors - biodiversity, % total ODA","2016","2016","PC","Percentage","0","Units",,,7.9270420074463,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2000","2000","PC","Percentage","0","Units",,,1.3195691108704,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2001","2001","PC","Percentage","0","Units",,,0.23900434374809,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2002","2002","PC","Percentage","0","Units",,,0.40963363647461,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2003","2003","PC","Percentage","0","Units",,,0.23002952337265,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2004","2004","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2005","2005","PC","Percentage","0","Units",,,1.4119385480881,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2006","2006","PC","Percentage","0","Units",,,0.78945881128311,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2007","2007","PC","Percentage","0","Units",,,4.2787752151489,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2008","2008","PC","Percentage","0","Units",,,1.6030765771866,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2009","2009","PC","Percentage","0","Units",,,14.55900478363,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2010","2010","PC","Percentage","0","Units",,,7.294725894928,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2011","2011","PC","Percentage","0","Units",,,4.4656467437744,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2012","2012","PC","Percentage","0","Units",,,8.0052270889282,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2013","2013","PC","Percentage","0","Units",,,5.2820816040039,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2014","2014","PC","Percentage","0","Units",,,3.7794790267944,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2015","2015","PC","Percentage","0","Units",,,4.0190844535828,,
"AUS","Australia","ODA_CCMIT","ODA - all sectors - climate change mitigation, % total ODA","2016","2016","PC","Percentage","0","Units",,,7.4494466781616,,
"AUS","Australia","ODA_CCADP","ODA - all sectors - climate change adaptation, % total ODA","2010","2010","PC","Percentage","0","Units",,,0,,
"AUS","Australia","ODA_CCADP","ODA - all sectors - climate change adaptation, % total ODA","2011","2011","PC","Percentage","0","Units",,,11.860580444336,,
"AUS","Australia","ODA_CCADP","ODA - all sectors - climate change adaptation, % total ODA","2012","2012","PC","Percentage","0","Units",,,11.935916900635,,
"AUS","Australia","ODA_CCADP","ODA - all sectors - climate change adaptation, % total ODA","2013","2013","PC","Percentage","0","Units",,,7.8746585845947,,
"AUS","Australia","ODA_CCADP","ODA - all sectors - climate change adaptation, % total ODA","2014","2014","PC","Percentage","0","Units",,,6.3025436401367,,
