True,Country,Year,Population
0,Australia,2008,13342.0
1,Australia,2008,3151.0
2,Australia,2008,15488.0
3,Australia,2008,474.0
4,Australia,2008,48.0
5,Australia,2008,33.0
6,Australia,2008,39.0
7,Australia,2008,825.0
8,Australia,2008,4.0
9,Australia,2008,0.0
10,Australia,2008,1.0
11,Australia,2008,534.0
12,Australia,2008,677.0
13,Australia,2008,1141.0
14,Australia,2008,3018.0
15,Australia,2008,39.0
16,Australia,2010,158.0
