True,Country,Source,Variable,Year,Unit,Value
569,Turkey,Fresh ground water,Total gross abstraction,2010,Cubic metres,13138.0
570,Turkey,Fresh ground water,Total gross abstraction,2011,Cubic metres,13560.0
571,Turkey,Fresh ground water,Total gross abstraction,2012,Cubic metres,13560.0
572,Turkey,Fresh ground water,Total gross abstraction,2013,Cubic metres,13560.0
573,Turkey,Fresh ground water,Total gross abstraction,2014,Cubic metres,14600.0
574,Turkey,Fresh ground water,Public water supply,2008,Cubic metres,3439.0
575,Turkey,Fresh ground water,Public water supply,2009,Cubic metres,3261.0
576,Turkey,Fresh ground water,Public water supply,2010,Cubic metres,3233.0
577,Turkey,Fresh ground water,Public water supply,2011,Cubic metres,3288.0
578,Turkey,Fresh ground water,Public water supply,2012,Cubic metres,3299.0
579,Turkey,Fresh ground water,Public water supply,2014,Cubic metres,2833.33
580,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,6772.0
581,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,7035.0
582,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,7197.0
583,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,7544.0
584,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,7544.0
585,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,8790.0
586,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,9180.0
587,Turkey,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,9180.0
588,Turkey,Fresh ground water,Irrigation,2008,Cubic metres,6772.0
589,Turkey,Fresh ground water,Irrigation,2009,Cubic metres,7035.0
590,Turkey,Fresh ground water,Irrigation,2010,Cubic metres,7197.0
591,Turkey,Fresh ground water,Irrigation,2011,Cubic metres,7544.0
592,Turkey,Fresh ground water,Irrigation,2012,Cubic metres,7544.0
593,Turkey,Fresh ground water,Irrigation,2013,Cubic metres,8790.0
594,Turkey,Fresh ground water,Irrigation,2014,Cubic metres,9180.0
595,Turkey,Fresh ground water,Irrigation,2015,Cubic metres,9180.0
596,Turkey,Fresh ground water,Manufacturing industry,2008,Cubic metres,466.0
597,Turkey,Fresh ground water,Manufacturing industry,2010,Cubic metres,586.0
598,Turkey,Fresh ground water,Manufacturing industry,2012,Cubic metres,422.0
599,Turkey,Fresh ground water,Manufacturing industry,2014,Cubic metres,474.67
600,United States,Fresh ground water,Total gross abstraction,2010,Cubic metres,109566.85138
601,United States,Fresh ground water,Public water supply,2010,Cubic metres,21692.30223
602,United States,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,72565.58682000001
603,United States,Fresh ground water,Irrigation,2010,Cubic metres,68392.92741
604,United States,Fresh ground water,Manufacturing industry,2010,Cubic metres,4073.73146
605,Chile,Fresh ground water,Public water supply,2008,Cubic metres,596.58
606,Chile,Fresh ground water,Public water supply,2009,Cubic metres,599.4
607,Chile,Fresh ground water,Public water supply,2010,Cubic metres,620.5
608,Chile,Fresh ground water,Public water supply,2011,Cubic metres,652.4
609,Chile,Fresh ground water,Public water supply,2012,Cubic metres,686.0
610,Chile,Fresh ground water,Public water supply,2013,Cubic metres,683.0
611,Chile,Fresh ground water,Public water supply,2014,Cubic metres,723.0
612,Chile,Fresh ground water,Public water supply,2015,Cubic metres,730.0
613,Chile,Fresh ground water,Public water supply,2016,Cubic metres,708.8789999999999
614,Estonia,Fresh ground water,Total gross abstraction,2008,Cubic metres,329.63
615,Estonia,Fresh ground water,Total gross abstraction,2009,Cubic metres,331.67699999999996
616,Estonia,Fresh ground water,Total gross abstraction,2010,Cubic metres,296.0
617,Estonia,Fresh ground water,Total gross abstraction,2011,Cubic metres,299.14599999999996
618,Estonia,Fresh ground water,Total gross abstraction,2012,Cubic metres,273.81201
619,Estonia,Fresh ground water,Total gross abstraction,2013,Cubic metres,212.8
620,Estonia,Fresh ground water,Total gross abstraction,2014,Cubic metres,198.65152
621,Estonia,Fresh ground water,Total gross abstraction,2015,Cubic metres,201.52446
622,Estonia,Fresh ground water,Total gross abstraction,2016,Cubic metres,221.7496
623,Estonia,Fresh ground water,Public water supply,2009,Cubic metres,34.01
624,Estonia,Fresh ground water,Public water supply,2010,Cubic metres,39.42
625,Estonia,Fresh ground water,Public water supply,2011,Cubic metres,74.906
626,Estonia,Fresh ground water,Public water supply,2012,Cubic metres,34.675
627,Estonia,Fresh ground water,Public water supply,2013,Cubic metres,32.24
628,Estonia,Fresh ground water,Public water supply,2014,Cubic metres,33.096470000000004
629,Estonia,Fresh ground water,Public water supply,2015,Cubic metres,32.157509999999995
630,Estonia,Fresh ground water,Public water supply,2016,Cubic metres,32.444320000000005
631,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,4.18
632,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,4.468
633,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,4.435969999999999
634,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,4.4431400000000005
635,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,4.6624300000000005
636,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,4.75195
637,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,5.04367
638,Estonia,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,4.86
639,Estonia,Fresh ground water,Manufacturing industry,2009,Cubic metres,6.01
640,Estonia,Fresh ground water,Manufacturing industry,2010,Cubic metres,6.8
641,Estonia,Fresh ground water,Manufacturing industry,2011,Cubic metres,6.23681
642,Estonia,Fresh ground water,Manufacturing industry,2012,Cubic metres,5.60569
643,Israel,Fresh ground water,Total gross abstraction,2008,Cubic metres,961.0
644,Israel,Fresh ground water,Total gross abstraction,2009,Cubic metres,834.0
645,Israel,Fresh ground water,Total gross abstraction,2010,Cubic metres,836.0
646,Israel,Fresh ground water,Total gross abstraction,2011,Cubic metres,749.0
647,Israel,Fresh ground water,Total gross abstraction,2012,Cubic metres,802.0
648,Israel,Fresh ground water,Total gross abstraction,2013,Cubic metres,651.0
649,Israel,Fresh ground water,Total gross abstraction,2014,Cubic metres,801.0
650,Israel,Fresh ground water,Total gross abstraction,2015,Cubic metres,764.0
651,Israel,Fresh ground water,Public water supply,2008,Cubic metres,892.2
652,Israel,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,27.87
653,Israel,Fresh ground water,Irrigation,2008,Cubic metres,27.87
654,Israel,Fresh ground water,Manufacturing industry,2008,Cubic metres,40.65
655,Slovenia,Fresh ground water,Total gross abstraction,2008,Cubic metres,186.0
656,Slovenia,Fresh ground water,Total gross abstraction,2009,Cubic metres,190.0
657,Slovenia,Fresh ground water,Total gross abstraction,2010,Cubic metres,185.0
658,Slovenia,Fresh ground water,Total gross abstraction,2011,Cubic metres,185.0
659,Slovenia,Fresh ground water,Total gross abstraction,2012,Cubic metres,180.0
660,Slovenia,Fresh ground water,Total gross abstraction,2013,Cubic metres,181.0
661,Slovenia,Fresh ground water,Total gross abstraction,2014,Cubic metres,181.24
662,Slovenia,Fresh ground water,Total gross abstraction,2015,Cubic metres,181.6
663,Slovenia,Fresh ground water,Total gross abstraction,2016,Cubic metres,179.59
664,Slovenia,Fresh ground water,Public water supply,2008,Cubic metres,162.0
665,Slovenia,Fresh ground water,Public water supply,2009,Cubic metres,161.0
666,Slovenia,Fresh ground water,Public water supply,2010,Cubic metres,162.0
667,Slovenia,Fresh ground water,Public water supply,2011,Cubic metres,165.0
668,Slovenia,Fresh ground water,Public water supply,2012,Cubic metres,158.0
669,Slovenia,Fresh ground water,Public water supply,2013,Cubic metres,161.0
670,Slovenia,Fresh ground water,Public water supply,2014,Cubic metres,160.6
671,Slovenia,Fresh ground water,Public water supply,2015,Cubic metres,162.2
672,Slovenia,Fresh ground water,Public water supply,2016,Cubic metres,160.34
673,Slovenia,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,1.0
674,Slovenia,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,1.0
675,Slovenia,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,0.1
676,Slovenia,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,0.43
677,Slovenia,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,0.65
678,Slovenia,Fresh ground water,Irrigation,2010,Cubic metres,1.0
679,Slovenia,Fresh ground water,Irrigation,2013,Cubic metres,1.0
680,Slovenia,Fresh ground water,Irrigation,2014,Cubic metres,0.1
681,Slovenia,Fresh ground water,Irrigation,2015,Cubic metres,0.43
682,Slovenia,Fresh ground water,Irrigation,2016,Cubic metres,0.65
683,Slovenia,Fresh ground water,Manufacturing industry,2008,Cubic metres,23.0
684,Slovenia,Fresh ground water,Manufacturing industry,2009,Cubic metres,28.0
685,Slovenia,Fresh ground water,Manufacturing industry,2010,Cubic metres,22.0
686,Slovenia,Fresh ground water,Manufacturing industry,2011,Cubic metres,19.0
687,Slovenia,Fresh ground water,Manufacturing industry,2012,Cubic metres,20.0
688,Slovenia,Fresh ground water,Manufacturing industry,2013,Cubic metres,20.0
689,Slovenia,Fresh ground water,Manufacturing industry,2014,Cubic metres,20.54
690,Slovenia,Fresh ground water,Manufacturing industry,2015,Cubic metres,18.5
691,Slovenia,Fresh ground water,Manufacturing industry,2016,Cubic metres,18.6
692,England and Wales,Fresh ground water,Total gross abstraction,2008,Cubic metres,2139.0
693,England and Wales,Fresh ground water,Total gross abstraction,2009,Cubic metres,2163.0
694,England and Wales,Fresh ground water,Total gross abstraction,2010,Cubic metres,2152.0
695,England and Wales,Fresh ground water,Total gross abstraction,2011,Cubic metres,2159.0
696,England and Wales,Fresh ground water,Total gross abstraction,2012,Cubic metres,2046.0
697,England and Wales,Fresh ground water,Total gross abstraction,2013,Cubic metres,2088.9
698,England and Wales,Fresh ground water,Public water supply,2008,Cubic metres,1734.0
699,England and Wales,Fresh ground water,Public water supply,2009,Cubic metres,1743.0
700,England and Wales,Fresh ground water,Public water supply,2010,Cubic metres,1728.0
701,England and Wales,Fresh ground water,Public water supply,2011,Cubic metres,1743.0
702,England and Wales,Fresh ground water,Public water supply,2012,Cubic metres,1684.0
703,England and Wales,Fresh ground water,Public water supply,2013,Cubic metres,1698.1
704,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,169.0
705,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,196.0
706,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,205.0
707,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,208.0
708,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,156.0
709,England and Wales,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,189.0
710,England and Wales,Fresh ground water,Irrigation,2008,Cubic metres,25.0
711,England and Wales,Fresh ground water,Irrigation,2009,Cubic metres,41.0
712,England and Wales,Fresh ground water,Irrigation,2010,Cubic metres,47.0
713,England and Wales,Fresh ground water,Irrigation,2011,Cubic metres,55.0
714,England and Wales,Fresh ground water,Irrigation,2012,Cubic metres,20.0
715,England and Wales,Fresh ground water,Irrigation,2013,Cubic metres,47.7
716,England and Wales,Fresh ground water,Manufacturing industry,2008,Cubic metres,210.0
717,England and Wales,Fresh ground water,Manufacturing industry,2009,Cubic metres,191.0
718,England and Wales,Fresh ground water,Manufacturing industry,2010,Cubic metres,194.0
719,England and Wales,Fresh ground water,Manufacturing industry,2011,Cubic metres,189.0
720,England and Wales,Fresh ground water,Manufacturing industry,2012,Cubic metres,172.0
721,England and Wales,Fresh ground water,Manufacturing industry,2013,Cubic metres,166.0
722,Russia,Fresh ground water,Total gross abstraction,2008,Cubic metres,10090.0
723,Russia,Fresh ground water,Total gross abstraction,2009,Cubic metres,9771.0
724,Russia,Fresh ground water,Total gross abstraction,2010,Cubic metres,9363.0
725,Russia,Fresh ground water,Total gross abstraction,2011,Cubic metres,9156.0
726,Russia,Fresh ground water,Total gross abstraction,2012,Cubic metres,9126.0
727,Russia,Fresh ground water,Total gross abstraction,2013,Cubic metres,8907.0
728,Russia,Fresh ground water,Total gross abstraction,2014,Cubic metres,9756.0
729,Russia,Fresh ground water,Total gross abstraction,2015,Cubic metres,10009.0
730,Russia,Fresh ground water,Total gross abstraction,2016,Cubic metres,10685.0
731,Latvia,Fresh ground water,Total gross abstraction,2008,Cubic metres,131.15809
732,Latvia,Fresh ground water,Total gross abstraction,2009,Cubic metres,285.88504
733,Latvia,Fresh ground water,Total gross abstraction,2010,Cubic metres,170.12521999999998
734,Latvia,Fresh ground water,Total gross abstraction,2011,Cubic metres,273.12945
735,Latvia,Fresh ground water,Total gross abstraction,2012,Cubic metres,157.97015
736,Latvia,Fresh ground water,Total gross abstraction,2013,Cubic metres,113.48406999999999
737,Latvia,Fresh ground water,Total gross abstraction,2014,Cubic metres,83.42945999999999
738,Latvia,Fresh ground water,Total gross abstraction,2015,Cubic metres,80.62975
739,Latvia,Fresh ground water,Total gross abstraction,2016,Cubic metres,120.023
740,Luxembourg,Fresh ground water,Aquaculture,2014,Cubic metres,0.13
741,Latvia,Fresh ground water,Public water supply,2008,Cubic metres,72.71600000000001
742,Latvia,Fresh ground water,Public water supply,2009,Cubic metres,175.551
743,Latvia,Fresh ground water,Public water supply,2010,Cubic metres,66.07300000000001
744,Latvia,Fresh ground water,Public water supply,2011,Cubic metres,153.21
745,Latvia,Fresh ground water,Public water supply,2012,Cubic metres,90.04
746,Latvia,Fresh ground water,Public water supply,2013,Cubic metres,71.861
747,Latvia,Fresh ground water,Public water supply,2014,Cubic metres,58.49100000000001
748,Latvia,Fresh ground water,Public water supply,2015,Cubic metres,57.003
749,Latvia,Fresh ground water,Public water supply,2016,Cubic metres,80.166
750,United States,Fresh ground water,Aquaculture,2010,Cubic metres,2514.64905
751,Korea,Fresh ground water,Aquaculture,2008,Cubic metres,25.0
752,Korea,Fresh ground water,Aquaculture,2009,Cubic metres,24.0
753,Korea,Fresh ground water,Aquaculture,2010,Cubic metres,23.0
754,Korea,Fresh ground water,Aquaculture,2011,Cubic metres,21.0
755,Korea,Fresh ground water,Aquaculture,2012,Cubic metres,21.83868
756,Korea,Fresh ground water,Aquaculture,2013,Cubic metres,22.69227
757,Latvia,Fresh ground water,Manufacturing industry,2008,Cubic metres,10.777999999999999
758,Latvia,Fresh ground water,Manufacturing industry,2009,Cubic metres,7.626
759,Latvia,Fresh ground water,Manufacturing industry,2010,Cubic metres,46.275
760,Latvia,Fresh ground water,Manufacturing industry,2011,Cubic metres,36.889
761,Latvia,Fresh ground water,Manufacturing industry,2012,Cubic metres,18.426
762,Latvia,Fresh ground water,Manufacturing industry,2013,Cubic metres,8.277999999999999
763,Latvia,Fresh ground water,Manufacturing industry,2014,Cubic metres,8.003
764,Latvia,Fresh ground water,Manufacturing industry,2015,Cubic metres,7.593
765,Latvia,Fresh ground water,Manufacturing industry,2016,Cubic metres,25.829
766,Greece,Fresh ground water,Manufacturing industry,2011,Cubic metres,124.4
767,Greece,Fresh ground water,Manufacturing industry,2012,Cubic metres,124.4
768,Greece,Fresh ground water,Manufacturing industry,2013,Cubic metres,124.4
769,Greece,Fresh ground water,Manufacturing industry,2014,Cubic metres,124.4
770,Greece,Fresh ground water,Manufacturing industry,2015,Cubic metres,124.4
771,China (People's Republic of),Fresh ground water,Total gross abstraction,2008,Cubic metres,108480.0
772,China (People's Republic of),Fresh ground water,Total gross abstraction,2009,Cubic metres,109452.0
773,China (People's Republic of),Fresh ground water,Total gross abstraction,2010,Cubic metres,110730.0
774,China (People's Republic of),Fresh ground water,Total gross abstraction,2011,Cubic metres,110010.0
775,China (People's Republic of),Fresh ground water,Total gross abstraction,2012,Cubic metres,113380.0
776,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,6.45
777,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,67.33800000000001
778,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,15.925
779,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,2.359
780,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,2.374
781,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,2.448
782,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,2.935
783,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,3.068
784,Latvia,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,2.99
785,Latvia,Fresh ground water,Aquaculture,2008,Cubic metres,3.2
786,Latvia,Fresh ground water,Aquaculture,2013,Cubic metres,0.1
787,Colombia,Fresh ground water,Total gross abstraction,2012,Cubic metres,4000.0
788,Costa Rica,Fresh ground water,Total gross abstraction,2008,Cubic metres,47.263729999999995
789,Costa Rica,Fresh ground water,Total gross abstraction,2009,Cubic metres,61.94379
790,Costa Rica,Fresh ground water,Total gross abstraction,2010,Cubic metres,81.94275999999999
791,Costa Rica,Fresh ground water,Total gross abstraction,2011,Cubic metres,100.80853
792,Costa Rica,Fresh ground water,Total gross abstraction,2012,Cubic metres,125.3231
793,Costa Rica,Fresh ground water,Total gross abstraction,2013,Cubic metres,152.5314
794,Costa Rica,Fresh ground water,Total gross abstraction,2014,Cubic metres,216.36077999999998
795,Costa Rica,Fresh ground water,Total gross abstraction,2015,Cubic metres,249.29097000000002
796,Costa Rica,Fresh ground water,Total gross abstraction,2016,Cubic metres,248.4353
797,Costa Rica,Fresh ground water,Public water supply,2008,Cubic metres,23.2884
798,Costa Rica,Fresh ground water,Public water supply,2009,Cubic metres,28.07
799,Costa Rica,Fresh ground water,Public water supply,2010,Cubic metres,30.2408
800,Costa Rica,Fresh ground water,Public water supply,2011,Cubic metres,33.4971
801,Costa Rica,Fresh ground water,Public water supply,2012,Cubic metres,36.0808
802,Costa Rica,Fresh ground water,Public water supply,2013,Cubic metres,42.5239
803,Costa Rica,Fresh ground water,Public water supply,2014,Cubic metres,55.28
804,Costa Rica,Fresh ground water,Public water supply,2015,Cubic metres,59.71108
805,Costa Rica,Fresh ground water,Public water supply,2016,Cubic metres,52.1366
806,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,17.1003
807,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,24.4017
808,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,36.6
809,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,47.0677
810,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,63.101000000000006
811,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,79.0555
812,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,119.0
813,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,136.02382
814,Costa Rica,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,139.9277
815,Costa Rica,Fresh ground water,Irrigation,2008,Cubic metres,14.4145
816,Costa Rica,Fresh ground water,Irrigation,2009,Cubic metres,19.4443
817,Costa Rica,Fresh ground water,Irrigation,2010,Cubic metres,25.7279
818,Costa Rica,Fresh ground water,Irrigation,2011,Cubic metres,33.9275
819,Costa Rica,Fresh ground water,Irrigation,2012,Cubic metres,44.6765
820,Costa Rica,Fresh ground water,Irrigation,2013,Cubic metres,53.1083
821,Costa Rica,Fresh ground water,Irrigation,2014,Cubic metres,73.77
822,Costa Rica,Fresh ground water,Irrigation,2015,Cubic metres,85.4059
823,Costa Rica,Fresh ground water,Irrigation,2016,Cubic metres,87.3536
824,Costa Rica,Fresh ground water,Manufacturing industry,2008,Cubic metres,2.8681
825,Costa Rica,Fresh ground water,Manufacturing industry,2009,Cubic metres,4.1077
826,Costa Rica,Fresh ground water,Manufacturing industry,2010,Cubic metres,8.1592
827,Costa Rica,Fresh ground water,Manufacturing industry,2011,Cubic metres,11.68
828,Costa Rica,Fresh ground water,Manufacturing industry,2012,Cubic metres,14.7737
829,Costa Rica,Fresh ground water,Manufacturing industry,2013,Cubic metres,18.057000000000002
830,Costa Rica,Fresh ground water,Manufacturing industry,2014,Cubic metres,26.1653
831,Costa Rica,Fresh ground water,Manufacturing industry,2015,Cubic metres,35.75302
832,Costa Rica,Fresh ground water,Manufacturing industry,2016,Cubic metres,38.1404
833,Lithuania,Fresh ground water,Total gross abstraction,2008,Cubic metres,170.59037
834,Lithuania,Fresh ground water,Total gross abstraction,2009,Cubic metres,160.90631000000002
835,Lithuania,Fresh ground water,Total gross abstraction,2010,Cubic metres,158.68004
836,Lithuania,Fresh ground water,Total gross abstraction,2011,Cubic metres,155.28303
837,Lithuania,Fresh ground water,Total gross abstraction,2012,Cubic metres,150.57748999999998
838,Lithuania,Fresh ground water,Total gross abstraction,2013,Cubic metres,158.43923999999998
839,Lithuania,Fresh ground water,Total gross abstraction,2014,Cubic metres,158.87621000000001
840,Lithuania,Fresh ground water,Total gross abstraction,2015,Cubic metres,156.93986
841,Lithuania,Fresh ground water,Total gross abstraction,2016,Cubic metres,157.22822
842,Lithuania,Fresh ground water,Public water supply,2008,Cubic metres,137.5544
843,Lithuania,Fresh ground water,Public water supply,2009,Cubic metres,129.5488
844,Lithuania,Fresh ground water,Public water supply,2010,Cubic metres,125.787
845,Lithuania,Fresh ground water,Public water supply,2011,Cubic metres,123.9523
846,Lithuania,Fresh ground water,Public water supply,2012,Cubic metres,120.2633
847,Lithuania,Fresh ground water,Public water supply,2013,Cubic metres,128.97797
848,Lithuania,Fresh ground water,Public water supply,2014,Cubic metres,130.49528999999998
849,Lithuania,Fresh ground water,Public water supply,2015,Cubic metres,129.42412
850,Lithuania,Fresh ground water,Public water supply,2016,Cubic metres,130.11495
851,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,4.6461
852,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,4.4259
853,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,4.3527
854,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,3.8616
855,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,3.6199
856,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,3.8750199999999997
857,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,3.55511
858,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,3.5577099999999997
859,Lithuania,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,3.55555
860,Lithuania,Fresh ground water,Irrigation,2008,Cubic metres,0.7873
861,Lithuania,Fresh ground water,Irrigation,2009,Cubic metres,0.7208
862,Lithuania,Fresh ground water,Irrigation,2010,Cubic metres,0.9274
863,Lithuania,Fresh ground water,Irrigation,2011,Cubic metres,0.6553
864,Lithuania,Fresh ground water,Irrigation,2012,Cubic metres,0.7645
865,Lithuania,Fresh ground water,Irrigation,2013,Cubic metres,0.80769
866,Lithuania,Fresh ground water,Irrigation,2014,Cubic metres,0.66593
867,Lithuania,Fresh ground water,Irrigation,2015,Cubic metres,0.64227
868,Lithuania,Fresh ground water,Irrigation,2016,Cubic metres,0.49028999999999995
869,Lithuania,Fresh ground water,Aquaculture,2010,Cubic metres,0.1
870,Lithuania,Fresh ground water,Aquaculture,2011,Cubic metres,0.05
871,Lithuania,Fresh ground water,Aquaculture,2012,Cubic metres,0.06
872,Lithuania,Fresh ground water,Aquaculture,2013,Cubic metres,0.01
873,Lithuania,Fresh ground water,Manufacturing industry,2008,Cubic metres,4.728
874,Lithuania,Fresh ground water,Manufacturing industry,2009,Cubic metres,4.2397
875,Lithuania,Fresh ground water,Manufacturing industry,2010,Cubic metres,4.0765
876,Lithuania,Fresh ground water,Manufacturing industry,2011,Cubic metres,4.0271
877,Lithuania,Fresh ground water,Manufacturing industry,2012,Cubic metres,4.8839999999999995
878,Lithuania,Fresh ground water,Manufacturing industry,2013,Cubic metres,4.9179699999999995
879,Lithuania,Fresh ground water,Manufacturing industry,2014,Cubic metres,4.69097
880,Lithuania,Fresh ground water,Manufacturing industry,2015,Cubic metres,5.02389
881,Lithuania,Fresh ground water,Manufacturing industry,2016,Cubic metres,5.3373800000000005
882,Iceland,Fresh ground water,Aquaculture,2010,Cubic metres,1083.4
883,Iceland,Fresh ground water,Aquaculture,2011,Cubic metres,1174.9
884,Iceland,Fresh ground water,Aquaculture,2012,Cubic metres,1207.2
885,Iceland,Fresh ground water,Aquaculture,2013,Cubic metres,1091.6
886,Iceland,Fresh ground water,Aquaculture,2014,Cubic metres,670.6
887,England and Wales,Fresh ground water,Aquaculture,2008,Cubic metres,133.0
888,England and Wales,Fresh ground water,Aquaculture,2009,Cubic metres,143.0
889,England and Wales,Fresh ground water,Aquaculture,2010,Cubic metres,135.0
890,England and Wales,Fresh ground water,Aquaculture,2011,Cubic metres,129.0
891,England and Wales,Fresh ground water,Aquaculture,2012,Cubic metres,113.0
892,Russia,Fresh ground water,"Agriculture, forestry, fishing",2008,Cubic metres,775.0
893,Russia,Fresh ground water,"Agriculture, forestry, fishing",2009,Cubic metres,719.0
894,Russia,Fresh ground water,"Agriculture, forestry, fishing",2010,Cubic metres,405.0
895,Russia,Fresh ground water,"Agriculture, forestry, fishing",2011,Cubic metres,390.0
896,Russia,Fresh ground water,"Agriculture, forestry, fishing",2012,Cubic metres,383.0
897,Russia,Fresh ground water,"Agriculture, forestry, fishing",2013,Cubic metres,357.0
898,Russia,Fresh ground water,"Agriculture, forestry, fishing",2014,Cubic metres,358.0
899,Russia,Fresh ground water,"Agriculture, forestry, fishing",2015,Cubic metres,344.0
900,Russia,Fresh ground water,"Agriculture, forestry, fishing",2016,Cubic metres,370.0
901,Russia,Fresh ground water,Manufacturing industry,2008,Cubic metres,825.0
902,Russia,Fresh ground water,Manufacturing industry,2009,Cubic metres,724.0
903,Russia,Fresh ground water,Manufacturing industry,2010,Cubic metres,656.0
904,Russia,Fresh ground water,Manufacturing industry,2011,Cubic metres,664.0
905,Russia,Fresh ground water,Manufacturing industry,2012,Cubic metres,659.0
906,Russia,Fresh ground water,Manufacturing industry,2013,Cubic metres,612.0
907,Russia,Fresh ground water,Manufacturing industry,2014,Cubic metres,589.0
908,Russia,Fresh ground water,Manufacturing industry,2015,Cubic metres,580.0
909,Russia,Fresh ground water,Manufacturing industry,2016,Cubic metres,572.0
