True,Country,Source,Variable,Year,Unit,Value
202,Hungary,Fresh surface water,Irrigation,2010,Cubic metres,43.44
203,Hungary,Fresh surface water,Irrigation,2011,Cubic metres,97.61
204,Hungary,Fresh surface water,Irrigation,2012,Cubic metres,145.27
205,Hungary,Fresh surface water,Irrigation,2013,Cubic metres,132.82317
206,Hungary,Fresh surface water,Irrigation,2014,Cubic metres,88.26913
207,Hungary,Fresh surface water,Irrigation,2015,Cubic metres,98.88965999999999
208,Hungary,Fresh surface water,Irrigation,2016,Cubic metres,88.08273
209,Hungary,Fresh surface water,Manufacturing industry,2008,Cubic metres,39.5
210,Hungary,Fresh surface water,Manufacturing industry,2009,Cubic metres,32.0
211,Hungary,Fresh surface water,Manufacturing industry,2010,Cubic metres,33.0
212,Hungary,Fresh surface water,Manufacturing industry,2011,Cubic metres,37.0
213,Hungary,Fresh surface water,Manufacturing industry,2012,Cubic metres,60.0
214,Iceland,Fresh surface water,Total gross abstraction,2010,Cubic metres,30.6
215,Iceland,Fresh surface water,Total gross abstraction,2011,Cubic metres,39.1
216,Iceland,Fresh surface water,Total gross abstraction,2012,Cubic metres,39.1
217,Iceland,Fresh surface water,Total gross abstraction,2013,Cubic metres,34.7
218,Iceland,Fresh surface water,Total gross abstraction,2014,Cubic metres,37.5
219,Iceland,Fresh surface water,Public water supply,2010,Cubic metres,20.7
220,Iceland,Fresh surface water,Public water supply,2011,Cubic metres,27.7
221,Iceland,Fresh surface water,Public water supply,2012,Cubic metres,26.3
222,Iceland,Fresh surface water,Public water supply,2013,Cubic metres,23.7
223,Iceland,Fresh surface water,Public water supply,2014,Cubic metres,25.7
224,Iceland,Fresh surface water,Manufacturing industry,2010,Cubic metres,9.9
225,Iceland,Fresh surface water,Manufacturing industry,2011,Cubic metres,11.4
226,Iceland,Fresh surface water,Manufacturing industry,2012,Cubic metres,12.8
227,Iceland,Fresh surface water,Manufacturing industry,2013,Cubic metres,11.0
228,Iceland,Fresh surface water,Manufacturing industry,2014,Cubic metres,11.8
229,Ireland,Fresh surface water,Total gross abstraction,2008,Cubic metres,561.0
230,Ireland,Fresh surface water,Total gross abstraction,2009,Cubic metres,561.0
231,Ireland,Fresh surface water,Public water supply,2009,Cubic metres,556.0
232,Ireland,Fresh surface water,Public water supply,2010,Cubic metres,532.0
233,Ireland,Fresh surface water,Public water supply,2011,Cubic metres,530.0
234,Ireland,Fresh surface water,Public water supply,2012,Cubic metres,527.0
235,Ireland,Fresh surface water,Public water supply,2013,Cubic metres,518.0
236,Ireland,Fresh surface water,Public water supply,2014,Cubic metres,540.2447099999999
237,Ireland,Fresh surface water,Public water supply,2015,Cubic metres,526.0
238,Ireland,Fresh surface water,Public water supply,2016,Cubic metres,526.0
239,Italy,Fresh surface water,Public water supply,2008,Cubic metres,1301.4
240,Italy,Fresh surface water,Public water supply,2012,Cubic metres,1427.4
241,Japan,Fresh surface water,Total gross abstraction,2008,Cubic metres,72731.0
242,Japan,Fresh surface water,Total gross abstraction,2009,Cubic metres,72082.0
243,Japan,Fresh surface water,Total gross abstraction,2010,Cubic metres,72077.0
244,Japan,Fresh surface water,Total gross abstraction,2011,Cubic metres,71660.0
245,Japan,Fresh surface water,Total gross abstraction,2012,Cubic metres,71292.0
246,Japan,Fresh surface water,Total gross abstraction,2013,Cubic metres,71070.0
247,Japan,Fresh surface water,Total gross abstraction,2014,Cubic metres,70967.0
248,Japan,Fresh surface water,Public water supply,2008,Cubic metres,12145.0
249,Japan,Fresh surface water,Public water supply,2009,Cubic metres,12160.0
250,Japan,Fresh surface water,Public water supply,2010,Cubic metres,12166.0
251,Japan,Fresh surface water,Public water supply,2011,Cubic metres,11984.0
252,Japan,Fresh surface water,Public water supply,2012,Cubic metres,11960.0
253,Japan,Fresh surface water,Public water supply,2013,Cubic metres,12004.0
254,Japan,Fresh surface water,Public water supply,2014,Cubic metres,11842.0
255,Japan,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,51774.0
256,Japan,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,51564.0
257,Japan,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,51493.0
258,Japan,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,51562.0
259,Japan,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,51049.0
260,Japan,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,51077.0
261,Japan,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,51238.0
262,Japan,Fresh surface water,Manufacturing industry,2008,Cubic metres,8811.0
263,Japan,Fresh surface water,Manufacturing industry,2009,Cubic metres,8358.0
264,Japan,Fresh surface water,Manufacturing industry,2010,Cubic metres,8418.0
265,Japan,Fresh surface water,Manufacturing industry,2011,Cubic metres,8113.0
266,Japan,Fresh surface water,Manufacturing industry,2012,Cubic metres,8284.0
267,Japan,Fresh surface water,Manufacturing industry,2013,Cubic metres,7989.0
268,Japan,Fresh surface water,Manufacturing industry,2014,Cubic metres,7887.0
269,Korea,Fresh surface water,Total gross abstraction,2008,Cubic metres,18279.0
270,Korea,Fresh surface water,Total gross abstraction,2009,Cubic metres,18892.0
271,Korea,Fresh surface water,Total gross abstraction,2010,Cubic metres,15757.0
272,Korea,Fresh surface water,Total gross abstraction,2011,Cubic metres,15628.0
273,Korea,Fresh surface water,Total gross abstraction,2012,Cubic metres,17232.0
274,Korea,Fresh surface water,Total gross abstraction,2013,Cubic metres,19800.0
275,Korea,Fresh surface water,Total gross abstraction,2014,Cubic metres,21015.0
276,Korea,Fresh surface water,Public water supply,2008,Cubic metres,5697.0
277,Korea,Fresh surface water,Public water supply,2009,Cubic metres,5641.0
278,Korea,Fresh surface water,Public water supply,2010,Cubic metres,5760.0
279,Korea,Fresh surface water,Public water supply,2011,Cubic metres,5854.0
280,Korea,Fresh surface water,Public water supply,2012,Cubic metres,5816.0
281,Korea,Fresh surface water,Public water supply,2013,Cubic metres,5871.0
282,Korea,Fresh surface water,Public water supply,2014,Cubic metres,5762.0
283,Korea,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,10502.0
284,Korea,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,10681.0
285,Korea,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,7709.0
286,Korea,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,7610.0
287,Korea,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,9362.0
288,Korea,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,11491.0
289,Korea,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,13118.0
290,Korea,Fresh surface water,Irrigation,2008,Cubic metres,10194.0
291,Korea,Fresh surface water,Irrigation,2009,Cubic metres,10350.0
292,Korea,Fresh surface water,Irrigation,2010,Cubic metres,7378.0
293,Korea,Fresh surface water,Irrigation,2011,Cubic metres,7266.0
294,Korea,Fresh surface water,Irrigation,2012,Cubic metres,9002.0
295,Korea,Fresh surface water,Irrigation,2013,Cubic metres,11103.0
296,Korea,Fresh surface water,Irrigation,2014,Cubic metres,12717.0
297,Korea,Fresh surface water,Manufacturing industry,2008,Cubic metres,2080.0
298,Korea,Fresh surface water,Manufacturing industry,2009,Cubic metres,2570.0
299,Korea,Fresh surface water,Manufacturing industry,2010,Cubic metres,2288.0
300,Korea,Fresh surface water,Manufacturing industry,2011,Cubic metres,2164.0
301,Korea,Fresh surface water,Manufacturing industry,2012,Cubic metres,2054.0
302,Korea,Fresh surface water,Manufacturing industry,2013,Cubic metres,2438.0
303,Korea,Fresh surface water,Manufacturing industry,2014,Cubic metres,2135.0
304,Luxembourg,Fresh surface water,Total gross abstraction,2009,Cubic metres,20.0
305,Luxembourg,Fresh surface water,Total gross abstraction,2010,Cubic metres,24.0
306,Luxembourg,Fresh surface water,Total gross abstraction,2011,Cubic metres,24.0
307,Luxembourg,Fresh surface water,Total gross abstraction,2012,Cubic metres,24.0
308,Luxembourg,Fresh surface water,Total gross abstraction,2013,Cubic metres,18.0
309,Luxembourg,Fresh surface water,Total gross abstraction,2014,Cubic metres,19.28
310,Luxembourg,Fresh surface water,Total gross abstraction,2015,Cubic metres,19.5
311,Luxembourg,Fresh surface water,Total gross abstraction,2016,Cubic metres,21.524
312,Luxembourg,Fresh surface water,Public water supply,2009,Cubic metres,20.0
313,Luxembourg,Fresh surface water,Public water supply,2010,Cubic metres,22.0
314,Luxembourg,Fresh surface water,Public water supply,2011,Cubic metres,24.0
315,Luxembourg,Fresh surface water,Public water supply,2012,Cubic metres,21.0
316,Luxembourg,Fresh surface water,Public water supply,2013,Cubic metres,18.0
317,Luxembourg,Fresh surface water,Public water supply,2014,Cubic metres,17.64
318,Luxembourg,Fresh surface water,Public water supply,2015,Cubic metres,18.44
319,Luxembourg,Fresh surface water,Public water supply,2016,Cubic metres,19.674
320,Luxembourg,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,0.284
321,Luxembourg,Fresh surface water,Irrigation,2016,Cubic metres,0.047
322,Luxembourg,Fresh surface water,Manufacturing industry,2010,Cubic metres,2.0
323,Luxembourg,Fresh surface water,Manufacturing industry,2011,Cubic metres,3.0
324,Luxembourg,Fresh surface water,Manufacturing industry,2012,Cubic metres,3.0
325,Luxembourg,Fresh surface water,Manufacturing industry,2014,Cubic metres,1.65
326,Luxembourg,Fresh surface water,Manufacturing industry,2015,Cubic metres,1.06
327,Luxembourg,Fresh surface water,Manufacturing industry,2016,Cubic metres,1.094
328,Mexico,Fresh surface water,Total gross abstraction,2008,Cubic metres,50223.490439999994
329,Mexico,Fresh surface water,Total gross abstraction,2009,Cubic metres,50479.76662
330,Mexico,Fresh surface water,Total gross abstraction,2010,Cubic metres,50008.629219999995
331,Mexico,Fresh surface water,Total gross abstraction,2011,Cubic metres,50974.35899
332,Mexico,Fresh surface water,Total gross abstraction,2012,Cubic metres,50950.56856
333,Mexico,Fresh surface water,Total gross abstraction,2013,Cubic metres,51276.9461
334,Mexico,Fresh surface water,Total gross abstraction,2014,Cubic metres,52022.693869999996
335,Mexico,Fresh surface water,Total gross abstraction,2015,Cubic metres,52353.19137
336,Mexico,Fresh surface water,Total gross abstraction,2016,Cubic metres,52757.61142
337,Mexico,Fresh surface water,Public water supply,2008,Cubic metres,4239.38997
338,Mexico,Fresh surface water,Public water supply,2009,Cubic metres,4310.08712
339,Mexico,Fresh surface water,Public water supply,2010,Cubic metres,4332.5139899999995
340,Mexico,Fresh surface water,Public water supply,2011,Cubic metres,5025.21228
341,Mexico,Fresh surface water,Public water supply,2012,Cubic metres,4704.0861
342,Mexico,Fresh surface water,Public water supply,2013,Cubic metres,4741.45018
343,Mexico,Fresh surface water,Public water supply,2014,Cubic metres,4761.4672
344,Mexico,Fresh surface water,Public water supply,2015,Cubic metres,5150.186
345,Mexico,Fresh surface water,Public water supply,2016,Cubic metres,5217.324970000001
346,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,40734.078519999995
347,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,40919.52958
348,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,40574.97803
349,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,40854.614669999995
350,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,41172.28381
351,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,41038.41639
352,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,41999.52707
353,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,41886.585510000004
354,Mexico,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,42206.46693
355,Mexico,Fresh surface water,Irrigation,2014,Cubic metres,38552.5416
356,Mexico,Fresh surface water,Irrigation,2015,Cubic metres,38425.32875
357,Mexico,Fresh surface water,Irrigation,2016,Cubic metres,38733.22829
358,Mexico,Fresh surface water,Manufacturing industry,2008,Cubic metres,1616.5443400000001
359,Mexico,Fresh surface water,Manufacturing industry,2009,Cubic metres,1616.67232
360,Mexico,Fresh surface water,Manufacturing industry,2010,Cubic metres,1467.65961
361,Mexico,Fresh surface water,Manufacturing industry,2011,Cubic metres,1461.05444
362,Mexico,Fresh surface water,Manufacturing industry,2012,Cubic metres,1440.72105
363,Mexico,Fresh surface water,Manufacturing industry,2013,Cubic metres,1408.49695
364,Mexico,Fresh surface water,Manufacturing industry,2014,Cubic metres,1565.96091
365,Mexico,Fresh surface water,Manufacturing industry,2015,Cubic metres,1607.16652
366,Mexico,Fresh surface water,Manufacturing industry,2016,Cubic metres,1638.08081
367,Netherlands,Fresh surface water,Total gross abstraction,2008,Cubic metres,9725.0
368,Netherlands,Fresh surface water,Total gross abstraction,2009,Cubic metres,10382.0
369,Netherlands,Fresh surface water,Total gross abstraction,2010,Cubic metres,9927.0
370,Netherlands,Fresh surface water,Total gross abstraction,2011,Cubic metres,9193.0
371,Netherlands,Fresh surface water,Total gross abstraction,2012,Cubic metres,9790.0
372,Netherlands,Fresh surface water,Total gross abstraction,2013,Cubic metres,9662.0
373,Netherlands,Fresh surface water,Total gross abstraction,2014,Cubic metres,8465.0
374,Netherlands,Fresh surface water,Public water supply,2008,Cubic metres,490.0
375,Netherlands,Fresh surface water,Public water supply,2009,Cubic metres,474.0
376,Netherlands,Fresh surface water,Public water supply,2010,Cubic metres,456.0
377,Netherlands,Fresh surface water,Public water supply,2011,Cubic metres,473.0
378,Netherlands,Fresh surface water,Public water supply,2012,Cubic metres,464.0
379,Netherlands,Fresh surface water,Public water supply,2013,Cubic metres,459.0
380,Netherlands,Fresh surface water,Public water supply,2014,Cubic metres,466.0
381,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,21.0
382,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,12.0
383,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,29.0
384,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,31.0
385,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,14.0
386,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,24.0
387,Netherlands,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,22.0
388,Netherlands,Fresh surface water,Irrigation,2008,Cubic metres,12.0
389,Netherlands,Fresh surface water,Irrigation,2009,Cubic metres,10.0
390,Netherlands,Fresh surface water,Irrigation,2010,Cubic metres,19.0
391,Netherlands,Fresh surface water,Irrigation,2011,Cubic metres,21.0
392,Netherlands,Fresh surface water,Irrigation,2012,Cubic metres,4.2
393,Netherlands,Fresh surface water,Irrigation,2013,Cubic metres,14.0
394,Netherlands,Fresh surface water,Irrigation,2014,Cubic metres,12.0
395,Netherlands,Fresh surface water,Manufacturing industry,2008,Cubic metres,3038.0
396,Netherlands,Fresh surface water,Manufacturing industry,2009,Cubic metres,3391.0
397,Netherlands,Fresh surface water,Manufacturing industry,2010,Cubic metres,2734.0
398,Netherlands,Fresh surface water,Manufacturing industry,2011,Cubic metres,2782.0
399,Netherlands,Fresh surface water,Manufacturing industry,2012,Cubic metres,2830.0
400,Netherlands,Fresh surface water,Manufacturing industry,2013,Cubic metres,2689.0
401,Netherlands,Fresh surface water,Manufacturing industry,2014,Cubic metres,2373.0
402,New Zealand,Fresh surface water,Total gross abstraction,2010,Cubic metres,3527.0
403,New Zealand,Fresh surface water,Total gross abstraction,2014,Cubic metres,7310.82
404,New Zealand,Fresh surface water,Public water supply,2010,Cubic metres,439.5
405,New Zealand,Fresh surface water,Public water supply,2014,Cubic metres,759.48
406,New Zealand,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,2176.0
407,New Zealand,Fresh surface water,Irrigation,2010,Cubic metres,1789.5
408,New Zealand,Fresh surface water,Irrigation,2014,Cubic metres,3431.37
409,New Zealand,Fresh surface water,Manufacturing industry,2010,Cubic metres,911.5
410,New Zealand,Fresh surface water,Manufacturing industry,2014,Cubic metres,1157.3
411,Norway,Fresh surface water,Public water supply,2008,Cubic metres,744.0
412,Norway,Fresh surface water,Public water supply,2009,Cubic metres,720.0
413,Norway,Fresh surface water,Public water supply,2010,Cubic metres,728.0
414,Norway,Fresh surface water,Public water supply,2011,Cubic metres,740.0
415,Norway,Fresh surface water,Public water supply,2012,Cubic metres,716.0
416,Norway,Fresh surface water,Public water supply,2013,Cubic metres,730.0
417,Norway,Fresh surface water,Public water supply,2014,Cubic metres,747.0
418,Norway,Fresh surface water,Manufacturing industry,2008,Cubic metres,1108.0
419,Norway,Fresh surface water,Manufacturing industry,2009,Cubic metres,1005.0
420,Poland,Fresh surface water,Total gross abstraction,2008,Cubic metres,8727.0
421,Poland,Fresh surface water,Total gross abstraction,2009,Cubic metres,8931.0
422,Poland,Fresh surface water,Total gross abstraction,2010,Cubic metres,8923.0
423,Poland,Fresh surface water,Total gross abstraction,2011,Cubic metres,9178.0
424,Poland,Fresh surface water,Total gross abstraction,2012,Cubic metres,8834.0
425,Poland,Fresh surface water,Total gross abstraction,2013,Cubic metres,8634.0
426,Poland,Fresh surface water,Total gross abstraction,2014,Cubic metres,8731.0
427,Poland,Fresh surface water,Total gross abstraction,2015,Cubic metres,8486.0
428,Poland,Fresh surface water,Total gross abstraction,2016,Cubic metres,8559.4
429,Poland,Fresh surface water,Public water supply,2008,Cubic metres,662.0
430,Poland,Fresh surface water,Public water supply,2009,Cubic metres,649.0
431,Poland,Fresh surface water,Public water supply,2010,Cubic metres,637.0
432,Poland,Fresh surface water,Public water supply,2011,Cubic metres,610.0
433,Poland,Fresh surface water,Public water supply,2012,Cubic metres,601.0
434,Poland,Fresh surface water,Public water supply,2013,Cubic metres,575.0
435,Poland,Fresh surface water,Public water supply,2014,Cubic metres,572.2
436,Poland,Fresh surface water,Public water supply,2015,Cubic metres,579.2
437,Poland,Fresh surface water,Public water supply,2016,Cubic metres,572.2
438,Poland,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,1149.0
439,Poland,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,1159.0
440,Poland,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,1153.0
441,Poland,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,1111.0
442,Poland,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,1102.0
443,Poland,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,1080.0
444,Poland,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,1055.5
445,Poland,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,990.1
446,Poland,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,1042.7
447,Poland,Fresh surface water,Irrigation,2008,Cubic metres,102.0
448,Poland,Fresh surface water,Irrigation,2009,Cubic metres,95.0
449,Poland,Fresh surface water,Irrigation,2010,Cubic metres,75.0
450,Poland,Fresh surface water,Irrigation,2011,Cubic metres,83.0
451,Poland,Fresh surface water,Irrigation,2012,Cubic metres,80.0
452,Poland,Fresh surface water,Irrigation,2013,Cubic metres,78.0
453,Poland,Fresh surface water,Irrigation,2014,Cubic metres,79.7
454,Poland,Fresh surface water,Irrigation,2015,Cubic metres,83.2
455,Poland,Fresh surface water,Irrigation,2016,Cubic metres,85.8
456,Poland,Fresh surface water,Aquaculture,2008,Cubic metres,1047.0
457,Poland,Fresh surface water,Aquaculture,2009,Cubic metres,1064.0
458,Poland,Fresh surface water,Aquaculture,2010,Cubic metres,1078.0
459,Poland,Fresh surface water,Aquaculture,2011,Cubic metres,1028.0
460,Poland,Fresh surface water,Aquaculture,2012,Cubic metres,1022.0
461,Poland,Fresh surface water,Aquaculture,2013,Cubic metres,1002.0
462,Poland,Fresh surface water,Aquaculture,2014,Cubic metres,975.8
463,Poland,Fresh surface water,Aquaculture,2015,Cubic metres,906.9
464,Poland,Fresh surface water,Manufacturing industry,2008,Cubic metres,305.0
465,Poland,Fresh surface water,Manufacturing industry,2009,Cubic metres,295.0
466,Poland,Fresh surface water,Manufacturing industry,2010,Cubic metres,230.0
467,Poland,Fresh surface water,Manufacturing industry,2011,Cubic metres,314.0
468,Poland,Fresh surface water,Manufacturing industry,2012,Cubic metres,309.0
469,Poland,Fresh surface water,Manufacturing industry,2013,Cubic metres,315.0
470,Poland,Fresh surface water,Manufacturing industry,2014,Cubic metres,304.3
471,Poland,Fresh surface water,Manufacturing industry,2015,Cubic metres,309.5
472,Poland,Fresh surface water,Manufacturing industry,2016,Cubic metres,326.3
473,Portugal,Fresh surface water,Public water supply,2008,Cubic metres,589.53998
474,Portugal,Fresh surface water,Public water supply,2009,Cubic metres,610.97998
475,Portugal,Fresh surface water,Public water supply,2012,Cubic metres,584.8
476,Portugal,Fresh surface water,Public water supply,2013,Cubic metres,581.1414599999999
477,Portugal,Fresh surface water,Public water supply,2014,Cubic metres,567.96342
478,Portugal,Fresh surface water,Irrigation,2013,Cubic metres,1905.41
479,Slovak Republic,Fresh surface water,Total gross abstraction,2008,Cubic metres,313.0
480,Slovak Republic,Fresh surface water,Total gross abstraction,2009,Cubic metres,280.0
481,Slovak Republic,Fresh surface water,Total gross abstraction,2010,Cubic metres,260.0
482,Slovak Republic,Fresh surface water,Total gross abstraction,2011,Cubic metres,259.0
483,Slovak Republic,Fresh surface water,Total gross abstraction,2012,Cubic metres,326.0
484,Slovak Republic,Fresh surface water,Total gross abstraction,2013,Cubic metres,308.0
485,Slovak Republic,Fresh surface water,Total gross abstraction,2014,Cubic metres,238.08
486,Slovak Republic,Fresh surface water,Total gross abstraction,2015,Cubic metres,247.79
487,Slovak Republic,Fresh surface water,Total gross abstraction,2016,Cubic metres,231.7
488,Slovak Republic,Fresh surface water,Public water supply,2008,Cubic metres,52.0
489,Slovak Republic,Fresh surface water,Public water supply,2009,Cubic metres,51.0
490,Slovak Republic,Fresh surface water,Public water supply,2010,Cubic metres,48.0
491,Slovak Republic,Fresh surface water,Public water supply,2011,Cubic metres,49.0
492,Slovak Republic,Fresh surface water,Public water supply,2012,Cubic metres,49.0
493,Slovak Republic,Fresh surface water,Public water supply,2013,Cubic metres,47.0
494,Slovak Republic,Fresh surface water,Public water supply,2014,Cubic metres,44.6
495,Slovak Republic,Fresh surface water,Public water supply,2015,Cubic metres,47.02
496,Slovak Republic,Fresh surface water,Public water supply,2016,Cubic metres,46.14
497,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,9.0
498,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,12.0
499,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,6.0
500,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,11.0
501,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,18.0
502,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,14.0
503,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,10.64
504,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,17.48
505,Slovak Republic,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,9.08
506,Slovak Republic,Fresh surface water,Irrigation,2008,Cubic metres,9.0
507,Slovak Republic,Fresh surface water,Irrigation,2009,Cubic metres,12.0
508,Slovak Republic,Fresh surface water,Irrigation,2010,Cubic metres,6.0
509,Slovak Republic,Fresh surface water,Irrigation,2011,Cubic metres,10.0
510,Slovak Republic,Fresh surface water,Irrigation,2012,Cubic metres,18.0
511,Slovak Republic,Fresh surface water,Irrigation,2013,Cubic metres,14.0
512,Slovak Republic,Fresh surface water,Irrigation,2014,Cubic metres,10.57
513,Slovak Republic,Fresh surface water,Irrigation,2015,Cubic metres,17.48
514,Slovak Republic,Fresh surface water,Irrigation,2016,Cubic metres,8.99
515,Slovak Republic,Fresh surface water,Manufacturing industry,2008,Cubic metres,252.0
516,Slovak Republic,Fresh surface water,Manufacturing industry,2009,Cubic metres,217.0
517,Slovak Republic,Fresh surface water,Manufacturing industry,2010,Cubic metres,206.0
518,Slovak Republic,Fresh surface water,Manufacturing industry,2011,Cubic metres,199.0
519,Slovak Republic,Fresh surface water,Manufacturing industry,2012,Cubic metres,259.0
520,Slovak Republic,Fresh surface water,Manufacturing industry,2013,Cubic metres,247.0
521,Slovak Republic,Fresh surface water,Manufacturing industry,2014,Cubic metres,182.84
522,Slovak Republic,Fresh surface water,Manufacturing industry,2015,Cubic metres,183.29
523,Slovak Republic,Fresh surface water,Manufacturing industry,2016,Cubic metres,176.47
524,Spain,Fresh surface water,Total gross abstraction,2008,Cubic metres,29199.0
525,Spain,Fresh surface water,Total gross abstraction,2009,Cubic metres,29390.0
526,Spain,Fresh surface water,Total gross abstraction,2010,Cubic metres,28651.0
527,Spain,Fresh surface water,Total gross abstraction,2011,Cubic metres,28874.0
528,Spain,Fresh surface water,Total gross abstraction,2012,Cubic metres,27766.0
529,Spain,Fresh surface water,Total gross abstraction,2013,Cubic metres,26188.0
530,Spain,Fresh surface water,Total gross abstraction,2014,Cubic metres,26566.0
531,Spain,Fresh surface water,Public water supply,2008,Cubic metres,4208.0
532,Spain,Fresh surface water,Public water supply,2009,Cubic metres,3930.0
533,Spain,Fresh surface water,Public water supply,2010,Cubic metres,3460.0
534,Spain,Fresh surface water,Public water supply,2011,Cubic metres,3098.0
535,Spain,Fresh surface water,Public water supply,2012,Cubic metres,3004.0
536,Spain,Fresh surface water,Public water supply,2013,Cubic metres,3018.0
537,Spain,Fresh surface water,Public water supply,2014,Cubic metres,3055.0
538,Spain,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,18360.0
539,Spain,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,18970.0
540,Spain,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,18560.0
541,Spain,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,19300.0
542,Spain,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,18349.0
543,Spain,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,16908.0
544,Spain,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,17331.0
545,Spain,Fresh surface water,Irrigation,2008,Cubic metres,15900.0
546,Spain,Fresh surface water,Irrigation,2009,Cubic metres,16800.0
547,Spain,Fresh surface water,Irrigation,2010,Cubic metres,16500.0
548,Spain,Fresh surface water,Irrigation,2011,Cubic metres,17320.0
549,Spain,Fresh surface water,Irrigation,2012,Cubic metres,16250.0
550,Spain,Fresh surface water,Irrigation,2013,Cubic metres,14858.0
551,Spain,Fresh surface water,Irrigation,2014,Cubic metres,15381.0
552,Spain,Fresh surface water,Aquaculture,2008,Cubic metres,2460.0
553,Spain,Fresh surface water,Aquaculture,2009,Cubic metres,2170.0
554,Spain,Fresh surface water,Aquaculture,2010,Cubic metres,2060.0
555,Spain,Fresh surface water,Aquaculture,2011,Cubic metres,1980.0
556,Spain,Fresh surface water,Aquaculture,2012,Cubic metres,2100.0
557,Spain,Fresh surface water,Aquaculture,2013,Cubic metres,2050.0
558,Spain,Fresh surface water,Aquaculture,2014,Cubic metres,1950.0
559,Spain,Fresh surface water,Manufacturing industry,2008,Cubic metres,318.0
560,Spain,Fresh surface water,Manufacturing industry,2009,Cubic metres,325.0
561,Spain,Fresh surface water,Manufacturing industry,2010,Cubic metres,331.0
562,Spain,Fresh surface water,Manufacturing industry,2011,Cubic metres,326.0
563,Spain,Fresh surface water,Manufacturing industry,2012,Cubic metres,313.0
