True,Country,Source,Variable,Year,Unit,Value
564,Spain,Fresh surface water,Manufacturing industry,2013,Cubic metres,312.0
565,Spain,Fresh surface water,Manufacturing industry,2014,Cubic metres,310.0
566,Sweden,Fresh surface water,Total gross abstraction,2010,Cubic metres,2342.0
567,Sweden,Fresh surface water,Public water supply,2010,Cubic metres,708.0
568,Sweden,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,50.0
569,Sweden,Fresh surface water,Irrigation,2010,Cubic metres,50.0
570,Sweden,Fresh surface water,Manufacturing industry,2010,Cubic metres,1438.0
571,Switzerland,Fresh surface water,Total gross abstraction,2012,Cubic metres,999.5
572,Switzerland,Fresh surface water,Public water supply,2008,Cubic metres,181.0
573,Switzerland,Fresh surface water,Public water supply,2009,Cubic metres,190.0
574,Switzerland,Fresh surface water,Public water supply,2010,Cubic metres,189.0
575,Switzerland,Fresh surface water,Public water supply,2011,Cubic metres,191.0
576,Switzerland,Fresh surface water,Public water supply,2012,Cubic metres,174.0
577,Switzerland,Fresh surface water,Public water supply,2013,Cubic metres,173.0
578,Switzerland,Fresh surface water,Public water supply,2014,Cubic metres,165.0
579,Switzerland,Fresh surface water,Public water supply,2015,Cubic metres,180.0
580,Switzerland,Fresh surface water,Public water supply,2016,Cubic metres,177.0
581,Switzerland,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,119.76
582,Switzerland,Fresh surface water,Irrigation,2012,Cubic metres,118.2
583,Switzerland,Fresh surface water,Manufacturing industry,2012,Cubic metres,442.37
584,Turkey,Fresh surface water,Total gross abstraction,2008,Cubic metres,29589.0
585,Turkey,Fresh surface water,Total gross abstraction,2009,Cubic metres,32319.0
586,Turkey,Fresh surface water,Total gross abstraction,2010,Cubic metres,33818.0
587,Turkey,Fresh surface water,Total gross abstraction,2012,Cubic metres,36950.0
588,Turkey,Fresh surface water,Total gross abstraction,2014,Cubic metres,37370.95
589,Turkey,Fresh surface water,Total gross abstraction,2015,Cubic metres,39113.43
590,Turkey,Fresh surface water,Public water supply,2008,Cubic metres,2329.0
591,Turkey,Fresh surface water,Public water supply,2009,Cubic metres,2447.0
592,Turkey,Fresh surface water,Public water supply,2010,Cubic metres,2558.0
593,Turkey,Fresh surface water,Public water supply,2011,Cubic metres,2604.0
594,Turkey,Fresh surface water,Public water supply,2012,Cubic metres,2669.0
595,Turkey,Fresh surface water,Public water supply,2014,Cubic metres,2590.83
596,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,26996.0
597,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,29872.0
598,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,30949.0
599,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,33099.0
600,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,34003.0
601,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,34699.0
602,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,34487.97
603,Turkey,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,39113.43
604,Turkey,Fresh surface water,Irrigation,2008,Cubic metres,26996.0
605,Turkey,Fresh surface water,Irrigation,2009,Cubic metres,29872.0
606,Turkey,Fresh surface water,Irrigation,2010,Cubic metres,30949.0
607,Turkey,Fresh surface water,Irrigation,2011,Cubic metres,33099.0
608,Turkey,Fresh surface water,Irrigation,2012,Cubic metres,34003.0
609,Turkey,Fresh surface water,Irrigation,2013,Cubic metres,34699.0
610,Turkey,Fresh surface water,Irrigation,2014,Cubic metres,26668.0
611,Turkey,Fresh surface water,Irrigation,2015,Cubic metres,31426.0
612,Turkey,Fresh surface water,Manufacturing industry,2008,Cubic metres,192.0
613,Turkey,Fresh surface water,Manufacturing industry,2010,Cubic metres,224.0
614,Turkey,Fresh surface water,Manufacturing industry,2012,Cubic metres,197.0
615,Turkey,Fresh surface water,Manufacturing industry,2014,Cubic metres,205.54
616,United States,Fresh surface water,Total gross abstraction,2010,Cubic metres,379960.70781999995
617,United States,Fresh surface water,Public water supply,2010,Cubic metres,36338.06042
618,United States,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,102668.1466
619,United States,Fresh surface water,Irrigation,2010,Cubic metres,91052.40235
620,United States,Fresh surface water,Manufacturing industry,2010,Cubic metres,18012.9009
621,Chile,Fresh surface water,Public water supply,2008,Cubic metres,899.84
622,Chile,Fresh surface water,Public water supply,2009,Cubic metres,928.06
623,Chile,Fresh surface water,Public water supply,2010,Cubic metres,923.7
624,Chile,Fresh surface water,Public water supply,2011,Cubic metres,931.63
625,Chile,Fresh surface water,Public water supply,2012,Cubic metres,934.0
626,Chile,Fresh surface water,Public water supply,2013,Cubic metres,969.0
627,Chile,Fresh surface water,Public water supply,2014,Cubic metres,959.0
628,Chile,Fresh surface water,Public water supply,2015,Cubic metres,977.676
629,Chile,Fresh surface water,Public water supply,2016,Cubic metres,992.029
630,Estonia,Fresh surface water,Total gross abstraction,2008,Cubic metres,1275.68005
631,Estonia,Fresh surface water,Total gross abstraction,2009,Cubic metres,1056.33997
632,Estonia,Fresh surface water,Total gross abstraction,2010,Cubic metres,1546.0
633,Estonia,Fresh surface water,Total gross abstraction,2011,Cubic metres,1574.73206
634,Estonia,Fresh surface water,Total gross abstraction,2012,Cubic metres,1357.15906
635,Estonia,Fresh surface water,Total gross abstraction,2013,Cubic metres,1535.011
636,Estonia,Fresh surface water,Total gross abstraction,2014,Cubic metres,1525.40692
637,Estonia,Fresh surface water,Total gross abstraction,2015,Cubic metres,1413.81818
638,Estonia,Fresh surface water,Total gross abstraction,2016,Cubic metres,1534.491
639,Estonia,Fresh surface water,Public water supply,2008,Cubic metres,29.42
640,Estonia,Fresh surface water,Public water supply,2009,Cubic metres,28.95
641,Estonia,Fresh surface water,Public water supply,2010,Cubic metres,28.599
642,Estonia,Fresh surface water,Public water supply,2011,Cubic metres,28.031999999999996
643,Estonia,Fresh surface water,Public water supply,2012,Cubic metres,27.704
644,Estonia,Fresh surface water,Public water supply,2013,Cubic metres,28.326999999999998
645,Estonia,Fresh surface water,Public water supply,2014,Cubic metres,28.21717
646,Estonia,Fresh surface water,Public water supply,2015,Cubic metres,27.980790000000002
647,Estonia,Fresh surface water,Public water supply,2016,Cubic metres,27.908
648,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,0.23
649,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,0.002
650,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,0.044969999999999996
651,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,0.02468
652,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,0.0313
653,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,0.028419999999999997
654,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,0.05094
655,Estonia,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,0.04
656,Estonia,Fresh surface water,Manufacturing industry,2009,Cubic metres,15.0
657,Estonia,Fresh surface water,Manufacturing industry,2010,Cubic metres,17.12
658,Estonia,Fresh surface water,Manufacturing industry,2011,Cubic metres,13.618170000000001
659,Estonia,Fresh surface water,Manufacturing industry,2012,Cubic metres,17.37056
660,Israel,Fresh surface water,Total gross abstraction,2008,Cubic metres,634.0
661,Israel,Fresh surface water,Total gross abstraction,2009,Cubic metres,479.0
662,Israel,Fresh surface water,Total gross abstraction,2010,Cubic metres,504.0
663,Israel,Fresh surface water,Total gross abstraction,2011,Cubic metres,517.0
664,Israel,Fresh surface water,Total gross abstraction,2012,Cubic metres,516.0
665,Israel,Fresh surface water,Total gross abstraction,2013,Cubic metres,645.0
666,Israel,Fresh surface water,Total gross abstraction,2014,Cubic metres,470.0
667,Israel,Fresh surface water,Total gross abstraction,2015,Cubic metres,381.0
668,Israel,Fresh surface water,Public water supply,2008,Cubic metres,596.22
669,Israel,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,37.52
670,Israel,Fresh surface water,Irrigation,2008,Cubic metres,37.52
671,Israel,Fresh surface water,Manufacturing industry,2008,Cubic metres,0.26
672,Slovenia,Fresh surface water,Total gross abstraction,2008,Cubic metres,854.0
673,Slovenia,Fresh surface water,Total gross abstraction,2009,Cubic metres,753.0
674,Slovenia,Fresh surface water,Total gross abstraction,2010,Cubic metres,740.0
675,Slovenia,Fresh surface water,Total gross abstraction,2011,Cubic metres,666.0
676,Slovenia,Fresh surface water,Total gross abstraction,2012,Cubic metres,601.1
677,Slovenia,Fresh surface water,Total gross abstraction,2013,Cubic metres,711.5
678,Slovenia,Fresh surface water,Total gross abstraction,2014,Cubic metres,796.13
679,Slovenia,Fresh surface water,Total gross abstraction,2015,Cubic metres,713.5
680,Slovenia,Fresh surface water,Total gross abstraction,2016,Cubic metres,704.78
681,Slovenia,Fresh surface water,Public water supply,2008,Cubic metres,4.0
682,Slovenia,Fresh surface water,Public water supply,2009,Cubic metres,4.0
683,Slovenia,Fresh surface water,Public water supply,2010,Cubic metres,4.0
684,Slovenia,Fresh surface water,Public water supply,2011,Cubic metres,4.0
685,Slovenia,Fresh surface water,Public water supply,2012,Cubic metres,3.0
686,Slovenia,Fresh surface water,Public water supply,2013,Cubic metres,3.0
687,Slovenia,Fresh surface water,Public water supply,2014,Cubic metres,2.43
688,Slovenia,Fresh surface water,Public water supply,2015,Cubic metres,2.2
689,Slovenia,Fresh surface water,Public water supply,2016,Cubic metres,1.46
690,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,2.0
691,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,2.0
692,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,1.0
693,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,3.0
694,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,2.0
695,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,3.0
696,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,1.6
697,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,3.2
698,Slovenia,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,2.72
699,Slovenia,Fresh surface water,Irrigation,2008,Cubic metres,2.0
700,Slovenia,Fresh surface water,Irrigation,2009,Cubic metres,2.0
701,Slovenia,Fresh surface water,Irrigation,2010,Cubic metres,1.0
702,Slovenia,Fresh surface water,Irrigation,2011,Cubic metres,3.0
703,Slovenia,Fresh surface water,Irrigation,2012,Cubic metres,2.0
704,Slovenia,Fresh surface water,Irrigation,2013,Cubic metres,3.0
705,Slovenia,Fresh surface water,Irrigation,2014,Cubic metres,1.6
706,Slovenia,Fresh surface water,Irrigation,2015,Cubic metres,3.2
707,Slovenia,Fresh surface water,Irrigation,2016,Cubic metres,2.72
708,Slovenia,Fresh surface water,Manufacturing industry,2008,Cubic metres,26.0
709,Slovenia,Fresh surface water,Manufacturing industry,2009,Cubic metres,20.0
710,Slovenia,Fresh surface water,Manufacturing industry,2010,Cubic metres,28.0
711,Slovenia,Fresh surface water,Manufacturing industry,2011,Cubic metres,26.0
712,Slovenia,Fresh surface water,Manufacturing industry,2012,Cubic metres,20.1
713,Slovenia,Fresh surface water,Manufacturing industry,2013,Cubic metres,23.5
714,Slovenia,Fresh surface water,Manufacturing industry,2014,Cubic metres,22.5
715,Slovenia,Fresh surface water,Manufacturing industry,2015,Cubic metres,22.4
716,Slovenia,Fresh surface water,Manufacturing industry,2016,Cubic metres,22.0
717,England and Wales,Fresh surface water,Total gross abstraction,2008,Cubic metres,6208.0
718,England and Wales,Fresh surface water,Total gross abstraction,2009,Cubic metres,6118.0
719,England and Wales,Fresh surface water,Total gross abstraction,2010,Cubic metres,6111.0
720,England and Wales,Fresh surface water,Total gross abstraction,2011,Cubic metres,5526.0
721,England and Wales,Fresh surface water,Total gross abstraction,2012,Cubic metres,6168.0
722,England and Wales,Fresh surface water,Total gross abstraction,2013,Cubic metres,5776.6
723,England and Wales,Fresh surface water,Public water supply,2008,Cubic metres,4210.0
724,England and Wales,Fresh surface water,Public water supply,2009,Cubic metres,4018.00195
725,England and Wales,Fresh surface water,Public water supply,2010,Cubic metres,4227.0
726,England and Wales,Fresh surface water,Public water supply,2011,Cubic metres,4074.0
727,England and Wales,Fresh surface water,Public water supply,2012,Cubic metres,4144.0
728,England and Wales,Fresh surface water,Public water supply,2013,Cubic metres,4169.5
729,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,946.0
730,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,856.0
731,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,982.0
732,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,782.0
733,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,893.0
734,England and Wales,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,883.2
735,England and Wales,Fresh surface water,Irrigation,2008,Cubic metres,32.0
736,England and Wales,Fresh surface water,Irrigation,2009,Cubic metres,44.0
737,England and Wales,Fresh surface water,Irrigation,2010,Cubic metres,57.0
738,England and Wales,Fresh surface water,Irrigation,2011,Cubic metres,63.0
739,England and Wales,Fresh surface water,Irrigation,2012,Cubic metres,29.0
740,England and Wales,Fresh surface water,Irrigation,2013,Cubic metres,51.9
741,England and Wales,Fresh surface water,Manufacturing industry,2008,Cubic metres,887.0
742,England and Wales,Fresh surface water,Manufacturing industry,2009,Cubic metres,1051.0
743,England and Wales,Fresh surface water,Manufacturing industry,2010,Cubic metres,696.0
744,England and Wales,Fresh surface water,Manufacturing industry,2011,Cubic metres,484.0
745,England and Wales,Fresh surface water,Manufacturing industry,2012,Cubic metres,950.0
746,England and Wales,Fresh surface water,Manufacturing industry,2013,Cubic metres,606.8
747,United States,Fresh surface water,Aquaculture,2010,Cubic metres,10514.54904
748,China (People's Republic of),Fresh surface water,Total gross abstraction,2008,Cubic metres,479640.0
749,China (People's Republic of),Fresh surface water,Total gross abstraction,2009,Cubic metres,483947.0
750,China (People's Republic of),Fresh surface water,Total gross abstraction,2010,Cubic metres,486160.0
751,China (People's Republic of),Fresh surface water,Total gross abstraction,2011,Cubic metres,495330.0
752,China (People's Republic of),Fresh surface water,Total gross abstraction,2012,Cubic metres,495280.0
753,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2008,Cubic metres,32.47661
754,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2009,Cubic metres,43.956
755,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2010,Cubic metres,31.179000000000002
756,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2011,Cubic metres,20.223
757,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2012,Cubic metres,38.667
758,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2013,Cubic metres,33.441
759,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2014,Cubic metres,34.352
760,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2015,Cubic metres,46.332
761,Latvia,Fresh surface water,"Agriculture, forestry, fishing",2016,Cubic metres,55.367
762,Latvia,Fresh surface water,Manufacturing industry,2008,Cubic metres,12.84401
763,Latvia,Fresh surface water,Manufacturing industry,2009,Cubic metres,12.74811
764,Latvia,Fresh surface water,Manufacturing industry,2010,Cubic metres,15.57787
765,Latvia,Fresh surface water,Manufacturing industry,2011,Cubic metres,17.77712
766,Latvia,Fresh surface water,Manufacturing industry,2012,Cubic metres,16.35955
767,Latvia,Fresh surface water,Manufacturing industry,2013,Cubic metres,14.42339
768,Latvia,Fresh surface water,Manufacturing industry,2014,Cubic metres,13.09897
769,Latvia,Fresh surface water,Manufacturing industry,2015,Cubic metres,11.42141
770,Latvia,Fresh surface water,Manufacturing industry,2016,Cubic metres,13.527000000000001
771,Russia,Fresh surface water,Total gross abstraction,2008,Cubic metres,64264.0
772,Russia,Fresh surface water,Total gross abstraction,2009,Cubic metres,60144.0
773,Russia,Fresh surface water,Total gross abstraction,2010,Cubic metres,63321.0
774,Russia,Fresh surface water,Total gross abstraction,2011,Cubic metres,59496.0
775,Russia,Fresh surface water,Total gross abstraction,2012,Cubic metres,57170.0
776,Russia,Fresh surface water,Total gross abstraction,2013,Cubic metres,56197.0
777,Russia,Fresh surface water,Total gross abstraction,2014,Cubic metres,55051.0
778,Russia,Fresh surface water,Total gross abstraction,2015,Cubic metres,52154.0
779,Russia,Fresh surface water,Total gross abstraction,2016,Cubic metres,52315.0
780,Latvia,Fresh surface water,Total gross abstraction,2008,Cubic metres,96.575
781,Latvia,Fresh surface water,Total gross abstraction,2009,Cubic metres,108.931
782,Latvia,Fresh surface water,Total gross abstraction,2010,Cubic metres,105.037
783,Latvia,Fresh surface water,Total gross abstraction,2011,Cubic metres,96.147
784,Latvia,Fresh surface water,Total gross abstraction,2012,Cubic metres,102.145
